"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2019",,,,,,"Data collected as of February 27, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1274398,257.82,9950,3.15,7816,2.48,54539,17.28,151125,47.88,8551,2.71,3263,1.03,17523,5.55,7471,2.37,371,0.12,2195,0.7,52,0.07,3669,5.28,81,0.17,81,0.17,793,1.65,15,0.03,363,0.76
Hokkaido,50765,229.71,810,5.83,309,2.22,4272,30.73,2368,17.04,320,2.3,38,0.27,338,2.43,199,1.43,5,0.04,44,0.32,2,0.07,106,3.79,1,0.04,2,0.09,85,3.7,1,0.04,10,0.43
Aomori,10574,162.68,100,2.38,80,1.9,584,13.9,1651,39.31,113,2.69,42,1,209,4.98,125,2.98,2,0.05,80,1.9,2,0.18,24,2.18,-,-,1,0.17,34,5.67,-,-,8,1.33
Iwate,14565,224.08,91,2.28,118,2.95,1243,31.08,1084,27.1,117,2.93,129,3.23,344,8.6,104,2.6,7,0.18,114,2.85,-,-,88,6.29,2,0.11,-,-,40,2.11,1,0.05,18,0.95
Miyagi,25940,273.05,208,3.53,111,1.88,1435,24.32,2248,38.1,305,5.17,60,1.02,1489,25.24,161,2.73,4,0.07,28,0.47,1,0.08,25,2.08,-,-,-,-,41,3.42,-,-,1,0.08
Akita,10615,200.28,32,0.94,55,1.62,417,12.26,811,23.85,51,1.5,16,0.47,202,5.94,59,1.74,1,0.03,1,0.03,-,-,18,2.57,1,0.13,-,-,59,7.38,-,-,-,-
Yamagata,10109,219.76,64,2.21,95,3.28,830,28.62,1578,54.41,117,4.03,44,1.52,449,15.48,104,3.59,11,0.38,10,0.34,-,-,46,5.75,2,0.2,1,0.1,16,1.6,-,-,2,0.2
Fukushima,23645,284.88,201,4.02,171,3.42,1090,21.8,1383,27.66,201,4.02,78,1.56,404,8.08,189,3.78,7,0.14,53,1.06,-,-,116,8.92,1,0.14,-,-,8,1.14,-,-,9,1.29
Ibaraki,34450,287.08,183,2.44,155,2.07,1177,15.69,3425,45.67,219,2.92,46,0.61,296,3.95,109,1.45,8,0.11,25,0.33,-,-,126,7.41,-,-,-,-,44,3.38,-,-,3,0.23
Tochigi,19869,261.43,127,2.65,45,0.94,598,12.46,1481,30.85,116,2.42,25,0.52,203,4.23,132,2.75,1,0.02,21,0.44,-,-,44,3.67,1,0.14,-,-,15,2.14,-,-,1,0.14
Gunma,23042,264.85,125,2.36,122,2.3,722,13.62,2011,37.94,108,2.04,54,1.02,190,3.58,132,2.49,7,0.13,27,0.51,1,0.07,87,5.8,-,-,-,-,10,1.11,-,-,1,0.11
Saitama,86436,341.64,352,2.2,264,1.65,3374,21.09,10361,64.76,465,2.91,164,1.03,1539,9.62,371,2.32,9,0.06,107,0.67,10,0.25,144,3.6,2,0.18,5,0.45,13,1.18,-,-,9,0.82
