"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2020",,,,,,"Data collected as of January 5, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,5949,78.28,169,3.52,203,4.23,1801,37.52,3173,66.1,436,9.08,158,3.29,168,3.5,1124,23.42,99,2.06,120,2.5,-,-,109,9.08,3,0.43,9,1.29,77,11,4,0.57,3,0.43
Gunma,11046,128.44,113,2.13,565,10.66,2414,45.55,6266,118.23,570,10.75,162,3.06,236,4.45,1177,22.21,97,1.83,152,2.87,1,0.07,263,18.79,11,1.22,4,0.44,87,9.67,2,0.22,1,0.11
Saitama,29325,116.37,558,3.51,1676,10.54,9779,61.5,24756,155.7,2120,13.33,785,4.94,562,3.53,3660,23.02,409,2.57,567,3.57,39,1,554,14.21,11,1,22,2,87,7.91,-,-,1,0.09
Chiba,24848,118.32,318,2.41,739,5.6,10219,77.42,13903,105.33,1347,10.2,423,3.2,405,3.07,2438,18.47,241,1.83,437,3.31,7,0.21,469,14.21,12,1.33,18,2,83,9.22,-,-,1,0.11
Tokyo,33423,81.92,566,2.21,1490,5.82,13261,51.8,39745,155.25,2583,10.09,1018,3.98,463,1.81,5562,21.73,671,2.62,684,2.67,11,0.3,359,9.7,26,1.08,32,1.33,168,7,25,1.04,7,0.29
Kanagawa,29748,85.73,550,2.46,1137,5.08,12162,54.29,25956,115.88,2174,9.71,725,3.24,413,1.84,4205,18.77,283,1.26,611,2.73,9,0.18,1177,23.54,8,0.73,23,2.09,50,4.55,1,0.09,5,0.45
Niigata,9892,109.91,412,7.23,1490,26.14,8031,140.89,6072,106.53,932,16.35,264,4.63,170,2.98,1352,23.72,49,0.86,147,2.58,21,2.1,112,11.2,9,0.69,6,0.46,112,8.62,3,0.23,1,0.08
Toyama,3568,74.33,81,2.79,494,17.03,3317,114.38,4958,170.97,343,11.83,122,4.21,243,8.38,567,19.55,122,4.21,43,1.48,-,-,29,4.83,3,0.6,8,1.6,71,14.2,1,0.2,4,0.8
Ishikawa,6189,128.94,109,3.76,383,13.21,3589,123.76,4696,161.93,475,16.38,155,5.34,240,8.28,570,19.66,37,1.28,47,1.62,-,-,14,2,1,0.2,7,1.4,67,13.4,-,-,1,0.2
Fukui,4976,134.49,104,4.52,447,19.43,1562,67.91,3782,164.43,149,6.48,68,2.96,381,16.57,408,17.74,135,5.87,40,1.74,3,1,15,5,9,1.5,7,1.17,19,3.17,3,0.5,-,-
Yamanashi,4329,105.59,42,1.75,65,2.71,835,34.79,2427,101.13,161,6.71,41,1.71,86,3.58,288,12,28,1.17,43,1.79,1,0.11,171,19,7,0.7,6,0.6,53,5.3,1,0.1,-,-
Nagano,11119,129.29,346,6.53,177,3.34,2698,50.91,8586,162,549,10.36,129,2.43,583,11,981,18.51,317,5.98,101,1.91,2,0.2,83,8.3,7,0.64,12,1.09,38,3.45,-,-,16,1.45
Gifu,11495,133.66,181,3.48,438,8.42,1204,23.15,3622,69.65,182,3.5,111,2.13,183,3.52,693,13.33,24,0.46,58,1.12,1,0.09,56,5.09,-,-,-,-,42,8.4,-,-,4,0.8
Shizuoka,15967,114.87,270,3.03,808,9.08,4854,54.54,10494,117.91,631,7.09,257,2.89,353,3.97,1610,18.09,321,3.61,249,2.8,2,0.09,276,12.55,14,1.4,24,2.4,77,7.7,1,0.1,-,-
Aichi,31908,163.63,621,3.41,1398,7.68,8999,49.45,18721,102.86,1068,5.87,503,2.76,831,4.57,2680,14.73,216,1.19,328,1.8,5,0.14,157,4.49,19,1.27,36,2.4,167,11.13,1,0.07,7,0.47
Mie,8531,120.15,294,6.68,611,13.89,1901,43.2,5525,125.57,408,9.27,106,2.41,465,10.57,963,21.89,119,2.7,66,1.5,-,-,37,3.36,14,1.56,11,1.22,69,7.67,-,-,1,0.11
Shiga,7165,125.7,82,2.41,267,7.85,1398,41.12,3536,104,234,6.88,136,4,156,4.59,518,15.24,255,7.5,69,2.03,1,0.13,11,1.38,16,2.29,6,0.86,41,5.86,-,-,2,0.29
Kyoto,15040,120.32,176,2.32,570,7.5,3711,48.83,6608,86.95,513,6.75,292,3.84,298,3.92,1115,14.67,373,4.91,105,1.38,-,-,105,6.18,4,0.67,8,1.33,87,14.5,-,-,-,-
Osaka,42957,143.67,1126,5.74,2035,10.38,9343,47.67,23475,119.77,1753,8.94,622,3.17,754,3.85,3785,19.31,1548,7.9,553,2.82,11,0.22,359,7.04,10,0.63,15,0.94,93,5.81,1,0.06,5,0.31
Hyogo,24348,122.97,630,4.92,1283,10.02,4120,32.19,17928,140.06,1022,7.98,399,3.12,582,4.55,2200,17.19,955,7.46,292,2.28,10,0.29,495,14.56,45,3.21,35,2.5,126,9,1,0.07,8,0.57
Nara,5929,107.8,174,5.12,308,9.06,1351,39.74,3791,111.5,258,7.59,160,4.71,279,8.21,672,19.76,311,9.15,34,1,3,0.3,89,8.9,7,1.17,8,1.33,30,5,1,0.17,9,1.5
Wakayama,4324,88.24,316,10.9,288,9.93,1027,35.41,2776,95.72,212,7.31,39,1.34,220,7.59,544,18.76,62,2.14,42,1.45,6,1.5,19,4.75,15,1.36,11,1,119,10.82,2,0.18,1,0.09
Tottori,3160,108.97,50,2.63,318,16.74,3113,163.84,2910,153.16,246,12.95,124,6.53,316,16.63,376,19.79,292,15.37,23,1.21,-,-,56,11.2,4,0.8,6,1.2,29,5.8,-,-,3,0.6
Shimane,3555,93.55,79,3.43,177,7.7,1078,46.87,3202,139.22,190,8.26,118,5.13,175,7.61,692,30.09,242,10.52,27,1.17,-,-,12,4,6,0.75,9,1.13,25,3.13,-,-,-,-
Okayama,12163,144.8,179,3.31,649,12.02,1593,29.5,8619,159.61,411,7.61,434,8.04,330,6.11,779,14.43,813,15.06,139,2.57,5,0.42,99,8.25,7,1.4,2,0.4,19,3.8,-,-,1,0.2
Hiroshima,10540,92.46,314,4.42,1255,17.68,3220,45.35,10224,144,583,8.21,824,11.61,348,4.9,1273,17.93,575,8.1,204,2.87,7,0.39,300,16.67,7,0.35,5,0.25,73,3.65,-,-,11,0.55
Yamaguchi,5480,81.79,586,12.74,373,8.11,2488,54.09,6106,132.74,322,7,279,6.07,360,7.83,1254,27.26,1281,27.85,93,2.02,-,-,98,10.89,2,0.22,5,0.56,65,7.22,-,-,14,1.56
Tokushima,3095,85.97,137,5.96,220,9.57,468,20.35,3335,145,192,8.35,71,3.09,115,5,510,22.17,156,6.78,50,2.17,-,-,29,7.25,3,0.5,4,0.67,43,7.17,-,-,1,0.17
Kagawa,5019,109.11,131,4.85,404,14.96,1171,43.37,6259,231.81,264,9.78,215,7.96,230,8.52,763,28.26,484,17.93,82,3.04,5,1.25,46,11.5,2,0.5,4,1,47,11.75,1,0.25,3,0.75
Ehime,8123,133.16,113,3.05,262,7.08,3063,82.78,7260,196.22,339,9.16,106,2.86,372,10.05,1138,30.76,189,5.11,283,7.65,5,0.63,393,49.13,4,0.67,1,0.17,30,5,-,-,7,1.17
Kochi,7097,154.28,176,6.29,305,10.89,1548,55.29,2479,88.54,253,9.04,989,35.32,242,8.64,530,18.93,384,13.71,98,3.5,-,-,16,5.33,3,0.38,2,0.25,95,11.88,1,0.13,7,0.88
Fukuoka,24834,126.06,712,5.98,2154,18.1,18403,154.65,27192,228.5,2085,17.52,1267,10.65,1095,9.2,3884,32.64,3798,31.92,483,4.06,3,0.12,266,10.64,22,1.47,23,1.53,98,6.53,-,-,2,0.13
Saga,4817,123.51,132,5.74,580,25.22,2125,92.39,3375,146.74,260,11.3,288,12.52,308,13.39,782,34,954,41.48,39,1.7,-,-,22,7.33,6,1,6,1,40,6.67,-,-,1,0.17
Nagasaki,9880,141.14,130,2.95,688,15.64,4396,99.91,5711,129.8,557,12.66,286,6.5,473,10.75,962,21.86,1549,35.2,108,2.45,2,0.25,65,8.13,10,0.83,5,0.42,120,10,-,-,4,0.33
Kumamoto,6619,82.74,211,4.22,790,15.8,2652,53.04,9140,182.8,679,13.58,1076,21.52,808,16.16,1775,35.5,2076,41.52,157,3.14,-,-,328,41,7,0.47,9,0.6,40,2.67,1,0.07,4,0.27
Oita,6906,119.07,123,3.42,373,10.36,1906,52.94,10087,280.19,550,15.28,192,5.33,543,15.08,1086,30.17,943,26.19,121,3.36,1,0.2,77,15.4,1,0.09,2,0.18,116,10.55,-,-,-,-
Miyazaki,8218,141.69,255,7.29,930,26.57,4481,128.03,9190,262.57,500,14.29,711,20.31,450,12.86,1389,39.69,803,22.94,138,3.94,-,-,147,24.5,4,0.57,1,0.14,7,1,-,-,3,0.43
Kagoshima,11163,122.67,2958,55.81,1934,36.49,4009,75.64,12917,243.72,754,14.23,1587,29.94,485,9.15,1343,25.34,1700,32.08,225,4.25,1,0.14,132,18.86,6,0.5,1,0.08,21,1.75,-,-,7,0.58
Okinawa,8196,143.79,1563,47.36,704,21.33,2276,68.97,2309,69.97,500,15.15,803,24.33,47,1.42,528,16,472,14.3,128,3.88,-,-,203,22.56,23,3.29,34,4.86,43,6.14,3,0.43,47,6.71
