"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2020",,,,,,"Data collected as of April 22, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562571,114,11727,3.72,15652,4.97,120631,38.27,207153,65.72,16650,5.28,5518,1.75,15613,4.95,14386,4.56,1091,0.35,2428,0.77,79,0.11,4031,5.82,132,0.28,141,0.3,2322,4.87,30,0.06,178,0.37
Hokkaido,26968,122.58,874,6.38,768,5.61,6101,44.53,3300,24.09,657,4.8,51,0.37,1373,10.02,381,2.78,30,0.22,59,0.43,7,0.25,282,10.07,5,0.23,5,0.23,146,6.64,1,0.05,20,0.91
Aomori,5253,80.82,177,4.21,109,2.6,1123,26.74,2934,69.86,138,3.29,228,5.43,303,7.21,214,5.1,3,0.07,15,0.36,1,0.09,49,4.45,-,-,-,-,29,4.83,-,-,1,0.17
Iwate,9054,137.18,157,3.83,108,2.63,2174,53.02,2392,58.34,178,4.34,214,5.22,197,4.8,187,4.56,7,0.17,33,0.8,-,-,78,5.57,2,0.11,-,-,31,1.63,-,-,4,0.21
Miyagi,7746,82.4,377,6.5,295,5.09,2910,50.17,3656,63.03,357,6.16,238,4.1,142,2.45,278,4.79,5,0.09,41,0.71,1,0.08,33,2.75,1,0.08,-,-,117,9.75,1,0.08,2,0.17
Akita,7129,134.51,55,1.62,65,1.91,462,13.59,1545,45.44,63,1.85,153,4.5,54,1.59,87,2.56,4,0.12,11,0.32,1,0.17,19,3.17,1,0.13,-,-,17,2.13,-,-,2,0.25
Yamagata,4163,92.51,125,4.31,296,10.21,2250,77.59,1813,62.52,252,8.69,14,0.48,194,6.69,206,7.1,10,0.34,13,0.45,-,-,37,5.29,2,0.2,-,-,24,2.4,1,0.1,1,0.1
Fukushima,10232,123.28,310,6.2,260,5.2,2239,44.78,2724,54.48,292,5.84,65,1.3,550,11,353,7.06,6,0.12,33,0.66,-,-,147,11.31,2,0.29,-,-,31,4.43,-,-,2,0.29
Ibaraki,11748,97.9,166,2.21,412,5.49,2482,33.09,4565,60.87,458,6.11,43,0.57,233,3.11,208,2.77,11,0.15,44,0.59,1,0.06,197,11.59,-,-,2,0.17,91,7.58,-,-,5,0.42
Tochigi,5932,78.05,159,3.31,74,1.54,1146,23.88,1798,37.46,227,4.73,33,0.69,138,2.88,248,5.17,2,0.04,28,0.58,-,-,37,3.08,-,-,-,-,41,5.86,-,-,1,0.14
Gunma,11039,129.87,110,2.08,297,5.6,1449,27.34,3087,58.25,288,5.43,64,1.21,191,3.6,262,4.94,13,0.25,40,0.75,-,-,108,7.71,2,0.22,1,0.11,74,8.22,1,0.11,1,0.11
Saitama,29309,115.85,527,3.31,887,5.58,6502,40.89,12707,79.92,1258,7.91,324,2.04,426,2.68,755,4.75,26,0.16,166,1.04,16,0.4,236,5.9,5,0.45,4,0.36,66,6,-,-,1,0.09
Chiba,24815,116.5,306,2.3,411,3.09,6973,52.43,7766,58.39,737,5.54,166,1.25,321,2.41,487,3.66,31,0.23,127,0.95,4,0.12,213,6.26,3,0.38,2,0.25,63,7.88,-,-,-,-
