"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2015",,,,,,"Data collected as of November 18, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1154460,234.5,75761,24.08,60112,19.11,339634,107.96,805149,255.93,62388,19.83,377483,119.99,83240,26.46,75640,24.04,2360,0.75,97310,30.93,63790,20.28,426,0.62,21245,30.92,387,0.81,932,1.96,7927,16.65,340,0.71,4097,8.61
Hokkaido,41563,183.91,4779,33.65,4609,32.46,21898,154.21,18856,132.79,3154,22.21,14032,98.82,3819,26.89,2164,15.24,73,0.51,3390,23.87,3974,27.99,8,0.3,536,19.85,5,0.23,12,0.55,379,17.23,2,0.09,391,17.77
Aomori,14800,227.69,899,21.4,525,12.5,2687,63.98,6447,153.5,626,14.9,5898,140.43,905,21.55,872,20.76,9,0.21,665,15.83,205,4.88,-,-,240,21.82,11,1.83,11,1.83,174,29,-,-,121,20.17
Iwate,15465,241.64,1144,29.33,483,12.38,5207,133.51,9377,240.44,832,21.33,4555,116.79,797,20.44,835,21.41,13,0.33,895,22.95,207,5.31,3,0.21,214,15.29,5,0.26,8,0.42,245,12.89,4,0.21,148,7.79
Miyagi,19658,209.13,1803,31.09,1075,18.53,6510,112.24,16551,285.36,1399,24.12,10927,188.4,1620,27.93,1681,28.98,2,0.03,1908,32.9,318,5.48,3,0.25,171,14.25,5,0.42,4,0.33,331,27.58,1,0.08,78,6.5
Akita,13235,249.72,486,14.29,553,16.26,2105,61.91,5187,152.56,502,14.76,2588,76.12,580,17.06,385,11.32,4,0.12,462,13.59,335,9.85,10,1.43,101,14.43,1,0.13,-,-,157,19.63,-,-,74,9.25
Yamagata,10060,214.04,1454,50.14,953,32.86,5347,184.38,9602,331.1,733,25.28,6054,208.76,1077,37.14,935,32.24,14,0.48,1186,40.9,1101,37.97,-,-,55,7.86,6,0.6,9,0.9,42,4.2,16,1.6,50,5
Fukushima,19099,251.3,2351,52.24,728,16.18,4440,98.67,9691,215.36,971,21.58,7669,170.42,2018,44.84,1360,30.22,20,0.44,1003,22.29,1003,22.29,-,-,356,29.67,5,0.71,11,1.57,169,24.14,3,0.43,130,18.57
Ibaraki,22601,188.34,939,12.52,1129,15.05,7630,101.73,18552,247.36,1450,19.33,6200,82.67,2318,30.91,1241,16.55,29,0.39,1631,21.75,1764,23.52,12,0.71,785,46.18,3,0.23,6,0.46,103,7.92,1,0.08,39,3
