"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2017",,,,,,"Data collected as of March 22, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1173630,236.76,10411,3.29,11956,3.78,75106,23.75,200988,63.56,12546,3.97,5078,1.61,2868,0.91,12985,4.11,257,0.08,808,0.26,22763,7.2,81,0.12,3713,5.37,96,0.2,167,0.35,2498,5.24,68,0.14,1043,2.19
Hokkaido,35576,158.12,657,4.63,663,4.67,6168,43.44,5104,35.94,837,5.89,57,0.4,111,0.78,394,2.77,16,0.11,16,0.11,778,5.48,4,0.14,124,4.43,2,0.09,7,0.3,85,3.7,-,-,33,1.43
Aomori,12742,199.09,61,1.49,135,3.29,868,21.17,2064,50.34,71,1.73,80,1.95,72,1.76,176,4.29,2,0.05,31,0.76,107,2.61,1,0.09,52,4.73,2,0.33,-,-,51,8.5,-,-,10,1.67
Iwate,11144,174.13,59,1.51,330,8.46,1301,33.36,2553,65.46,80,2.05,15,0.38,30,0.77,191,4.9,-,-,2,0.05,232,5.95,2,0.14,39,2.79,1,0.05,-,-,72,3.79,-,-,10,0.53
Miyagi,22875,240.79,94,1.59,178,3.02,1934,32.78,2276,38.58,310,5.25,11,0.19,23,0.39,284,4.81,1,0.02,6,0.1,126,2.14,-,-,23,1.92,2,0.17,-,-,71,5.92,-,-,12,1
Akita,10691,197.98,85,2.43,63,1.8,665,19,1154,32.97,67,1.91,174,4.97,15,0.43,73,2.09,1,0.03,9,0.26,32,0.91,-,-,12,1.71,-,-,-,-,47,5.88,-,-,8,1
Yamagata,8929,186.02,49,1.63,85,2.83,1714,57.13,1176,39.2,161,5.37,22,0.73,26,0.87,187,6.23,4,0.13,16,0.53,273,9.1,-,-,23,2.88,1,0.1,3,0.3,52,5.2,-,-,8,0.8
Fukushima,17937,232.95,167,3.63,136,2.96,1284,27.91,2313,50.28,216,4.7,12,0.26,153,3.33,255,5.54,2,0.04,5,0.11,112,2.43,1,0.08,80,6.67,3,0.43,2,0.29,44,6.29,-,-,116,16.57
Ibaraki,27170,226.42,109,1.45,181,2.41,2007,26.76,4078,54.37,287,3.83,64,0.85,48,0.64,187,2.49,5,0.07,6,0.08,236,3.15,3,0.18,144,8.47,-,-,-,-,43,3.31,-,-,24,1.85
