"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2016",,,,,,"Data collected as of June 22, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1582008,319.73,23485,7.44,32204,10.2,205224,64.99,481240,152.39,31383,9.94,5773,1.83,35530,11.25,34632,10.97,1234,0.39,8900,2.82,65328,20.69,200,0.29,10584,15.34,211,0.45,496,1.05,5896,12.44,180,0.38,4858,10.25
Hokkaido,83421,370.76,951,6.7,1379,9.71,16725,117.78,11532,81.21,1491,10.5,149,1.05,2523,17.77,914,6.44,40,0.28,38,0.27,4722,33.25,-,-,220,7.86,4,0.18,18,0.82,374,17,3,0.14,334,15.18
Aomori,17484,268.98,107,2.55,350,8.33,1658,39.48,4162,99.1,264,6.29,29,0.69,345,8.21,396,9.43,2,0.05,13,0.31,626,14.9,3,0.27,124,11.27,8,1.33,8,1.33,113,18.83,-,-,100,16.67
Iwate,21205,331.33,172,4.3,236,5.9,3906,97.65,6619,165.48,321,8.03,22,0.55,195,4.88,370,9.25,8,0.2,17,0.43,379,9.48,4,0.29,168,12,3,0.16,2,0.11,178,9.37,1,0.05,154,8.11
Miyagi,28034,295.09,270,4.58,428,7.25,5811,98.49,9416,159.59,725,12.29,25,0.42,244,4.14,733,12.42,9,0.15,38,0.64,546,9.25,-,-,65,5.42,5,0.42,-,-,169,14.08,-,-,12,1
Akita,14304,264.89,65,1.86,203,5.8,1251,35.74,3448,98.51,222,6.34,24,0.69,1347,38.49,202,5.77,91,2.6,11,0.31,97,2.77,1,0.14,61,8.71,-,-,-,-,87,10.88,-,-,129,16.13
Yamagata,13927,296.32,45,1.55,417,14.38,4193,144.59,5490,189.31,279,9.62,26,0.9,1285,44.31,458,15.79,7,0.24,12,0.41,1583,54.59,-,-,29,3.63,2,0.2,4,0.4,49,4.9,4,0.4,10,1
Fukushima,23115,300.19,318,6.91,577,12.54,2212,48.09,4931,107.2,506,11,27,0.59,660,14.35,671,14.59,15,0.33,16,0.35,219,4.76,-,-,223,18.58,4,0.57,5,0.71,54,7.71,-,-,50,7.14
Ibaraki,33090,275.75,203,2.71,532,7.09,3731,49.75,11048,147.31,757,10.09,114,1.52,560,7.47,519,6.92,11,0.15,71,0.95,1644,21.92,2,0.12,385,22.65,2,0.15,4,0.31,128,9.85,-,-,35,2.69
Tochigi,18782,250.43,122,2.54,209,4.35,2316,48.25,3784,78.83,364,7.58,36,0.75,777,16.19,582,12.13,8,0.17,14,0.29,671,13.98,3,0.25,210,17.5,4,0.57,8,1.14,83,11.86,4,0.57,33,4.71
Gunma,27274,290.15,188,3.3,413,7.25,4352,76.35,7883,138.3,531,9.32,32,0.56,710,12.46,663,11.63,48,0.84,49,0.86,500,8.77,1,0.07,229,16.36,2,0.25,3,0.38,152,19,-,-,64,8
