"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2020",,,,,,"Data collected as of May 13, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562779,114.18,11955,3.8,16743,5.32,126410,40.14,216500,68.75,17575,5.58,5865,1.86,16330,5.19,17257,5.48,1255,0.4,2794,0.89,87,0.13,4311,6.22,155,0.32,161,0.34,2521,5.29,33,0.07,191,0.4
Hokkaido,26984,122.65,877,6.4,817,5.96,6382,46.58,3429,25.03,693,5.06,56,0.41,1398,10.2,483,3.53,30,0.22,71,0.52,7,0.25,291,10.39,5,0.23,5,0.23,154,7,1,0.05,20,0.91
Aomori,5297,81.49,184,4.38,128,3.05,1231,29.31,3071,73.12,161,3.83,238,5.67,331,7.88,258,6.14,4,0.1,17,0.4,1,0.09,57,5.18,-,-,-,-,31,5.17,-,-,1,0.17
Iwate,9106,137.97,164,4,137,3.34,2390,58.29,2595,63.29,191,4.66,219,5.34,205,5,246,6,9,0.22,41,1,-,-,87,6.21,2,0.11,-,-,41,2.16,-,-,5,0.26
Miyagi,7747,82.41,399,6.88,307,5.29,2990,51.55,3749,64.64,379,6.53,246,4.24,148,2.55,353,6.09,7,0.12,44,0.76,1,0.08,34,2.83,1,0.08,-,-,129,10.75,1,0.08,2,0.17
Akita,7132,134.57,56,1.65,75,2.21,515,15.15,1630,47.94,69,2.03,158,4.65,72,2.12,109,3.21,4,0.12,13,0.38,3,0.5,19,3.17,1,0.13,-,-,17,2.13,1,0.13,2,0.25
Yamagata,4164,92.53,125,4.31,301,10.38,2379,82.03,1914,66,260,8.97,16,0.55,205,7.07,238,8.21,11,0.38,13,0.45,-,-,41,5.86,3,0.3,-,-,27,2.7,1,0.1,1,0.1
Fukushima,10235,123.31,313,6.26,288,5.76,2424,48.48,2840,56.8,306,6.12,71,1.42,572,11.44,421,8.42,9,0.18,35,0.7,-,-,155,11.92,3,0.5,-,-,36,6,-,-,2,0.33
Ibaraki,11748,97.9,170,2.27,423,5.64,2643,35.24,4753,63.37,483,6.44,45,0.6,240,3.2,244,3.25,15,0.2,51,0.68,1,0.06,213,12.53,-,-,2,0.17,105,8.75,-,-,5,0.42
Tochigi,5934,78.08,162,3.38,76,1.58,1197,24.94,1864,38.83,241,5.02,36,0.75,142,2.96,298,6.21,2,0.04,34,0.71,-,-,39,3.25,-,-,-,-,48,6.86,-,-,1,0.14
Gunma,11039,129.87,112,2.11,317,5.98,1532,28.91,3231,60.96,298,5.62,64,1.21,195,3.68,309,5.83,13,0.25,49,0.92,-,-,113,8.07,4,0.44,1,0.11,79,8.78,1,0.11,1,0.11
Saitama,29310,116.31,532,3.35,909,5.72,6694,42.1,13151,82.71,1301,8.18,347,2.18,446,2.81,911,5.73,31,0.19,190,1.19,16,0.4,255,6.38,5,0.45,6,0.55,74,6.73,-,-,1,0.09
Chiba,24825,117.1,307,2.31,417,3.14,7153,53.78,8033,60.4,764,5.74,175,1.32,334,2.51,564,4.24,33,0.25,139,1.05,4,0.12,225,6.62,4,0.5,4,0.5,65,8.13,-,-,-,-
Tokyo,33386,82.03,528,2.06,781,3.05,9706,37.91,21249,83,1569,6.13,341,1.33,311,1.21,1446,5.65,161,0.63,225,0.88,3,0.08,134,3.62,10,0.42,15,0.63,135,5.63,19,0.79,2,0.08
Kanagawa,29720,84.91,506,2.25,582,2.59,8459,37.6,14672,65.21,1287,5.72,259,1.15,321,1.43,1046,4.65,33,0.15,195,0.87,2,0.04,550,11,4,0.36,4,0.36,42,3.82,-,-,3,0.27
Niigata,9882,109.8,392,6.88,690,12.11,5353,93.91,2828,49.61,492,8.63,88,1.54,132,2.32,356,6.25,13,0.23,52,0.91,14,1.4,67,6.7,3,0.23,3,0.23,72,5.54,-,-,1,0.08
Toyama,3562,74.21,72,2.48,265,9.14,2578,88.9,2765,95.34,201,6.93,75,2.59,214,7.38,159,5.48,37,1.28,14,0.48,-,-,14,2.33,-,-,5,1,42,8.4,-,-,4,0.8
Ishikawa,6189,128.94,103,3.55,170,5.86,2973,102.52,2823,97.34,380,13.1,49,1.69,223,7.69,125,4.31,4,0.14,17,0.59,-,-,9,1.29,-,-,3,0.6,43,8.6,-,-,-,-
Fukui,4975,134.46,98,4.26,237,10.3,1094,47.57,2376,103.3,84,3.65,16,0.7,359,15.61,103,4.48,13,0.57,7,0.3,-,-,7,2.33,2,0.33,6,1,14,2.33,-,-,-,-
Yamanashi,4328,105.56,42,1.75,39,1.63,576,24,1216,50.67,96,4,6,0.25,77,3.21,68,2.83,3,0.13,10,0.42,-,-,107,11.89,2,0.2,1,0.1,35,3.5,1,0.1,-,-
Nagano,11116,129.26,340,6.42,88,1.66,1671,31.53,4605,86.89,291,5.49,57,1.08,536,10.11,263,4.96,52,0.98,27,0.51,1,0.1,45,4.5,2,0.18,1,0.09,28,2.55,-,-,14,1.27
Gifu,11478,133.47,162,3.12,198,3.81,675,12.98,2119,40.75,89,1.71,50,0.96,173,3.33,187,3.6,6,0.12,16,0.31,1,0.09,21,1.91,-,-,-,-,35,7,-,-,3,0.6
Shizuoka,15948,114.73,259,2.91,422,4.74,3425,38.48,5518,62,339,3.81,81,0.91,305,3.43,402,4.52,8,0.09,80,0.9,-,-,144,6.55,4,0.4,11,1.1,57,5.7,1,0.1,-,-
Aichi,31887,163.52,563,3.09,777,4.27,5212,28.64,10166,55.86,560,3.08,262,1.44,748,4.11,705,3.87,36,0.2,91,0.5,2,0.06,78,2.23,7,0.47,18,1.2,145,9.67,-,-,4,0.27
Mie,8492,119.61,289,6.57,356,8.09,1376,31.27,2856,64.91,171,3.89,56,1.27,425,9.66,252,5.73,9,0.2,28,0.64,-,-,14,1.27,5,0.56,4,0.44,44,4.89,-,-,1,0.11
Shiga,7140,132.22,73,2.28,98,3.06,787,24.59,1655,51.72,75,2.34,35,1.09,140,4.38,135,4.22,17,0.53,15,0.47,1,0.13,5,0.63,4,0.57,3,0.43,33,4.71,-,-,2,0.29
Kyoto,15014,120.11,174,2.29,231,3.04,2146,28.24,3429,45.12,261,3.43,99,1.3,271,3.57,303,3.99,11,0.14,30,0.39,-,-,44,2.59,1,0.17,3,0.5,78,13,-,-,-,-
Osaka,42868,143.37,1007,5.14,851,4.34,6082,31.03,11377,58.05,896,4.57,228,1.16,687,3.51,977,4.98,71,0.36,174,0.89,6,0.12,142,2.78,3,0.19,6,0.38,76,4.75,1,0.06,1,0.06
Hyogo,24336,122.91,591,4.62,628,4.91,2502,19.55,8790,68.67,515,4.02,62,0.48,509,3.98,595,4.65,41,0.32,90,0.7,6,0.17,254,7.26,20,1.43,7,0.5,105,7.5,1,0.07,6,0.43
