"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2017",,,,,,"Data collected as of April 5, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1245680,251.25,11641,3.68,13932,4.4,88056,27.84,234027,73.99,14797,4.68,5814,1.84,3280,1.04,15412,4.87,291,0.09,936,0.3,26400,8.35,89,0.13,4403,6.35,122,0.26,192,0.4,2745,5.75,72,0.15,1623,3.4
Hokkaido,39952,177.56,745,5.25,765,5.39,7221,50.85,5759,40.56,961,6.77,73,0.51,129,0.91,466,3.28,18,0.13,17,0.12,889,6.26,5,0.18,139,4.96,3,0.13,7,0.3,95,4.13,-,-,40,1.74
Aomori,13809,215.77,68,1.66,150,3.66,1058,25.8,2268,55.32,91,2.22,93,2.27,86,2.1,211,5.15,2,0.05,36,0.88,132,3.22,1,0.09,53,4.82,2,0.33,-,-,56,9.33,-,-,17,2.83
Iwate,12273,191.77,68,1.74,328,8.41,1530,39.23,2825,72.44,99,2.54,15,0.38,36,0.92,226,5.79,-,-,3,0.08,305,7.82,3,0.21,48,3.43,1,0.05,-,-,80,4.21,-,-,12,0.63
Miyagi,24283,255.61,109,1.85,221,3.75,2170,36.78,2719,46.08,371,6.29,15,0.25,27,0.46,340,5.76,4,0.07,6,0.1,142,2.41,-,-,31,2.58,2,0.17,-,-,76,6.33,-,-,17,1.42
Akita,11762,217.81,92,2.63,70,2,774,22.11,1288,36.8,81,2.31,223,6.37,15,0.43,85,2.43,1,0.03,11,0.31,34,0.97,-,-,13,1.86,-,-,-,-,56,7,-,-,14,1.75
Yamagata,9635,200.73,58,1.93,100,3.33,2026,67.53,1378,45.93,210,7,23,0.77,42,1.4,219,7.3,4,0.13,16,0.53,303,10.1,-,-,34,4.25,1,0.1,3,0.3,56,5.6,-,-,19,1.9
Fukushima,20287,263.47,180,3.91,161,3.5,1468,31.91,2627,57.11,247,5.37,13,0.28,162,3.52,310,6.74,3,0.07,5,0.11,126,2.74,1,0.08,89,7.42,3,0.43,2,0.29,45,6.43,-,-,146,20.86
Ibaraki,28928,241.07,119,1.59,202,2.69,2368,31.57,4743,63.24,319,4.25,68,0.91,54,0.72,223,2.97,7,0.09,7,0.09,257,3.43,3,0.18,174,10.24,-,-,-,-,46,3.54,-,-,46,3.54
