"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2020",,,,,,"Data collected as of May 20, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562794,114.23,11979,3.81,17036,5.41,128198,40.72,219961,69.87,17876,5.68,6036,1.92,16529,5.25,18348,5.83,1295,0.41,2917,0.93,89,0.13,4408,6.36,167,0.35,166,0.35,2580,5.42,35,0.07,195,0.41
Hokkaido,26986,122.66,877,6.4,838,6.12,6470,47.23,3468,25.31,700,5.11,61,0.45,1402,10.23,509,3.72,30,0.22,72,0.53,7,0.25,294,10.5,6,0.27,5,0.23,155,7.05,1,0.05,21,0.95
Aomori,5297,81.49,186,4.43,134,3.19,1256,29.9,3121,74.31,173,4.12,240,5.71,335,7.98,274,6.52,4,0.1,17,0.4,1,0.09,57,5.18,-,-,-,-,33,5.5,-,-,2,0.33
Iwate,9106,137.97,166,4.05,145,3.54,2474,60.34,2650,64.63,197,4.8,221,5.39,206,5.02,270,6.59,9,0.22,42,1.02,-,-,90,6.43,2,0.11,-,-,45,2.37,-,-,5,0.26
Miyagi,7747,82.41,399,6.88,310,5.34,3013,51.95,3810,65.69,383,6.6,248,4.28,148,2.55,379,6.53,8,0.14,46,0.79,1,0.08,35,2.92,1,0.08,-,-,131,10.92,1,0.08,2,0.17
Akita,7132,134.57,57,1.68,77,2.26,545,16.03,1663,48.91,70,2.06,159,4.68,74,2.18,115,3.38,4,0.12,15,0.44,3,0.5,19,3.17,1,0.13,-,-,17,2.13,1,0.13,2,0.25
Yamagata,4164,92.53,125,4.31,302,10.41,2399,82.72,1945,67.07,266,9.17,17,0.59,205,7.07,252,8.69,12,0.41,14,0.48,-,-,42,6,3,0.3,-,-,27,2.7,1,0.1,1,0.1
Fukushima,10235,123.31,313,6.26,295,5.9,2454,49.08,2868,57.36,310,6.2,72,1.44,589,11.78,444,8.88,9,0.18,36,0.72,-,-,158,12.15,3,0.5,-,-,36,6,-,-,2,0.33
Ibaraki,11748,97.9,170,2.27,430,5.73,2680,35.73,4827,64.36,491,6.55,46,0.61,245,3.27,258,3.44,15,0.2,53,0.71,1,0.06,223,13.12,-,-,2,0.17,107,8.92,-,-,5,0.42
Tochigi,5935,78.09,163,3.4,77,1.6,1213,25.27,1893,39.44,243,5.06,42,0.88,144,3,322,6.71,2,0.04,34,0.71,-,-,39,3.25,-,-,-,-,49,7,-,-,1,0.14
Gunma,11039,129.87,112,2.11,320,6.04,1558,29.4,3276,61.81,300,5.66,64,1.21,198,3.74,322,6.08,13,0.25,50,0.94,-,-,114,8.14,5,0.56,1,0.11,79,8.78,1,0.11,1,0.11
Saitama,29310,116.31,534,3.36,917,5.77,6747,42.43,13319,83.77,1315,8.27,362,2.28,449,2.82,977,6.14,33,0.21,199,1.25,17,0.43,262,6.55,6,0.55,6,0.55,74,6.73,-,-,1,0.09
Chiba,24826,117.1,307,2.31,420,3.16,7210,54.21,8150,61.28,773,5.81,179,1.35,338,2.54,608,4.57,33,0.25,146,1.1,4,0.12,232,6.82,4,0.44,4,0.44,65,7.22,-,-,-,-
