"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2015",,,,,,"Data collected as of May 8, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1132498,230.18,27073,8.62,18243,5.81,143055,45.57,399977,127.42,30031,9.57,26338,8.39,24925,7.94,25805,8.22,627,0.2,2180,0.69,17515,5.58,160,0.23,5383,7.87,144,0.3,245,0.52,1936,4.08,114,0.24,2896,6.1
Hokkaido,40745,179.49,1714,11.99,1567,10.96,8879,62.09,8720,60.98,1346,9.41,867,6.06,1108,7.75,770,5.38,20,0.14,36,0.25,1060,7.41,5,0.19,170,6.3,-,-,3,0.14,49,2.23,1,0.05,197,8.95
Aomori,14658,225.51,285,6.79,169,4.02,1169,27.83,3130,74.52,299,7.12,146,3.48,433,10.31,317,7.55,1,0.02,11,0.26,44,1.05,-,-,94,8.55,3,0.5,6,1,41,6.83,-,-,80,13.33
Iwate,15047,231.49,254,6.35,165,4.13,2044,51.1,4936,123.4,448,11.2,16,0.4,290,7.25,285,7.13,4,0.1,15,0.38,60,1.5,-,-,87,6.21,1,0.05,2,0.11,81,4.26,2,0.11,121,6.37
Miyagi,19307,207.6,321,5.53,270,4.66,2636,45.45,9288,160.14,688,11.86,237,4.09,941,16.22,568,9.79,-,-,14,0.24,139,2.4,3,0.25,56,4.67,1,0.08,3,0.25,125,10.42,-,-,69,5.75
Akita,12906,243.51,113,3.32,158,4.65,847,24.91,2755,81.03,263,7.74,32,0.94,53,1.56,125,3.68,1,0.03,4,0.12,226,6.65,7,1,38,5.43,-,-,-,-,74,9.25,-,-,17,2.13
Yamagata,9676,205.87,119,4.1,412,14.21,2642,91.1,5091,175.55,400,13.79,605,20.86,194,6.69,313,10.79,3,0.1,9,0.31,330,11.38,-,-,16,2.29,2,0.2,6,0.6,19,1.9,8,0.8,27,2.7
Fukushima,18661,245.54,660,14.67,271,6.02,1879,41.76,5552,123.38,405,9,403,8.96,479,10.64,425,9.44,8,0.18,9,0.2,438,9.73,-,-,140,11.67,-,-,4,0.57,77,11,1,0.14,101,14.43
Ibaraki,22333,186.11,392,5.23,368,4.91,3523,46.97,9538,127.17,624,8.32,242,3.23,481,6.41,411,5.48,2,0.03,26,0.35,278,3.71,-,-,231,13.59,-,-,-,-,21,1.62,-,-,37,2.85
Tochigi,13808,181.68,279,5.81,140,2.92,1437,29.94,3414,71.13,352,7.33,240,5,399,8.31,428,8.92,18,0.38,3,0.06,118,2.46,4,0.33,78,6.5,2,0.29,2,0.29,32,4.57,1,0.14,41,5.86
Gunma,19357,201.64,421,7.14,285,4.83,3258,55.22,7283,123.44,355,6.02,453,7.68,395,6.69,498,8.44,16,0.27,49,0.83,317,5.37,1,0.08,326,25.08,4,0.5,5,0.63,45,5.63,-,-,165,20.63
