"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2019",,,,,,"Data collected as of November 20, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1487409,301.28,130116,41.24,61952,19.64,293327,92.97,692047,219.35,45651,14.47,386032,122.36,96857,30.7,57769,18.31,95181,30.17,13913,4.41,299,0.43,20618,29.71,412,0.86,697,1.46,4776,9.97,83,0.17,4655,9.72
Hokkaido,61904,281.38,5672,41.1,2643,19.15,19407,140.63,16515,119.67,1913,13.86,16201,117.4,3707,26.86,1572,11.39,3209,23.25,327,2.37,6,0.21,579,20.68,12,0.55,11,0.5,562,25.55,5,0.23,325,14.77
Aomori,15492,238.34,882,21,377,8.98,2531,60.26,7325,174.4,507,12.07,4250,101.19,1442,34.33,753,17.93,770,18.33,361,8.6,5,0.45,180,16.36,2,0.33,2,0.33,216,36,-,-,69,11.5
Iwate,18390,282.92,1300,32.5,481,12.03,5415,135.38,7113,177.83,535,13.38,4345,108.63,999,24.98,761,19.03,904,22.6,286,7.15,-,-,291,20.79,10,0.53,8,0.42,127,6.68,2,0.11,246,12.95
Miyagi,31110,330.96,2429,41.88,869,14.98,8076,139.24,12478,215.14,1301,22.43,10352,178.48,2989,51.53,1279,22.05,1489,25.67,239,4.12,5,0.42,188,15.67,5,0.42,4,0.33,198,16.5,-,-,35,2.92
Akita,15300,288.68,810,23.82,224,6.59,1790,52.65,3984,117.18,239,7.03,2118,62.29,380,11.18,351,10.32,538,15.82,37,1.09,-,-,73,12.17,8,1,-,-,138,17.25,1,0.13,33,4.13
Yamagata,13044,289.87,1735,59.83,624,21.52,4961,171.07,7076,244,543,18.72,5613,193.55,1249,43.07,718,24.76,1383,47.69,63,2.17,-,-,138,19.71,3,0.3,8,0.8,78,7.8,-,-,76,7.6
Fukushima,29837,363.87,3230,64.6,1239,24.78,5537,110.74,6993,139.86,791,15.82,7804,156.08,1944,38.88,1365,27.3,1340,26.8,217,4.34,4,0.31,551,42.38,5,0.71,6,0.86,60,8.57,-,-,146,20.86
Ibaraki,37510,312.58,2108,28.11,1270,16.93,6470,86.27,13236,176.48,1258,16.77,8145,108.6,2290,30.53,1001,13.35,2509,33.45,276,3.68,-,-,887,55.44,6,0.5,6,0.5,207,17.25,-,-,50,4.17
Tochigi,22009,293.45,1754,36.54,455,9.48,3172,66.08,5055,105.31,605,12.6,5667,118.06,1182,24.63,1026,21.38,1552,32.33,179,3.73,2,0.17,203,16.92,2,0.29,6,0.86,83,11.86,-,-,49,7
Gunma,25957,301.83,1754,33.73,827,15.9,4268,82.08,11046,212.42,611,11.75,6598,126.88,1447,27.83,1134,21.81,1843,35.44,189,3.63,8,0.57,429,30.64,1,0.13,6,0.75,116,14.5,-,-,140,17.5
Saitama,95304,376.7,5548,34.68,3306,20.66,18327,114.54,43746,273.41,3339,20.87,25085,156.78,6398,39.99,3321,20.76,6077,37.98,857,5.36,60,1.54,1024,26.26,6,0.55,35,3.18,103,9.36,1,0.09,123,11.18
Chiba,69908,329.75,3269,24.58,1871,14.07,15984,120.18,25694,193.19,2213,16.64,17872,134.38,4500,33.83,2301,17.3,3253,24.46,603,4.53,15,0.44,824,24.24,15,1.88,18,2.25,119,14.88,-,-,85,10.63
Tokyo,114808,282.08,8328,32.66,3592,14.09,23918,93.8,64867,254.38,4650,18.24,32188,126.23,5886,23.08,5259,20.62,10133,39.74,899,3.53,10,0.27,567,15.32,35,1.46,38,1.58,252,10.5,33,1.38,184,7.67
Kanagawa,107423,303.45,5423,23.89,2932,12.92,19291,84.98,45292,199.52,4438,19.55,27754,122.26,4462,19.66,4089,18.01,5870,25.86,1243,5.48,15,0.3,2617,52.34,9,0.82,23,2.09,85,7.73,-,-,120,10.91
Niigata,32940,366,4269,74.89,1895,33.25,9992,175.3,11737,205.91,1054,18.49,9667,169.6,3062,53.72,1271,22.3,2555,44.82,271,4.75,22,2.2,204,20.4,12,0.92,8,0.62,121,9.31,3,0.23,51,3.92
Toyama,11240,234.17,1052,36.28,707,24.38,2441,84.17,7669,264.45,375,12.93,3560,122.76,1539,53.07,505,17.41,1098,37.86,48,1.66,13,1.86,83,11.86,5,1,4,0.8,17,3.4,-,-,18,3.6
Ishikawa,16046,334.29,1216,41.93,864,29.79,4410,152.07,7080,244.14,395,13.62,4047,139.55,1405,48.45,479,16.52,741,25.55,58,2,1,0.14,161,23,3,0.6,12,2.4,94,18.8,-,-,72,14.4
Fukui,11068,307.44,1177,53.5,823,37.41,2585,117.5,6082,276.45,386,17.55,4344,197.45,746,33.91,426,19.36,746,33.91,89,4.05,-,-,111,37,12,2,11,1.83,24,4,5,0.83,77,12.83
Yamanashi,11654,284.24,469,19.54,175,7.29,1154,48.08,3923,163.46,289,12.04,2873,119.71,814,33.92,260,10.83,368,15.33,97,4.04,5,0.56,338,37.56,8,0.8,13,1.3,82,8.2,-,-,57,5.7
Nagano,28762,334.44,1240,23.4,640,12.08,3710,70,12856,242.57,632,11.92,7427,140.13,2771,52.28,723,13.64,1785,33.68,122,2.3,4,0.4,132,13.2,9,0.82,11,1,82,7.45,-,-,240,21.82
Gifu,25959,301.85,1419,27.29,746,14.35,2150,41.35,6664,128.15,345,6.63,4552,87.54,1108,21.31,652,12.54,880,16.92,92,1.77,3,0.27,159,14.45,-,-,3,0.6,58,11.6,1,0.2,116,23.2
Shizuoka,41774,302.71,3091,34.73,1537,17.27,6411,72.03,20337,228.51,827,9.29,10667,119.85,2597,29.18,1233,13.85,2472,27.78,433,4.87,3,0.14,726,33,10,1,23,2.3,81,8.1,1,0.1,20,2
Aichi,74747,383.32,5575,30.63,2553,14.03,12353,67.87,32720,179.78,1672,9.19,19309,106.09,5524,30.35,2513,13.81,3981,21.87,551,3.03,7,0.2,605,17.29,17,1.21,41,2.93,232,16.57,1,0.07,378,27
Mie,17838,251.24,2055,46.7,758,17.23,3460,78.64,10023,227.8,443,10.07,5444,123.73,847,19.25,821,18.66,1419,32.25,104,2.36,1,0.08,41,3.42,12,1.33,24,2.67,60,6.67,2,0.22,84,9.33
Shiga,14144,272,803,25.9,674,21.74,1760,56.77,6016,194.06,353,11.39,3481,112.29,1188,38.32,354,11.42,1119,36.1,96,3.1,-,-,65,8.13,10,1.43,9,1.29,21,3,1,0.14,43,6.14
Kyoto,33255,266.04,1831,24.09,1333,17.54,4743,62.41,15252,200.68,879,11.57,6611,86.99,2588,34.05,988,13,1386,18.24,189,2.49,-,-,205,12.06,4,0.57,24,3.43,76,10.86,-,-,130,18.57
Osaka,74317,246.9,11684,59.31,4480,22.74,18828,95.57,46704,237.08,2643,13.42,20227,102.68,6156,31.25,3463,17.58,5660,28.73,759,3.85,17,0.33,789,15.47,14,0.88,25,1.56,98,6.13,-,-,381,23.81
