"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41st week, 2016",,,,,,"Data collected as of October 19, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1572884,320.87,65303,20.85,54782,17.49,293478,93.7,681410,217.56,47468,15.16,45628,14.57,47215,15.08,61841,19.74,2395,0.76,122976,39.26,123954,39.58,345,0.5,20596,29.89,399,0.85,1087,2.32,13318,28.46,257,0.55,4826,10.31
Hokkaido,83489,371.06,2972,20.93,2359,16.61,22928,161.46,15610,109.93,2468,17.38,1072,7.55,3011,21.2,1731,12.19,74,0.52,7031,49.51,7403,52.13,1,0.04,425,15.18,9,0.41,37,1.68,976,44.36,6,0.27,371,16.86
Aomori,17492,269.11,684,16.29,545,12.98,2528,60.19,5776,137.52,417,9.93,276,6.57,540,12.86,720,17.14,15,0.36,904,21.52,926,22.05,4,0.36,201,18.27,14,2.33,16,2.67,210,35,-,-,110,18.33
Iwate,21220,331.56,883,22.08,491,12.28,5421,135.53,8662,216.55,473,11.83,197,4.93,256,6.4,688,17.2,8,0.2,1036,25.9,802,20.05,4,0.29,273,19.5,6,0.32,5,0.26,348,18.32,1,0.05,168,8.84
Miyagi,28085,295.63,1503,25.47,676,11.46,7893,133.78,12542,212.58,1126,19.08,1947,33,324,5.49,1340,22.71,21,0.36,3709,62.86,859,14.56,-,-,99,8.25,10,0.83,2,0.17,353,29.42,-,-,15,1.25
Akita,14329,265.35,321,9.17,309,8.83,2021,57.74,4643,132.66,367,10.49,248,7.09,1494,42.69,400,11.43,143,4.09,864,24.69,230,6.57,2,0.29,79,11.29,1,0.13,1,0.13,177,22.13,-,-,139,17.38
Yamagata,13938,296.55,893,30.79,647,22.31,5691,196.24,6927,238.86,406,14,324,11.17,1453,50.1,789,27.21,18,0.62,2808,96.83,2454,84.62,1,0.13,59,7.38,6,0.6,12,1.2,108,10.8,4,0.4,19,1.9
Fukushima,23134,300.44,1313,28.54,949,20.63,3241,70.46,6440,140,761,16.54,410,8.91,980,21.3,1194,25.96,24,0.52,2435,52.93,387,8.41,-,-,383,31.92,7,1,12,1.71,141,20.14,8,1.14,60,8.57
Ibaraki,33292,277.43,969,12.92,874,11.65,5466,72.88,15621,208.28,1088,14.51,1532,20.43,720,9.6,934,12.45,36,0.48,2162,28.83,2546,33.95,4,0.24,803,47.24,3,0.23,11,0.85,293,22.54,-,-,35,2.69
Tochigi,18878,251.71,767,15.98,347,7.23,3146,65.54,4864,101.33,535,11.15,796,16.58,1280,26.67,1019,21.23,13,0.27,2113,44.02,1178,24.54,6,0.5,433,36.08,5,0.71,20,2.86,179,25.57,5,0.71,35,5
