"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6th week, 2021",,,,,,"Data collected as of February 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,420,0.09,3619,1.15,4121,1.31,12808,4.09,50153,16,2426,0.77,828,0.26,263,0.08,6945,2.22,491,0.16,719,0.23,17,0.02,761,1.1,35,0.07,50,0.11,109,0.23,2,0,10,0.02
Hokkaido,22,0.1,10,0.07,204,1.46,1040,7.43,916,6.54,140,1,5,0.04,5,0.04,175,1.25,2,0.01,16,0.11,-,-,10,0.34,1,0.04,-,-,2,0.09,-,-,1,0.04
Aomori,2,0.03,1,0.02,67,1.6,115,2.74,479,11.4,28,0.67,1,0.02,1,0.02,92,2.19,-,-,1,0.02,-,-,8,0.73,-,-,1,0.17,2,0.33,-,-,-,-
Iwate,2,0.03,143,3.58,40,1,382,9.55,792,19.8,59,1.48,2,0.05,1,0.03,105,2.63,-,-,8,0.2,-,-,18,1.29,1,0.05,2,0.11,5,0.26,-,-,-,-
Miyagi,-,-,38,0.66,93,1.6,171,2.95,952,16.41,87,1.5,7,0.12,3,0.05,160,2.76,-,-,26,0.45,-,-,7,0.58,-,-,-,-,9,0.75,-,-,-,-
Akita,-,-,2,0.06,25,0.74,109,3.21,212,6.24,41,1.21,6,0.18,4,0.12,40,1.18,2,0.06,2,0.06,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Yamagata,63,1.4,1,0.03,80,2.76,268,9.24,660,22.76,16,0.55,6,0.21,2,0.07,90,3.1,7,0.24,11,0.38,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
Fukushima,12,0.14,32,0.64,76,1.52,343,6.86,760,15.2,34,0.68,4,0.08,2,0.04,164,3.28,2,0.04,9,0.18,1,0.08,26,2,1,0.14,-,-,1,0.14,-,-,-,-
Ibaraki,5,0.04,1,0.01,53,0.71,255,3.4,675,9,35,0.47,12,0.16,4,0.05,111,1.48,22,0.29,13,0.17,-,-,22,1.29,-,-,1,0.08,4,0.33,-,-,-,-
Tochigi,3,0.04,4,0.08,17,0.35,127,2.65,420,8.75,30,0.63,14,0.29,7,0.15,121,2.52,11,0.23,19,0.4,1,0.08,19,1.58,-,-,3,0.43,11,1.57,-,-,-,-
Gunma,2,0.02,-,-,61,1.13,133,2.46,776,14.37,22,0.41,2,0.04,5,0.09,142,2.63,4,0.07,21,0.39,-,-,39,2.6,2,0.22,-,-,1,0.11,-,-,1,0.11
Saitama,10,0.04,6,0.04,250,1.57,488,3.07,2243,14.11,128,0.81,16,0.1,19,0.12,432,2.72,14,0.09,60,0.38,4,0.1,32,0.82,3,0.27,5,0.45,1,0.09,-,-,-,-
Chiba,20,0.11,2,0.02,123,1.1,331,2.96,1205,10.76,106,0.95,15,0.13,7,0.06,228,2.04,3,0.03,30,0.27,1,0.03,51,1.76,1,0.14,1,0.14,1,0.14,-,-,1,0.14
Tokyo,22,0.05,50,0.2,193,0.76,502,1.97,4469,17.53,171,0.67,33,0.13,45,0.18,603,2.36,14,0.05,59,0.23,-,-,31,0.84,1,0.04,2,0.08,5,0.2,1,0.04,-,-
Kanagawa,10,0.03,24,0.11,117,0.52,512,2.27,2948,13.04,140,0.62,10,0.04,25,0.11,464,2.05,9,0.04,54,0.24,3,0.06,85,1.7,1,0.1,-,-,-,-,-,-,-,-
Niigata,8,0.09,-,-,111,1.98,595,10.63,733,13.09,73,1.3,1,0.02,12,0.21,134,2.39,1,0.02,17,0.3,4,0.4,3,0.3,-,-,1,0.08,8,0.62,-,-,-,-
Toyama,4,0.08,5,0.17,66,2.28,154,5.31,317,10.93,14,0.48,5,0.17,5,0.17,62,2.14,6,0.21,5,0.17,-,-,1,0.14,-,-,1,0.2,5,1,-,-,-,-
Ishikawa,-,-,-,-,91,3.14,201,6.93,392,13.52,62,2.14,1,0.03,1,0.03,83,2.86,-,-,9,0.31,-,-,3,0.43,-,-,-,-,3,0.6,-,-,-,-
Fukui,-,-,1,0.04,49,2.13,106,4.61,468,20.35,25,1.09,-,-,1,0.04,47,2.04,5,0.22,6,0.26,-,-,1,0.33,2,0.33,-,-,-,-,-,-,-,-
Yamanashi,-,-,-,-,5,0.21,63,2.63,269,11.21,7,0.29,-,-,3,0.13,35,1.46,-,-,7,0.29,-,-,19,2.11,-,-,1,0.1,3,0.3,-,-,-,-
Nagano,2,0.02,1,0.02,28,0.52,160,2.96,694,12.85,24,0.44,3,0.06,3,0.06,115,2.13,9,0.17,8,0.15,1,0.09,5,0.45,-,-,3,0.3,-,-,-,-,-,-
Gifu,8,0.09,1,0.02,53,1,84,1.58,244,4.6,22,0.42,2,0.04,5,0.09,86,1.62,1,0.02,5,0.09,-,-,5,0.45,-,-,-,-,2,0.4,-,-,1,0.2
Shizuoka,1,0.01,5,0.06,134,1.52,228,2.59,1328,15.09,53,0.6,3,0.03,7,0.08,175,1.99,4,0.05,21,0.24,-,-,8,0.36,2,0.2,1,0.1,-,-,-,-,-,-
Aichi,15,0.08,58,0.32,181,0.99,541,2.97,1701,9.35,92,0.51,14,0.08,9,0.05,294,1.62,-,-,29,0.16,-,-,13,0.37,-,-,6,0.4,-,-,-,-,-,-
Mie,52,0.74,-,-,34,0.77,78,1.77,1007,22.89,42,0.95,3,0.07,4,0.09,116,2.64,3,0.07,5,0.11,-,-,3,0.25,-,-,1,0.11,3,0.33,-,-,-,-
Shiga,13,0.22,-,-,35,1,102,2.91,403,11.51,18,0.51,7,0.2,4,0.11,73,2.09,4,0.11,6,0.17,-,-,2,0.25,2,0.29,-,-,-,-,-,-,-,-
Kyoto,44,0.35,16,0.21,60,0.78,268,3.48,1095,14.22,45,0.58,11,0.14,3,0.04,118,1.53,13,0.17,11,0.14,-,-,9,0.5,1,0.14,-,-,1,0.14,-,-,-,-
Osaka,25,0.08,379,1.93,235,1.2,581,2.96,3385,17.27,155,0.79,22,0.11,16,0.08,410,2.09,33,0.17,43,0.22,1,0.02,35,0.67,1,0.06,3,0.19,-,-,-,-,-,-
Hyogo,7,0.04,99,0.77,149,1.16,348,2.72,2471,19.3,86,0.67,8,0.06,11,0.09,251,1.96,13,0.1,36,0.28,-,-,41,1.17,1,0.07,2,0.14,3,0.21,1,0.07,-,-
Nara,-,-,25,0.74,44,1.29,87,2.56,359,10.56,17,0.5,2,0.06,-,-,46,1.35,3,0.09,7,0.21,-,-,13,1.3,1,0.17,-,-,1,0.17,-,-,1,0.17
Wakayama,-,-,-,-,31,1.03,133,4.43,653,21.77,8,0.27,1,0.03,1,0.03,56,1.87,2,0.07,6,0.2,-,-,2,0.5,3,0.27,-,-,5,0.45,-,-,-,-
Tottori,1,0.03,1,0.05,36,1.89,306,16.11,215,11.32,13,0.68,18,0.95,1,0.05,46,2.42,4,0.21,1,0.05,-,-,1,0.2,1,0.2,-,-,-,-,-,-,-,-
Shimane,8,0.21,1,0.04,32,1.39,74,3.22,471,20.48,42,1.83,70,3.04,-,-,55,2.39,5,0.22,-,-,-,-,-,-,2,0.25,5,0.63,1,0.13,-,-,-,-
Okayama,24,0.29,3,0.06,89,1.65,127,2.35,836,15.48,33,0.61,16,0.3,1,0.02,103,1.91,9,0.17,16,0.3,-,-,5,0.42,2,0.4,1,0.2,1,0.2,-,-,-,-
