"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2022",,,,,,"Data collected as of August 31, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1661,0.34,68908,21.95,20176,6.43,32835,10.46,446115,142.07,7757,2.47,82048,26.13,1321,0.42,33099,10.54,18734,5.97,3069,0.98,104,0.15,3947,5.7,194,0.41,268,0.56,219,0.46,19,0.04,74,0.16
Hokkaido,18,0.08,2808,20.2,1171,8.42,2401,17.27,8868,63.8,394,2.83,4729,34.02,29,0.21,773,5.56,1360,9.78,87,0.63,5,0.18,70,2.5,6,0.27,1,0.05,21,0.95,1,0.05,7,0.32
Aomori,4,0.06,73,1.78,132,3.22,145,3.54,3978,97.02,92,2.24,823,20.07,16,0.39,399,9.73,135,3.29,32,0.78,-,-,36,3.27,1,0.17,3,0.5,28,4.67,-,-,1,0.17
Iwate,6,0.1,451,11.56,194,4.97,623,15.97,4922,126.21,129,3.31,478,12.26,31,0.79,533,13.67,154,3.95,50,1.28,-,-,81,5.79,5,0.26,4,0.21,11,0.58,-,-,2,0.11
Miyagi,18,0.19,315,5.43,233,4.02,445,7.67,8663,149.36,177,3.05,2031,35.02,39,0.67,833,14.36,430,7.41,54,0.93,1,0.08,65,5.42,3,0.25,-,-,14,1.17,-,-,1,0.08
Akita,2,0.04,531,16.09,122,3.7,348,10.55,2309,69.97,167,5.06,1016,30.79,3,0.09,198,6,80,2.42,10,0.3,3,0.43,14,2,2,0.25,-,-,3,0.38,-,-,2,0.25
Yamagata,5,0.11,133,4.59,377,13,392,13.52,5634,194.28,80,2.76,790,27.24,7,0.24,389,13.41,433,14.93,20,0.69,-,-,61,7.63,1,0.1,-,-,2,0.2,-,-,1,0.1
Fukushima,7,0.08,396,7.92,503,10.06,533,10.66,5850,117,168,3.36,1440,28.8,35,0.7,882,17.64,162,3.24,38,0.76,-,-,102,7.85,1,0.14,5,0.71,4,0.57,-,-,2,0.29
Ibaraki,25,0.21,286,3.81,344,4.59,715,9.53,8445,112.6,152,2.03,1927,25.69,24,0.32,454,6.05,726,9.68,68,0.91,7,0.41,219,12.88,1,0.08,4,0.33,26,2.17,-,-,-,-
Tochigi,13,0.17,631,13.43,125,2.66,534,11.36,3394,72.21,72,1.53,1347,28.66,28,0.6,634,13.49,106,2.26,39,0.83,-,-,95,7.92,6,0.86,3,0.43,-,-,-,-,1,0.14
Gunma,4,0.05,238,4.49,281,5.3,265,5,8581,161.91,137,2.58,2181,41.15,28,0.53,676,12.75,432,8.15,63,1.19,1,0.08,65,5,3,0.33,2,0.22,1,0.11,-,-,-,-
Saitama,39,0.16,2121,13.51,761,4.85,1042,6.64,27227,173.42,465,2.96,6559,41.78,102,0.65,1702,10.84,1358,8.65,200,1.27,27,0.69,260,6.67,4,0.36,18,1.64,6,0.55,-,-,1,0.09
Chiba,46,0.22,1751,13.68,465,3.63,1132,8.84,18248,142.56,308,2.41,6807,53.18,40,0.31,1321,10.32,1281,10.01,181,1.41,7,0.22,163,5.09,8,0.89,7,0.78,3,0.33,-,-,-,-
Tokyo,105,0.26,3541,13.89,1002,3.93,1253,4.91,42198,165.48,549,2.15,9074,35.58,112,0.44,2713,10.64,2618,10.27,303,1.19,-,-,199,5.38,12,0.48,10,0.4,2,0.08,15,0.6,4,0.16
Kanagawa,78,0.23,3141,14.21,663,3,1499,6.78,29582,133.86,487,2.2,7494,33.91,113,0.51,2122,9.6,1611,7.29,250,1.13,6,0.12,506,10.12,3,0.27,22,2,6,0.55,1,0.09,4,0.36
Niigata,9,0.11,111,1.98,717,12.8,1768,31.57,5642,100.75,203,3.63,4297,76.73,40,0.71,705,12.59,1184,21.14,78,1.39,8,0.89,32,3.56,5,0.42,4,0.33,5,0.42,-,-,1,0.08
Toyama,1,0.02,726,25.03,370,12.76,339,11.69,5397,186.1,81,2.79,898,30.97,12,0.41,271,9.34,249,8.59,11,0.38,-,-,21,3,2,0.4,1,0.2,1,0.2,-,-,-,-
Ishikawa,6,0.13,182,6.28,316,10.9,248,8.55,5334,183.93,107,3.69,459,15.83,10,0.34,286,9.86,61,2.1,13,0.45,-,-,23,3.29,3,0.6,6,1.2,7,1.4,-,-,1,0.2
Fukui,3,0.08,576,25.04,209,9.09,290,12.61,4191,182.22,40,1.74,1599,69.52,33,1.43,236,10.26,182,7.91,16,0.7,-,-,8,2.67,3,0.5,1,0.17,5,0.83,-,-,-,-
Yamanashi,4,0.1,71,3.09,14,0.61,30,1.3,2684,116.7,51,2.22,430,18.7,5,0.22,165,7.17,275,11.96,15,0.65,-,-,28,3.11,2,0.2,5,0.5,4,0.4,-,-,1,0.1
Nagano,33,0.38,246,4.64,163,3.08,220,4.15,8152,153.81,179,3.38,1541,29.08,20,0.38,474,8.94,358,6.75,44,0.83,-,-,41,3.73,2,0.18,4,0.36,-,-,-,-,3,0.27
Gifu,27,0.31,2356,45.31,327,6.29,240,4.62,5170,99.42,73,1.4,551,10.6,3,0.06,373,7.17,65,1.25,28,0.54,-,-,22,2,1,0.2,1,0.2,1,0.2,-,-,-,-
Shizuoka,22,0.16,888,10.09,539,6.13,530,6.02,13136,149.27,173,1.97,2563,29.13,55,0.63,886,10.07,944,10.73,104,1.18,2,0.09,100,4.55,16,1.6,10,1,4,0.4,-,-,-,-
Aichi,120,0.62,7319,40.21,595,3.27,1793,9.85,22314,122.6,298,1.64,3601,19.79,42,0.23,1254,6.89,758,4.16,149,0.82,1,0.03,97,2.77,15,1,12,0.8,-,-,-,-,1,0.07
Mie,26,0.37,3233,73.48,307,6.98,321,7.3,6792,154.36,115,2.61,735,16.7,11,0.25,411,9.34,205,4.66,17,0.39,1,0.09,12,1.09,4,0.44,13,1.44,2,0.22,-,-,-,-
Shiga,24,0.41,667,18.53,173,4.81,322,8.94,4190,116.39,154,4.28,808,22.44,3,0.08,344,9.56,198,5.5,26,0.72,-,-,15,1.88,4,0.57,1,0.14,1,0.14,-,-,1,0.14
Kyoto,52,0.42,1999,26.65,721,9.61,739,9.85,7466,99.55,138,1.84,566,7.55,28,0.37,479,6.39,114,1.52,55,0.73,1,0.06,38,2.11,2,0.33,2,0.33,1,0.17,2,0.33,1,0.17
Osaka,383,1.28,9920,50.61,1832,9.35,1838,9.38,25230,128.72,413,2.11,1558,7.95,70,0.36,1778,9.07,456,2.33,203,1.04,9,0.18,203,3.98,2,0.13,11,0.69,-,-,-,-,3,0.19
Hyogo,94,0.47,4701,36.73,831,6.49,1032,8.06,21275,166.21,241,1.88,1193,9.32,70,0.55,1116,8.72,273,2.13,121,0.95,-,-,211,6.03,7,0.5,16,1.14,-,-,-,-,3,0.21
Nara,10,0.18,1169,34.38,191,5.62,162,4.76,4552,133.88,56,1.65,343,10.09,6,0.18,341,10.03,88,2.59,24,0.71,-,-,63,6.3,-,-,2,0.33,1,0.17,-,-,-,-
Wakayama,8,0.17,571,19.69,200,6.9,202,6.97,3064,105.66,62,2.14,157,5.41,4,0.14,321,11.07,23,0.79,23,0.79,-,-,23,5.75,2,0.2,7,0.7,21,2.1,-,-,1,0.1
Tottori,4,0.14,242,12.74,184,9.68,1054,55.47,2559,134.68,25,1.32,462,24.32,9,0.47,201,10.58,123,6.47,3,0.16,-,-,25,6.25,4,0.8,6,1.2,-,-,-,-,-,-
Shimane,-,-,887,40.32,135,6.14,164,7.45,3402,154.64,68,3.09,719,32.68,3,0.14,339,15.41,56,2.55,15,0.68,-,-,3,1,9,1.13,6,0.75,-,-,-,-,1,0.13
Okayama,53,0.63,642,11.89,270,5,229,4.24,8295,153.61,128,2.37,411,7.61,32,0.59,526,9.74,161,2.98,71,1.31,3,0.25,22,1.83,6,1.2,2,0.4,4,0.8,-,-,-,-
Hiroshima,15,0.13,1852,26.08,688,9.69,442,6.23,10982,154.68,135,1.9,2033,28.63,23,0.32,625,8.8,429,6.04,63,0.89,3,0.16,158,8.32,2,0.1,5,0.25,2,0.1,-,-,2,0.1
Yamaguchi,12,0.18,964,21.42,273,6.07,878,19.51,6512,144.71,96,2.13,299,6.64,15,0.33,561,12.47,280,6.22,41,0.91,-,-,68,7.56,1,0.11,-,-,8,0.89,-,-,-,-
Tokushima,2,0.05,277,12.04,181,7.87,81,3.52,2881,125.26,43,1.87,164,7.13,4,0.17,279,12.13,13,0.57,13,0.57,-,-,3,0.75,3,0.43,3,0.43,2,0.29,-,-,-,-
