"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2020",,,,,,"Data collected as of May 8, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562755,114.15,11928,3.79,16492,5.24,125201,39.76,214169,68.01,17333,5.5,5753,1.83,16160,5.13,16502,5.24,1215,0.39,2686,0.85,85,0.12,4233,6.12,151,0.32,157,0.33,2484,5.21,32,0.07,188,0.39
Hokkaido,26980,122.64,875,6.39,802,5.85,6319,46.12,3392,24.76,683,4.99,55,0.4,1394,10.18,467,3.41,30,0.22,69,0.5,7,0.25,287,10.25,5,0.23,5,0.23,152,6.91,1,0.05,20,0.91
Aomori,5290,81.38,183,4.36,126,3,1223,29.12,3042,72.43,152,3.62,238,5.67,322,7.67,249,5.93,4,0.1,17,0.4,1,0.09,55,5,-,-,-,-,31,5.17,-,-,1,0.17
Iwate,9104,137.94,161,3.93,129,3.15,2349,57.29,2544,62.05,188,4.59,217,5.29,203,4.95,234,5.71,9,0.22,40,0.98,-,-,84,6,2,0.11,-,-,37,1.95,-,-,5,0.26
Miyagi,7747,82.41,398,6.86,305,5.26,2975,51.29,3724,64.21,374,6.45,246,4.24,144,2.48,334,5.76,6,0.1,44,0.76,1,0.08,33,2.75,1,0.08,-,-,127,10.58,1,0.08,2,0.17
Akita,7132,134.57,55,1.62,71,2.09,505,14.85,1606,47.24,66,1.94,157,4.62,71,2.09,103,3.03,4,0.12,12,0.35,3,0.5,19,3.17,1,0.13,-,-,17,2.13,1,0.13,2,0.25
Yamagata,4164,92.53,125,4.31,300,10.34,2365,81.55,1894,65.31,259,8.93,15,0.52,205,7.07,228,7.86,11,0.38,13,0.45,-,-,40,5.71,2,0.2,-,-,25,2.5,1,0.1,1,0.1
Fukushima,10234,123.3,313,6.26,282,5.64,2391,47.82,2814,56.28,304,6.08,71,1.42,567,11.34,402,8.04,9,0.18,34,0.68,-,-,153,11.77,2,0.33,-,-,35,5.83,-,-,2,0.33
Ibaraki,11748,97.9,170,2.27,421,5.61,2593,34.57,4694,62.59,478,6.37,44,0.59,237,3.16,235,3.13,15,0.2,48,0.64,1,0.06,206,12.12,-,-,2,0.17,105,8.75,-,-,5,0.42
Tochigi,5934,78.08,162,3.38,76,1.58,1185,24.69,1849,38.52,238,4.96,35,0.73,141,2.94,278,5.79,2,0.04,32,0.67,-,-,38,3.17,-,-,-,-,46,6.57,-,-,1,0.14
