"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32nd week, 2022",,,,,,"Data collected as of August 17, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1384,0.28,60452,19.28,19700,6.28,31570,10.07,434377,138.51,7423,2.37,62222,19.84,1272,0.41,31642,10.09,14501,4.62,2898,0.92,98,0.14,3684,5.34,175,0.37,256,0.54,201,0.42,19,0.04,70,0.15
Hokkaido,16,0.07,2510,18.19,1148,8.32,2276,16.49,8670,62.83,386,2.8,2656,19.25,26,0.19,740,5.36,751,5.44,77,0.56,5,0.18,61,2.18,5,0.23,1,0.05,19,0.86,1,0.05,6,0.27
Aomori,3,0.05,21,0.53,131,3.28,142,3.55,3821,95.53,84,2.1,329,8.23,12,0.3,374,9.35,63,1.58,31,0.78,-,-,35,3.5,1,0.2,3,0.6,27,5.4,-,-,1,0.2
Iwate,6,0.1,416,10.67,187,4.79,596,15.28,4795,122.95,125,3.21,193,4.95,31,0.79,510,13.08,89,2.28,42,1.08,-,-,73,5.21,5,0.26,4,0.21,10,0.53,-,-,2,0.11
Miyagi,16,0.17,224,3.93,226,3.96,434,7.61,8494,149.02,171,3,1081,18.96,31,0.54,798,14,306,5.37,52,0.91,1,0.09,63,5.73,3,0.27,-,-,10,0.91,-,-,1,0.09
Akita,2,0.04,490,14.85,120,3.64,333,10.09,2263,68.58,160,4.85,735,22.27,1,0.03,182,5.52,44,1.33,9,0.27,3,0.43,14,2,2,0.25,-,-,3,0.38,-,-,2,0.25
Yamagata,5,0.11,99,3.54,370,13.21,381,13.61,5546,198.07,74,2.64,315,11.25,7,0.25,368,13.14,199,7.11,20,0.71,-,-,57,8.14,1,0.1,-,-,2,0.2,-,-,1,0.1
Fukushima,7,0.08,335,6.7,493,9.86,516,10.32,5723,114.46,164,3.28,799,15.98,35,0.7,825,16.5,94,1.88,34,0.68,-,-,97,7.46,1,0.14,5,0.71,3,0.43,-,-,2,0.29
Ibaraki,23,0.19,175,2.33,331,4.41,684,9.12,8239,109.85,147,1.96,1645,21.93,24,0.32,431,5.75,612,8.16,61,0.81,4,0.24,209,12.29,1,0.08,4,0.33,23,1.92,-,-,-,-
Tochigi,13,0.17,502,10.46,118,2.46,509,10.6,3320,69.17,60,1.25,1015,21.15,28,0.58,599,12.48,91,1.9,35,0.73,-,-,84,7,6,0.86,3,0.43,-,-,-,-,1,0.14
Gunma,3,0.03,175,3.3,277,5.23,256,4.83,8392,158.34,130,2.45,1832,34.57,28,0.53,650,12.26,379,7.15,59,1.11,1,0.08,61,4.69,2,0.22,1,0.11,1,0.11,-,-,-,-
Saitama,31,0.12,1787,11.38,738,4.7,938,5.97,26492,168.74,451,2.87,5121,32.62,99,0.63,1641,10.45,1134,7.22,188,1.2,27,0.69,249,6.38,4,0.36,17,1.55,5,0.45,-,-,1,0.09
Chiba,40,0.2,1388,10.93,454,3.57,1099,8.65,17825,140.35,297,2.34,5838,45.97,39,0.31,1275,10.04,1098,8.65,174,1.37,6,0.19,143,4.47,8,0.89,7,0.78,3,0.33,-,-,-,-
Tokyo,92,0.23,2855,11.2,984,3.86,1204,4.72,41277,161.87,525,2.06,6691,26.24,109,0.43,2600,10.2,2029,7.96,286,1.12,-,-,183,4.95,11,0.44,9,0.36,2,0.08,15,0.6,4,0.16
Kanagawa,67,0.19,2673,12.1,645,2.92,1436,6.5,28920,130.86,467,2.11,5344,24.18,108,0.49,2043,9.24,1248,5.65,238,1.08,6,0.12,475,9.5,3,0.27,21,1.91,6,0.55,1,0.09,3,0.27
Niigata,9,0.11,83,1.48,714,12.75,1716,30.64,5494,98.11,196,3.5,3755,67.05,40,0.71,670,11.96,1009,18.02,74,1.32,8,0.89,30,3.33,5,0.42,4,0.33,5,0.42,-,-,1,0.08
Toyama,1,0.02,693,23.9,362,12.48,335,11.55,5262,181.45,77,2.66,737,25.41,11,0.38,260,8.97,222,7.66,10,0.34,-,-,20,2.86,2,0.4,-,-,1,0.2,-,-,-,-
