"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2022",,,,,,"Data collected as of December 14, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,6280,1.28,116669,37.13,23783,7.57,49582,15.78,567313,180.56,11626,3.7,156369,49.77,1805,0.57,45066,14.34,37089,11.8,4645,1.48,157,0.23,6082,8.78,293,0.61,404,0.85,353,0.74,30,0.06,93,0.19
Hokkaido,86,0.39,4726,34,1405,10.11,3366,24.22,10560,75.97,621,4.47,7828,56.32,41,0.29,1001,7.2,2429,17.47,133,0.96,9,0.32,117,4.18,10,0.45,2,0.09,29,1.32,1,0.05,13,0.59
Aomori,16,0.25,693,16.9,146,3.56,172,4.2,4914,119.85,123,3,2061,50.27,36,0.88,530,12.93,331,8.07,52,1.27,-,-,59,5.9,1,0.17,6,1,58,9.67,-,-,1,0.17
Iwate,139,2.24,976,25.03,224,5.74,1124,28.82,6519,167.15,190,4.87,1646,42.21,37,0.95,713,18.28,332,8.51,81,2.08,-,-,117,9,6,0.32,7,0.37,12,0.63,-,-,2,0.11
Miyagi,108,1.14,1625,28.02,291,5.02,558,9.62,10183,175.57,255,4.4,5095,87.84,48,0.83,1084,18.69,820,14.14,74,1.28,1,0.08,82,6.83,5,0.42,2,0.17,29,2.42,-,-,1,0.08
Akita,15,0.29,757,22.94,136,4.12,542,16.42,2669,80.88,198,6,1554,47.09,8,0.24,263,7.97,130,3.94,17,0.52,3,0.43,27,3.86,3,0.38,-,-,4,0.5,1,0.13,2,0.25
Yamagata,10,0.23,1453,51.89,396,14.14,483,17.25,6419,229.25,125,4.46,2660,95,7,0.25,522,18.64,1332,47.57,30,1.07,-,-,78,9.75,4,0.4,-,-,5,0.5,-,-,2,0.2
Fukushima,20,0.24,1573,31.46,606,12.12,692,13.84,6814,136.28,233,4.66,3230,64.6,44,0.88,1150,23,458,9.16,59,1.18,2,0.15,166,12.77,2,0.29,7,1,5,0.71,-,-,3,0.43
Ibaraki,56,0.47,1721,22.95,418,5.57,1135,15.13,10760,143.47,209,2.79,2751,36.68,34,0.45,618,8.24,936,12.48,86,1.15,7,0.41,356,20.94,1,0.09,5,0.45,42,3.82,-,-,-,-
