"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2021",,,,,,"Data collected as of July 14, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,728,0.15,116773,37,20999,6.65,55918,17.72,257002,81.43,9771,3.1,4486,1.42,1401,0.44,33699,10.68,4878,1.55,3713,1.18,59,0.08,3402,4.89,190,0.4,245,0.51,435,0.91,13,0.03,54,0.11
Hokkaido,52,0.23,1615,11.62,1129,8.12,4001,28.78,6316,45.44,544,3.91,35,0.25,36,0.26,864,6.22,17,0.12,88,0.63,1,0.04,72,2.57,3,0.13,-,-,18,0.78,-,-,2,0.09
Aomori,6,0.09,944,22.48,241,5.74,368,8.76,3199,76.17,107,2.55,13,0.31,23,0.55,365,8.69,4,0.1,21,0.5,-,-,21,1.91,2,0.33,2,0.33,15,2.5,-,-,-,-
Iwate,3,0.05,1217,30.43,174,4.35,1477,36.93,3537,88.43,163,4.08,57,1.43,15,0.38,529,13.23,6,0.15,37,0.93,-,-,63,4.5,2,0.11,3,0.16,15,0.79,-,-,2,0.11
Miyagi,10,0.11,2646,45.62,410,7.07,669,11.53,3516,60.62,254,4.38,63,1.09,29,0.5,793,13.67,15,0.26,81,1.4,-,-,37,3.08,2,0.17,-,-,31,2.58,-,-,1,0.08
Akita,-,-,1250,36.76,116,3.41,504,14.82,1554,45.71,150,4.41,16,0.47,14,0.41,218,6.41,9,0.26,8,0.24,1,0.14,12,1.71,1,0.13,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,1776,61.24,273,9.41,910,31.38,1926,66.41,66,2.28,31,1.07,12,0.41,395,13.62,105,3.62,35,1.21,-,-,31,3.88,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,999,19.98,423,8.46,1100,22,3924,78.48,151,3.02,34,0.68,26,0.52,806,16.12,17,0.34,55,1.1,1,0.08,95,7.31,6,0.86,1,0.14,1,0.14,-,-,-,-
Ibaraki,15,0.13,751,10.01,326,4.35,1323,17.64,4078,54.37,172,2.29,72,0.96,28,0.37,539,7.19,246,3.28,72,0.96,-,-,163,9.59,-,-,2,0.17,54,4.5,-,-,1,0.08
Tochigi,7,0.09,1382,28.79,155,3.23,510,10.63,2568,53.5,105,2.19,45,0.94,29,0.6,598,12.46,28,0.58,63,1.31,2,0.17,100,8.33,2,0.29,10,1.43,16,2.29,-,-,-,-
Gunma,7,0.08,246,4.64,299,5.64,544,10.26,4328,81.66,95,1.79,41,0.77,17,0.32,642,12.11,15,0.28,82,1.55,-,-,137,9.13,4,0.44,1,0.11,5,0.56,-,-,2,0.22
Saitama,25,0.1,1961,12.33,1009,6.35,2045,12.86,14257,89.67,549,3.45,172,1.08,87,0.55,2089,13.14,103,0.65,270,1.7,12,0.31,208,5.33,7,0.64,15,1.36,6,0.55,-,-,3,0.27
Chiba,31,0.15,2448,18.69,428,3.27,1789,13.66,6879,52.51,518,3.95,90,0.69,63,0.48,1278,9.76,119,0.91,199,1.52,2,0.06,187,5.67,5,0.56,11,1.22,9,1,-,-,3,0.33
Tokyo,30,0.07,8025,31.23,943,3.67,2330,9.07,22859,88.95,697,2.71,309,1.2,160,0.62,3056,11.89,186,0.72,333,1.3,-,-,140,3.78,6,0.25,13,0.54,10,0.42,12,0.5,3,0.13
Kanagawa,22,0.06,6724,29.88,631,2.8,2367,10.52,14314,63.62,693,3.08,154,0.68,107,0.48,2300,10.22,91,0.4,274,1.22,7,0.14,433,8.66,5,0.45,10,0.91,18,1.64,-,-,1,0.09
Niigata,18,0.2,1231,21.98,956,17.07,2534,45.25,3165,56.52,288,5.14,65,1.16,39,0.7,648,11.57,24,0.43,90,1.61,9,0.9,35,3.5,7,0.54,6,0.46,16,1.23,-,-,1,0.08
