"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23rd week, 2020",,,,,,"Data collected as of June 10, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562833,114.12,12034,3.82,17891,5.68,134073,42.56,232596,73.84,18719,5.94,6770,2.15,16919,5.37,22571,7.17,1571,0.5,3369,1.07,96,0.14,4721,6.8,195,0.41,193,0.4,2678,5.61,40,0.08,201,0.42
Hokkaido,26989,122.68,889,6.49,894,6.53,6711,48.99,3626,26.47,724,5.28,74,0.54,1417,10.34,640,4.67,37,0.27,78,0.57,7,0.25,308,11,7,0.32,5,0.23,163,7.41,1,0.05,22,1
Aomori,5298,81.51,187,4.45,151,3.6,1334,31.76,3324,79.14,200,4.76,255,6.07,356,8.48,326,7.76,6,0.14,23,0.55,1,0.09,58,5.27,-,-,-,-,35,5.83,-,-,2,0.33
Iwate,9107,140.11,168,4.1,192,4.68,2719,66.32,2911,71,218,5.32,225,5.49,207,5.05,341,8.32,11,0.27,47,1.15,-,-,95,6.79,2,0.11,1,0.05,52,2.74,-,-,5,0.26
Miyagi,7747,82.41,400,6.9,319,5.5,3093,53.33,3941,67.95,397,6.84,267,4.6,152,2.62,494,8.52,10,0.17,55,0.95,1,0.08,40,3.33,2,0.17,-,-,136,11.33,1,0.08,2,0.17
Akita,7132,134.57,57,1.68,91,2.68,619,18.21,1766,51.94,76,2.24,164,4.82,86,2.53,142,4.18,4,0.12,19,0.56,4,0.67,20,3.33,1,0.13,-,-,18,2.25,1,0.13,2,0.25
Yamagata,4165,92.56,126,4.34,318,10.97,2529,87.21,2061,71.07,277,9.55,21,0.72,215,7.41,321,11.07,13,0.45,20,0.69,-,-,45,6.43,4,0.4,-,-,27,2.7,1,0.1,1,0.1
Fukushima,10236,123.33,314,6.28,310,6.2,2572,51.44,2989,59.78,324,6.48,77,1.54,599,11.98,529,10.58,10,0.2,41,0.82,-,-,173,13.31,3,0.5,-,-,36,6,-,-,2,0.33
Ibaraki,11749,97.91,171,2.28,442,5.89,2801,37.35,5099,67.99,508,6.77,59,0.79,246,3.28,322,4.29,16,0.21,61,0.81,1,0.06,244,14.35,-,-,3,0.25,112,9.33,-,-,5,0.42
Tochigi,5940,78.16,163,3.4,90,1.88,1270,26.46,1978,41.21,255,5.31,49,1.02,151,3.15,390,8.13,5,0.1,41,0.85,-,-,47,3.92,-,-,2,0.29,52,7.43,1,0.14,2,0.29
Gunma,11040,129.88,112,2.11,328,6.19,1616,30.49,3484,65.74,316,5.96,77,1.45,200,3.77,391,7.38,14,0.26,56,1.06,-,-,130,9.29,6,0.67,2,0.22,84,9.33,1,0.11,1,0.11
