"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2015",,,,,,"Data collected as of June 24, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1146242,232.55,29221,9.29,33233,10.56,213535,67.85,542059,172.25,40319,12.81,69163,21.98,41206,13.09,39610,12.59,1054,0.33,12350,3.92,27023,8.59,231,0.34,8296,12.09,204,0.43,370,0.78,2763,5.82,162,0.34,3822,8.05
Hokkaido,41386,182.32,1882,13.16,2827,19.77,13091,91.55,13516,94.52,1888,13.2,1352,9.45,1782,12.46,1134,7.93,45,0.31,76,0.53,1673,11.7,5,0.19,236,8.74,-,-,5,0.23,84,3.82,1,0.05,361,16.41
Aomori,14788,227.51,332,7.9,314,7.48,1682,40.05,4369,104.02,423,10.07,496,11.81,651,15.5,449,10.69,2,0.05,25,0.6,63,1.5,-,-,135,12.27,6,1,9,1.5,66,11,-,-,114,19
Iwate,15419,237.22,282,7.05,278,6.95,3022,75.55,6667,166.68,556,13.9,132,3.3,408,10.2,430,10.75,7,0.18,90,2.25,82,2.05,-,-,119,8.5,2,0.11,2,0.11,116,6.11,2,0.11,132,6.95
Miyagi,19596,208.47,343,5.91,645,11.12,3983,68.67,12490,215.34,942,16.24,655,11.29,1234,21.28,857,14.78,1,0.02,60,1.03,193,3.33,3,0.25,77,6.42,1,0.08,3,0.25,177,14.75,1,0.08,76,6.33
Akita,13227,249.57,116,3.41,274,8.06,1332,39.18,3713,109.21,342,10.06,68,2,112,3.29,180,5.29,1,0.03,28,0.82,264,7.76,10,1.43,51,7.29,1,0.13,-,-,90,11.25,-,-,50,6.25
Yamagata,10033,213.47,126,4.34,605,20.86,3544,122.21,7550,260.34,492,16.97,993,34.24,346,11.93,477,16.45,7,0.24,19,0.66,475,16.38,-,-,29,4.14,2,0.2,6,0.6,24,2.4,9,0.9,49,4.9
Fukushima,19035,250.46,708,15.73,449,9.98,2859,63.53,7535,167.44,546,12.13,965,21.44,1018,22.62,669,14.87,10,0.22,55,1.22,618,13.73,-,-,192,16,2,0.29,4,0.57,98,14,1,0.14,124,17.71
Ibaraki,22494,187.45,401,5.35,648,8.64,5121,68.28,12451,166.01,914,12.19,458,6.11,955,12.73,655,8.73,10,0.13,95,1.27,564,7.52,8,0.47,332,19.53,2,0.15,1,0.08,29,2.23,1,0.08,37,2.85
