"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2021",,,,,,"Data collected as of July 21, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,729,0.15,135744,43.01,21942,6.95,57741,18.3,266202,84.35,10077,3.19,5030,1.59,1425,0.45,35009,11.09,5818,1.84,3959,1.25,65,0.09,3543,5.1,195,0.41,255,0.53,442,0.92,14,0.03,55,0.12
Hokkaido,52,0.23,2199,15.82,1167,8.4,4071,29.29,6441,46.34,573,4.12,41,0.29,37,0.27,895,6.44,23,0.17,90,0.65,1,0.04,74,2.64,3,0.13,-,-,18,0.78,-,-,2,0.09
Aomori,6,0.09,1020,24.29,254,6.05,378,9,3278,78.05,109,2.6,17,0.4,24,0.57,382,9.1,7,0.17,22,0.52,-,-,21,1.91,2,0.33,2,0.33,15,2.5,-,-,-,-
Iwate,3,0.05,1225,30.63,179,4.48,1524,38.1,3670,91.75,165,4.13,72,1.8,15,0.38,556,13.9,8,0.2,39,0.98,-,-,64,4.57,2,0.11,3,0.16,15,0.79,-,-,2,0.11
Miyagi,10,0.11,3397,58.57,435,7.5,691,11.91,3642,62.79,257,4.43,70,1.21,32,0.55,828,14.28,15,0.26,84,1.45,-,-,39,3.25,2,0.17,-,-,32,2.67,-,-,1,0.08
Akita,-,-,1389,40.85,123,3.62,520,15.29,1608,47.29,150,4.41,16,0.47,14,0.41,226,6.65,9,0.26,8,0.24,1,0.14,12,1.71,1,0.13,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,2030,70,286,9.86,921,31.76,1962,67.66,72,2.48,32,1.1,12,0.41,404,13.93,179,6.17,36,1.24,-,-,32,4,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,1320,26.4,448,8.96,1123,22.46,4032,80.64,158,3.16,37,0.74,26,0.52,840,16.8,20,0.4,58,1.16,1,0.08,98,7.54,6,0.86,1,0.14,1,0.14,-,-,1,0.14
Ibaraki,15,0.13,1034,13.79,364,4.85,1378,18.37,4208,56.11,175,2.33,80,1.07,28,0.37,561,7.48,325,4.33,74,0.99,-,-,176,10.35,-,-,2,0.17,55,4.58,-,-,1,0.08
