"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2020",,,,,,"Data collected as of April 30, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562690,114.02,11861,3.76,16075,5.1,123220,39.09,210946,66.92,17000,5.39,5625,1.78,15872,5.04,15510,4.92,1162,0.37,2566,0.81,82,0.12,4152,5.99,144,0.3,152,0.32,2432,5.1,31,0.06,185,0.39
Hokkaido,26977,122.62,875,6.39,782,5.71,6225,45.44,3342,24.39,669,4.88,54,0.39,1384,10.1,430,3.14,30,0.22,65,0.47,7,0.25,285,10.18,5,0.23,5,0.23,150,6.82,1,0.05,20,0.91
Aomori,5276,81.17,181,4.31,118,2.81,1180,28.1,2998,71.38,146,3.48,233,5.55,310,7.38,229,5.45,4,0.1,17,0.4,1,0.09,53,4.82,-,-,-,-,31,5.17,-,-,1,0.17
Iwate,9087,137.68,161,3.93,118,2.88,2279,55.59,2478,60.44,181,4.41,215,5.24,200,4.88,214,5.22,9,0.22,38,0.93,-,-,79,5.64,2,0.11,-,-,35,1.84,-,-,5,0.26
Miyagi,7747,82.41,390,6.72,299,5.16,2945,50.78,3682,63.48,369,6.36,242,4.17,143,2.47,310,5.34,6,0.1,43,0.74,1,0.08,33,2.75,1,0.08,-,-,123,10.25,1,0.08,2,0.17
Akita,7131,134.55,55,1.62,68,2,488,14.35,1586,46.65,65,1.91,155,4.56,62,1.82,96,2.82,4,0.12,12,0.35,2,0.33,19,3.17,1,0.13,-,-,17,2.13,1,0.13,2,0.25
Yamagata,4164,92.53,125,4.31,297,10.24,2316,79.86,1856,64,255,8.79,15,0.52,200,6.9,218,7.52,10,0.34,13,0.45,-,-,38,5.43,2,0.2,-,-,25,2.5,1,0.1,1,0.1
Fukushima,10233,123.29,313,6.26,269,5.38,2336,46.72,2785,55.7,297,5.94,69,1.38,558,11.16,379,7.58,9,0.18,33,0.66,-,-,152,11.69,2,0.33,-,-,35,5.83,-,-,2,0.33
Ibaraki,11748,97.9,170,2.27,414,5.52,2534,33.79,4636,61.81,467,6.23,43,0.57,236,3.15,221,2.95,13,0.17,46,0.61,1,0.06,203,11.94,-,-,2,0.17,103,8.58,-,-,5,0.42
Tochigi,5934,78.08,162,3.38,76,1.58,1171,24.4,1823,37.98,232,4.83,33,0.69,141,2.94,264,5.5,2,0.04,31,0.65,-,-,37,3.08,-,-,-,-,44,6.29,-,-,1,0.14
Gunma,11039,129.87,111,2.09,308,5.81,1481,27.94,3146,59.36,291,5.49,64,1.21,192,3.62,277,5.23,13,0.25,45,0.85,-,-,110,7.86,3,0.33,1,0.11,77,8.56,1,0.11,1,0.11
Saitama,29309,115.85,530,3.33,901,5.67,6579,41.38,12879,81,1276,8.03,329,2.07,435,2.74,826,5.19,28,0.18,177,1.11,16,0.4,245,6.13,5,0.45,5,0.45,72,6.55,-,-,1,0.09
Chiba,24821,116.53,307,2.31,414,3.11,7051,53.02,7866,59.14,751,5.65,169,1.27,324,2.44,518,3.89,32,0.24,132,0.99,4,0.12,219,6.44,4,0.44,3,0.33,65,7.22,-,-,-,-
Tokyo,33386,82.03,526,2.05,769,3,9559,37.34,20845,81.43,1547,6.04,327,1.28,300,1.17,1315,5.14,155,0.61,205,0.8,3,0.08,131,3.54,8,0.33,14,0.58,128,5.33,17,0.71,2,0.08
Kanagawa,29720,84.43,499,2.22,574,2.55,8326,37,14366,63.85,1266,5.63,249,1.11,308,1.37,964,4.28,31,0.14,181,0.8,2,0.04,526,10.52,4,0.36,4,0.36,41,3.73,-,-,3,0.27
Niigata,9881,109.79,386,6.77,642,11.26,5202,91.26,2763,48.47,469,8.23,86,1.51,127,2.23,321,5.63,13,0.23,43,0.75,13,1.3,61,6.1,3,0.23,3,0.23,69,5.31,-,-,1,0.08
Toyama,3562,74.21,72,2.48,242,8.34,2521,86.93,2689,92.72,189,6.52,75,2.59,214,7.38,141,4.86,32,1.1,12,0.41,-,-,14,2.33,-,-,5,1,39,7.8,-,-,4,0.8
Ishikawa,6189,128.94,103,3.55,147,5.07,2931,101.07,2767,95.41,372,12.83,48,1.66,219,7.55,116,4,3,0.1,16,0.55,-,-,9,1.29,-,-,3,0.6,40,8,-,-,-,-
Fukui,4975,134.46,96,4.17,232,10.09,1081,47,2319,100.83,75,3.26,16,0.7,349,15.17,95,4.13,13,0.57,5,0.22,-,-,6,2,2,0.33,5,0.83,13,2.17,-,-,-,-
Yamanashi,4327,105.54,42,1.75,39,1.63,564,23.5,1196,49.83,96,4,6,0.25,77,3.21,57,2.38,3,0.13,9,0.38,-,-,106,11.78,2,0.2,1,0.1,34,3.4,1,0.1,-,-
Nagano,11116,129.26,340,6.42,86,1.62,1648,31.09,4511,85.11,276,5.21,47,0.89,516,9.74,244,4.6,48,0.91,24,0.45,1,0.1,45,4.5,2,0.18,1,0.09,28,2.55,-,-,14,1.27
Gifu,11477,133.45,162,3.12,194,3.73,657,12.63,2080,40,83,1.6,50,0.96,171,3.29,171,3.29,5,0.1,16,0.31,1,0.09,19,1.73,-,-,-,-,35,7,-,-,3,0.6
Shizuoka,15946,114.72,258,2.9,396,4.45,3355,37.7,5364,60.27,327,3.67,77,0.87,287,3.22,363,4.08,8,0.09,76,0.85,-,-,142,6.45,3,0.3,10,1,55,5.5,1,0.1,-,-
Aichi,31887,163.52,559,3.07,731,4.02,5061,27.81,9924,54.53,544,2.99,256,1.41,738,4.05,643,3.53,35,0.19,85,0.47,2,0.06,74,2.11,7,0.47,18,1.2,143,9.53,-,-,4,0.27
Mie,8492,119.61,286,6.5,342,7.77,1349,30.66,2793,63.48,160,3.64,55,1.25,400,9.09,227,5.16,9,0.2,23,0.52,-,-,14,1.27,5,0.56,3,0.33,40,4.44,-,-,1,0.11
Shiga,7139,134.7,73,2.35,97,3.13,758,24.45,1603,51.71,73,2.35,30,0.97,138,4.45,112,3.61,15,0.48,13,0.42,1,0.13,5,0.63,4,0.57,3,0.43,32,4.57,-,-,2,0.29
Kyoto,15009,120.07,173,2.28,227,2.99,2063,27.14,3335,43.88,254,3.34,91,1.2,262,3.45,275,3.62,11,0.14,27,0.36,-,-,43,2.53,1,0.17,3,0.5,75,12.5,-,-,-,-
Osaka,42866,142.89,1007,5.14,836,4.27,5939,30.3,11045,56.35,861,4.39,216,1.1,671,3.42,877,4.47,63,0.32,148,0.76,5,0.1,135,2.65,3,0.19,6,0.38,76,4.75,1,0.06,1,0.06
Hyogo,24333,122.89,589,4.6,609,4.76,2441,19.07,8578,67.02,493,3.85,59,0.46,488,3.81,547,4.27,36,0.28,80,0.63,5,0.14,244,6.97,20,1.43,7,0.5,101,7.21,1,0.07,6,0.43
Nara,5928,107.78,173,5.09,128,3.76,901,26.5,2024,59.53,123,3.62,76,2.24,259,7.62,162,4.76,9,0.26,11,0.32,1,0.1,25,2.5,2,0.33,3,0.5,26,4.33,1,0.17,6,1
Wakayama,4322,88.2,311,10.37,145,4.83,619,20.63,1323,44.1,77,2.57,15,0.5,205,6.83,118,3.93,3,0.1,9,0.3,5,1.25,6,1.5,10,0.91,5,0.45,63,5.73,1,0.09,1,0.09
Tottori,3158,108.9,49,2.58,124,6.53,1474,77.58,1599,84.16,119,6.26,14,0.74,284,14.95,73,3.84,15,0.79,8,0.42,-,-,44,8.8,2,0.4,2,0.4,29,5.8,-,-,1,0.2
Shimane,3549,93.39,64,2.78,73,3.17,634,27.57,1524,66.26,91,3.96,13,0.57,159,6.91,174,7.57,5,0.22,11,0.48,-,-,2,0.67,1,0.13,3,0.38,14,1.75,-,-,-,-
Okayama,12123,144.32,103,1.91,348,6.44,963,17.83,4238,78.48,207,3.83,29,0.54,278,5.15,187,3.46,10,0.19,52,0.96,2,0.17,26,2.17,4,0.8,1,0.2,17,3.4,-,-,1,0.2
Hiroshima,10531,93.19,287,4.1,639,9.13,1880,26.86,5359,76.56,276,3.94,74,1.06,299,4.27,310,4.43,20,0.29,71,1.01,3,0.17,148,8.22,2,0.1,1,0.05,59,2.95,-,-,10,0.5
Yamaguchi,5477,81.75,453,9.85,193,4.2,1378,29.96,3254,70.74,187,4.07,106,2.3,318,6.91,348,7.57,29,0.63,34,0.74,-,-,32,3.56,-,-,3,0.33,42,4.67,-,-,13,1.44
Tokushima,3092,83.57,100,4.35,95,4.13,266,11.57,1839,79.96,95,4.13,20,0.87,102,4.43,118,5.13,-,-,11,0.48,-,-,14,3.5,2,0.33,-,-,32,5.33,-,-,1,0.17
Kagawa,5015,109.02,123,4.56,162,6,817,30.26,3567,132.11,144,5.33,26,0.96,204,7.56,172,6.37,13,0.48,14,0.52,1,0.25,9,2.25,1,0.25,3,0.75,38,9.5,-,-,2,0.5
Ehime,8117,133.07,107,2.89,117,3.16,1821,49.22,3748,101.3,149,4.03,55,1.49,315,8.51,279,7.54,8,0.22,183,4.95,-,-,157,19.63,-,-,1,0.17,27,4.5,-,-,4,0.67
Kochi,7096,150.98,169,5.83,91,3.14,1072,36.97,1320,45.52,92,3.17,138,4.76,170,5.86,132,4.55,9,0.31,50,1.72,-,-,7,2.33,1,0.13,-,-,47,5.88,-,-,5,0.63
Fukuoka,24814,125.96,610,5.13,1016,8.54,9945,83.57,10772,90.52,1324,11.13,528,4.44,1027,8.63,978,8.22,134,1.13,231,1.94,1,0.04,155,6.2,7,0.47,11,0.73,79,5.27,-,-,1,0.07
Saga,4816,123.49,73,3.17,270,11.74,1200,52.17,1492,64.87,173,7.52,204,8.87,281,12.22,184,8,43,1.87,8,0.35,-,-,10,3.33,5,0.83,4,0.67,20,3.33,-,-,1,0.17
Nagasaki,9856,140.8,83,1.89,392,8.91,2022,45.95,3250,73.86,306,6.95,168,3.82,405,9.2,240,5.45,16,0.36,28,0.64,2,0.25,36,4.5,2,0.17,1,0.08,68,5.67,-,-,3,0.25
Kumamoto,6615,82.69,158,3.16,389,7.78,1671,33.42,3373,67.46,356,7.12,362,7.24,759,15.18,423,8.46,77,1.54,51,1.02,-,-,141,17.63,1,0.07,1,0.07,36,2.4,1,0.07,4,0.27
Oita,6906,119.07,118,3.28,166,4.61,1150,31.94,4493,124.81,274,7.61,82,2.28,507,14.08,287,7.97,12,0.33,53,1.47,1,0.2,26,5.2,-,-,1,0.09,50,4.55,-,-,-,-
Miyazaki,8216,141.66,49,1.4,368,10.51,1927,55.06,4883,139.51,247,7.06,88,2.51,406,11.6,380,10.86,15,0.43,31,0.89,-,-,68,11.33,4,0.57,-,-,6,0.86,-,-,3,0.43
Kagoshima,11142,122.44,256,4.83,950,17.92,2136,40.3,6321,119.26,332,6.26,258,4.87,415,7.83,360,6.79,30,0.57,62,1.17,1,0.14,77,11,3,0.25,-,-,14,1.17,-,-,3,0.25
Okinawa,8146,142.91,24,0.73,182,5.52,1304,39.52,1312,39.76,344,10.42,60,1.82,29,0.88,135,4.09,74,2.24,33,1,-,-,122,13.56,8,1.14,10,1.43,39,5.57,2,0.29,44,6.29
