"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4th week, 2019",,,,,,"Data collected as of January 30, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,821423,166.89,4647,1.48,3935,1.25,23594,7.52,76031,24.22,5041,1.61,1744,0.56,9915,3.16,3585,1.14,195,0.06,1066,0.34,25,0.04,2004,2.89,40,0.08,39,0.08,458,0.95,6,0.01,124,0.26
Hokkaido,31211,141.23,443,3.21,140,1.01,1587,11.5,922,6.68,199,1.44,19,0.14,155,1.12,94,0.68,3,0.02,21,0.15,2,0.07,45,1.61,1,0.04,1,0.04,54,2.35,-,-,6,0.26
Aomori,5241,80.63,64,1.52,47,1.12,223,5.31,782,18.62,52,1.24,21,0.5,89,2.12,61,1.45,-,-,29,0.69,2,0.18,17,1.55,-,-,1,0.17,13,2.17,-,-,6,1
Iwate,8270,127.23,59,1.48,72,1.8,559,13.98,487,12.18,66,1.65,80,2,219,5.48,53,1.33,4,0.1,76,1.9,-,-,49,3.5,1,0.05,-,-,20,1.05,1,0.05,8,0.42
Miyagi,14460,152.21,111,1.88,54,0.92,657,11.14,1031,17.47,174,2.95,33,0.56,970,16.44,73,1.24,1,0.02,10,0.17,1,0.08,14,1.17,-,-,-,-,23,1.92,-,-,-,-
Akita,5924,111.77,20,0.59,33,0.97,155,4.56,392,11.53,41,1.21,12,0.35,136,4,30,0.88,1,0.03,-,-,-,-,10,1.43,1,0.13,-,-,35,4.38,-,-,-,-
Yamagata,5161,114.69,34,1.17,36,1.24,367,12.66,697,24.03,63,2.17,6,0.21,237,8.17,43,1.48,9,0.31,6,0.21,-,-,37,4.63,-,-,-,-,8,0.8,-,-,-,-
Fukushima,13583,163.65,123,2.46,91,1.82,512,10.24,744,14.88,132,2.64,27,0.54,212,4.24,97,1.94,3,0.06,26,0.52,-,-,66,5.08,1,0.14,-,-,3,0.43,-,-,1,0.14
Ibaraki,22854,190.45,89,1.19,94,1.25,542,7.23,1899,25.32,128,1.71,23,0.31,158,2.11,55,0.73,5,0.07,12,0.16,-,-,62,3.65,-,-,-,-,29,2.23,-,-,2,0.15
Tochigi,11884,156.37,59,1.23,30,0.63,282,5.88,851,17.73,64,1.33,11,0.23,113,2.35,58,1.21,1,0.02,7,0.15,-,-,30,2.5,1,0.14,-,-,10,1.43,-,-,-,-
Gunma,14667,168.59,58,1.09,73,1.38,323,6.09,1076,20.3,78,1.47,36,0.68,96,1.81,57,1.08,6,0.11,14,0.26,1,0.07,37,2.47,-,-,-,-,7,0.78,-,-,1,0.11
Saitama,53195,213.63,172,1.1,129,0.82,1499,9.55,5358,34.13,295,1.88,93,0.59,906,5.77,172,1.1,2,0.01,49,0.31,5,0.13,67,1.68,2,0.18,3,0.27,7,0.64,-,-,4,0.36
Chiba,40202,189.63,84,0.64,112,0.85,1217,9.22,3623,27.45,224,1.7,48,0.36,518,3.92,153,1.16,8,0.06,25,0.19,2,0.06,79,2.32,1,0.11,1,0.11,8,0.89,-,-,3,0.33
