"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29th week, 2020",,,,,,"Data collected as of July 22, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562877,114.04,12232,3.88,20705,6.56,150381,47.68,270805,85.86,20615,6.54,9142,2.9,17282,5.48,33292,10.56,4905,1.56,4521,1.43,122,0.18,5480,7.9,253,0.53,261,0.55,2842,5.96,46,0.1,211,0.44
Hokkaido,26991,122.69,904,6.6,1060,7.74,7491,54.68,4211,30.74,803,5.86,113,0.82,1424,10.39,963,7.03,52,0.38,105,0.77,8,0.29,335,11.96,7,0.32,7,0.32,172,7.82,1,0.05,24,1.09
Aomori,5299,81.52,187,4.45,195,4.64,1435,34.17,3704,88.19,226,5.38,274,6.52,365,8.69,438,10.43,10,0.24,29,0.69,1,0.09,68,6.18,-,-,-,-,39,6.5,-,-,2,0.33
Iwate,9107,140.11,176,4.29,269,6.56,3097,75.54,3565,86.95,278,6.78,257,6.27,211,5.15,505,12.32,14,0.34,62,1.51,-,-,111,7.93,3,0.16,1,0.05,59,3.11,-,-,5,0.26
Miyagi,7748,82.43,401,6.91,356,6.14,3303,56.95,4390,75.69,416,7.17,320,5.52,158,2.72,760,13.1,23,0.4,72,1.24,3,0.25,47,3.92,2,0.17,-,-,158,13.17,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,134,3.94,732,21.53,1964,57.76,89,2.62,192,5.65,87,2.56,208,6.12,7,0.21,26,0.76,4,0.67,27,4.5,1,0.13,-,-,20,2.5,1,0.13,2,0.25
Yamagata,4164,92.53,127,4.38,422,14.55,2861,98.66,2320,80,284,9.79,35,1.21,223,7.69,440,15.17,14,0.48,22,0.76,-,-,48,6.86,4,0.4,-,-,28,2.8,1,0.1,1,0.1
Fukushima,10239,123.36,314,6.28,366,7.32,2908,58.16,3318,66.36,357,7.14,100,2,606,12.12,776,15.52,27,0.54,68,1.36,-,-,195,15,4,0.67,1,0.17,36,6,-,-,2,0.33
Ibaraki,11751,97.93,175,2.33,510,6.8,3150,42,5901,78.68,550,7.33,102,1.36,252,3.36,513,6.84,41,0.55,76,1.01,2,0.12,301,17.71,-,-,5,0.42,117,9.75,-,-,5,0.42
