"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22nd week, 2022",,,,,,"Data collected as of June 8, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,529,0.11,14846,4.73,10286,3.27,21448,6.83,309464,98.49,5142,1.64,10531,3.35,894,0.28,20824,6.63,1914,0.61,1900,0.6,61,0.09,2312,3.34,125,0.26,144,0.3,133,0.28,17,0.04,61,0.13
Hokkaido,15,0.07,1156,8.38,562,4.07,1462,10.59,5319,38.54,275,1.99,76,0.55,14,0.1,467,3.38,21,0.15,50,0.36,5,0.18,41,1.46,4,0.18,-,-,11,0.5,1,0.05,6,0.27
Aomori,1,0.02,3,0.07,73,1.78,103,2.51,2997,73.1,58,1.41,115,2.8,11,0.27,263,6.41,3,0.07,23,0.56,-,-,21,1.91,1,0.17,1,0.17,20,3.33,-,-,1,0.17
Iwate,2,0.03,386,9.9,122,3.13,463,11.87,3375,86.54,95,2.44,29,0.74,23,0.59,340,8.72,36,0.92,25,0.64,-,-,43,3.07,3,0.16,3,0.16,3,0.16,-,-,2,0.11
Miyagi,14,0.15,92,1.61,114,2,344,6.04,6246,109.58,121,2.12,91,1.6,24,0.42,502,8.81,63,1.11,31,0.54,1,0.08,41,3.42,3,0.25,-,-,3,0.25,-,-,1,0.08
Akita,2,0.04,105,3.09,67,1.97,257,7.56,1778,52.29,126,3.71,6,0.18,1,0.03,119,3.5,3,0.09,4,0.12,2,0.29,8,1.14,2,0.25,-,-,1,0.13,-,-,1,0.13
Yamagata,4,0.09,3,0.1,189,6.52,280,9.66,4611,159,50,1.72,29,1,7,0.24,258,8.9,32,1.1,9,0.31,-,-,48,6,-,-,-,-,-,-,-,-,1,0.1
Fukushima,7,0.08,118,2.36,266,5.32,309,6.18,4636,92.72,124,2.48,120,2.4,31,0.62,525,10.5,27,0.54,23,0.46,-,-,54,4.15,1,0.14,3,0.43,1,0.14,-,-,1,0.14
Ibaraki,16,0.13,59,0.79,164,2.19,462,6.16,5986,79.81,108,1.44,144,1.92,19,0.25,276,3.68,24,0.32,48,0.64,-,-,126,7.41,1,0.08,1,0.08,19,1.58,-,-,-,-
