"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2020",,,,,,"Data collected as of September 16, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562905,114.18,13051,4.14,24948,7.92,164838,52.31,315488,100.12,23297,7.39,12783,4.06,17621,5.59,45404,14.41,16427,5.21,5789,1.84,145,0.21,6685,9.65,298,0.62,329,0.69,3109,6.52,53,0.11,223,0.47
Hokkaido,26993,122.7,908,6.63,1333,9.73,8166,59.61,4951,36.14,908,6.63,203,1.48,1435,10.47,1306,9.53,163,1.19,150,1.09,9,0.32,406,14.5,9,0.41,8,0.36,188,8.55,1,0.05,27,1.23
Aomori,5299,81.52,187,4.45,247,5.88,1521,36.21,4184,99.62,242,5.76,303,7.21,372,8.86,552,13.14,27,0.64,40,0.95,1,0.09,80,7.27,1,0.17,-,-,47,7.83,-,-,2,0.33
Iwate,9107,140.11,199,4.85,321,7.83,3426,83.56,4206,102.59,315,7.68,335,8.17,211,5.15,719,17.54,38,0.93,77,1.88,-,-,144,10.29,3,0.16,3,0.16,72,3.79,-,-,6,0.32
Miyagi,7748,82.43,409,7.05,419,7.22,3476,59.93,4961,85.53,464,8,370,6.38,165,2.84,1044,18,51,0.88,92,1.59,3,0.25,56,4.67,2,0.17,-,-,186,15.5,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,152,4.47,827,24.32,2248,66.12,126,3.71,271,7.97,93,2.74,271,7.97,25,0.74,31,0.91,4,0.67,32,5.33,1,0.13,-,-,24,3,1,0.13,2,0.25
Yamagata,4164,92.53,131,4.52,478,16.48,3111,107.28,2708,93.38,307,10.59,60,2.07,231,7.97,574,19.79,51,1.76,26,0.9,-,-,52,7.43,4,0.4,-,-,29,2.9,1,0.1,1,0.1
Fukushima,10239,123.36,324,6.48,471,9.42,3223,64.46,3809,76.18,399,7.98,131,2.62,613,12.26,1087,21.74,72,1.44,87,1.74,-,-,233,17.92,5,0.83,3,0.5,37,6.17,-,-,2,0.33
Ibaraki,11751,97.93,180,2.4,622,8.29,3537,47.16,6816,90.88,612,8.16,154,2.05,259,3.45,695,9.27,88,1.17,102,1.36,2,0.12,395,23.24,-,-,5,0.42,119,9.92,-,-,5,0.42
