"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2019",,,,,,"Data collected as of July 10, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1422928,288.04,33141,10.5,35932,11.39,200216,63.44,501854,159.02,29850,9.46,116977,37.06,58733,18.61,34246,10.85,24447,7.75,8573,2.72,200,0.29,11323,16.29,257,0.54,301,0.63,2039,4.26,51,0.11,4512,9.42
Hokkaido,58943,266.71,2122,15.38,1752,12.7,14243,103.21,12551,90.95,1236,8.96,791,5.73,2138,15.49,882,6.39,138,1,195,1.41,6,0.21,335,11.96,9,0.41,5,0.23,167,7.59,3,0.14,295,13.41
Aomori,14929,229.68,227,5.4,269,6.4,2011,47.88,5655,134.64,319,7.6,1005,23.93,1057,25.17,448,10.67,111,2.64,260,6.19,3,0.27,78,7.09,2,0.33,2,0.33,118,19.67,-,-,61,10.17
Iwate,17715,272.54,226,5.65,338,8.45,3769,94.23,5259,131.48,367,9.18,394,9.85,670,16.75,439,10.98,34,0.85,229,5.73,-,-,227,16.21,8,0.42,2,0.11,72,3.79,1,0.05,245,12.89
Miyagi,30390,323.3,814,14.03,434,7.48,5456,94.07,9514,164.03,906,15.62,382,6.59,2522,43.48,754,13,88,1.52,136,2.34,4,0.33,71,5.92,2,0.17,1,0.08,97,8.08,-,-,31,2.58
Akita,14932,281.74,83,2.44,154,4.53,1410,41.47,2879,84.68,145,4.26,44,1.29,314,9.24,208,6.12,40,1.18,21,0.62,-,-,42,7,2,0.25,-,-,86,10.75,-,-,28,3.5
Yamagata,12752,283.38,255,8.79,386,13.31,3210,110.69,5709,196.86,295,10.17,539,18.59,1116,38.48,436,15.03,62,2.14,34,1.17,-,-,75,10.71,3,0.3,7,0.7,46,4.6,-,-,71,7.1
Fukushima,28942,348.7,704,14.08,788,15.76,3785,75.7,5534,110.68,524,10.48,1992,39.84,1198,23.96,816,16.32,246,4.92,154,3.08,1,0.08,313,24.08,3,0.43,-,-,22,3.14,-,-,145,20.71
Ibaraki,36667,305.56,515,6.87,776,10.35,4579,61.05,9665,128.87,899,11.99,2080,27.73,1598,21.31,551,7.35,577,7.69,161,2.15,-,-,502,31.38,5,0.42,2,0.17,103,8.58,-,-,50,4.17
Tochigi,21707,289.43,348,7.25,298,6.21,2396,49.92,3813,79.44,410,8.54,824,17.17,768,16,612,12.75,192,4,105,2.19,-,-,144,12,1,0.14,-,-,50,7.14,-,-,48,6.86
Gunma,25678,298.58,323,6.21,561,10.79,2982,57.35,7089,136.33,446,8.58,542,10.42,856,16.46,661,12.71,207,3.98,113,2.17,2,0.14,218,15.57,-,-,1,0.13,26,3.25,-,-,137,17.13
Saitama,93542,368.28,1268,7.93,1810,11.31,12297,76.86,32266,201.66,2140,13.38,3885,24.28,4484,28.03,1951,12.19,673,4.21,518,3.24,35,0.88,560,14,5,0.45,15,1.36,26,2.36,1,0.09,119,10.82
Chiba,67770,319.67,783,5.89,1155,8.68,10711,80.53,19055,143.27,1532,11.52,4700,35.34,3117,23.44,1343,10.1,709,5.33,365,2.74,10,0.29,410,12.06,13,1.63,14,1.75,40,5,-,-,80,10
Tokyo,109833,269.86,1863,7.31,2075,8.14,16020,62.82,47429,186,3136,12.3,6017,23.6,4797,18.81,3174,12.45,1627,6.38,516,2.02,5,0.14,307,8.3,23,0.96,19,0.79,69,2.88,19,0.79,180,7.5
