"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2021",,,,,,"Data collected as of February 24, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,470,0.1,4657,1.48,4768,1.51,15175,4.81,59154,18.76,2781,0.88,915,0.29,321,0.1,8081,2.56,565,0.18,832,0.26,19,0.03,893,1.28,44,0.09,62,0.13,123,0.26,2,0,15,0.03
Hokkaido,23,0.1,10,0.07,273,1.95,1206,8.61,1167,8.34,159,1.14,5,0.04,7,0.05,195,1.39,2,0.01,21,0.15,-,-,18,0.62,1,0.04,-,-,3,0.13,-,-,1,0.04
Aomori,3,0.05,2,0.05,72,1.71,131,3.12,605,14.4,33,0.79,2,0.05,1,0.02,102,2.43,-,-,2,0.05,-,-,8,0.73,-,-,1,0.17,2,0.33,-,-,-,-
Iwate,2,0.03,202,5.05,46,1.15,436,10.9,914,22.85,67,1.68,3,0.08,1,0.03,122,3.05,-,-,11,0.28,-,-,21,1.5,1,0.05,2,0.11,7,0.37,-,-,1,0.05
Miyagi,-,-,45,0.78,108,1.86,202,3.48,1089,18.78,93,1.6,8,0.14,5,0.09,192,3.31,1,0.02,28,0.48,-,-,7,0.58,-,-,-,-,9,0.75,-,-,-,-
Akita,-,-,2,0.06,29,0.85,141,4.15,262,7.71,43,1.26,6,0.18,6,0.18,52,1.53,2,0.06,3,0.09,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Yamagata,65,1.44,1,0.03,89,3.07,302,10.41,795,27.41,16,0.55,6,0.21,2,0.07,100,3.45,7,0.24,12,0.41,-,-,12,1.5,-,-,-,-,-,-,-,-,-,-
Fukushima,13,0.16,39,0.78,95,1.9,399,7.98,866,17.32,42,0.84,4,0.08,3,0.06,187,3.74,3,0.06,9,0.18,1,0.08,29,2.23,1,0.14,-,-,1,0.14,-,-,-,-
Ibaraki,5,0.04,1,0.01,65,0.87,299,3.99,803,10.71,38,0.51,13,0.17,5,0.07,123,1.64,25,0.33,18,0.24,-,-,27,1.59,-,-,1,0.08,6,0.5,-,-,-,-
Tochigi,4,0.05,12,0.25,23,0.48,146,3.04,504,10.5,35,0.73,14,0.29,7,0.15,144,3,11,0.23,19,0.4,1,0.08,24,2,1,0.14,3,0.43,11,1.57,-,-,-,-
Gunma,4,0.05,-,-,71,1.31,151,2.8,902,16.7,27,0.5,3,0.06,5,0.09,170,3.15,4,0.07,25,0.46,-,-,44,2.93,2,0.22,-,-,1,0.11,-,-,2,0.22
Saitama,10,0.04,7,0.04,270,1.7,562,3.53,2670,16.79,147,0.92,19,0.12,22,0.14,495,3.11,15,0.09,68,0.43,4,0.1,38,0.97,3,0.27,6,0.55,1,0.09,-,-,-,-
Chiba,24,0.11,3,0.02,158,1.2,477,3.61,1678,12.71,141,1.07,17,0.13,12,0.09,289,2.19,4,0.03,41,0.31,1,0.03,64,1.94,3,0.33,3,0.33,1,0.11,-,-,2,0.22
Tokyo,24,0.06,66,0.26,215,0.84,592,2.31,5202,20.32,188,0.73,39,0.15,53,0.21,713,2.79,19,0.07,68,0.27,-,-,31,0.84,1,0.04,5,0.21,6,0.25,1,0.04,-,-
Kanagawa,13,0.04,25,0.11,132,0.59,619,2.75,3390,15.07,161,0.72,14,0.06,27,0.12,547,2.43,9,0.04,58,0.26,3,0.06,101,2.02,2,0.2,-,-,-,-,-,-,-,-
