"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2021",,,,,,"Data collected as of June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,717,0.15,87794,27.82,18829,5.97,52119,16.51,237469,75.24,9179,2.91,3584,1.14,1315,0.42,31054,9.84,3702,1.17,3271,1.04,52,0.07,3120,4.49,172,0.36,219,0.46,398,0.83,13,0.03,51,0.11
Hokkaido,50,0.23,1045,7.52,973,7,3821,27.49,6005,43.2,509,3.66,20,0.14,34,0.24,808,5.81,13,0.09,81,0.58,1,0.04,68,2.43,3,0.13,-,-,15,0.65,-,-,2,0.09
Aomori,6,0.09,812,19.33,217,5.17,350,8.33,3044,72.48,95,2.26,11,0.26,19,0.45,336,8,3,0.07,20,0.48,-,-,19,1.73,1,0.17,2,0.33,14,2.33,-,-,-,-
Iwate,3,0.05,1196,29.9,156,3.9,1362,34.05,3258,81.45,160,4,18,0.45,14,0.35,478,11.95,6,0.15,35,0.88,-,-,61,4.36,2,0.11,3,0.16,14,0.74,-,-,2,0.11
Miyagi,10,0.11,1394,24.03,365,6.29,602,10.38,3252,56.07,242,4.17,45,0.78,25,0.43,718,12.38,11,0.19,74,1.28,-,-,33,2.75,2,0.17,-,-,28,2.33,-,-,1,0.08
Akita,-,-,1033,30.38,103,3.03,483,14.21,1486,43.71,141,4.15,13,0.38,14,0.41,198,5.82,5,0.15,8,0.24,1,0.14,10,1.43,1,0.13,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,1356,46.76,261,9,870,30,1844,63.59,65,2.24,24,0.83,12,0.41,361,12.45,36,1.24,32,1.1,-,-,28,3.5,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,598,11.96,368,7.36,1047,20.94,3725,74.5,137,2.74,28,0.56,25,0.5,730,14.6,9,0.18,48,0.96,1,0.08,86,6.62,5,0.71,1,0.14,1,0.14,-,-,-,-
Ibaraki,15,0.13,379,5.05,290,3.87,1170,15.6,3699,49.32,163,2.17,65,0.87,25,0.33,487,6.49,163,2.17,65,0.87,-,-,141,8.29,-,-,2,0.17,53,4.42,-,-,1,0.08
Tochigi,7,0.09,970,20.21,144,3,464,9.67,2395,49.9,102,2.13,42,0.88,27,0.56,547,11.4,22,0.46,56,1.17,1,0.08,93,7.75,2,0.29,9,1.29,16,2.29,-,-,-,-
