"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2021",,,,,,"Data collected as of September 22, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,747,0.15,209177,66.36,26276,8.34,69058,21.91,326184,103.48,12358,3.92,16301,5.17,1682,0.53,44460,14.11,16307,5.17,5656,1.79,99,0.14,4854,6.99,262,0.55,319,0.67,561,1.17,16,0.03,61,0.13
Hokkaido,53,0.24,7531,54.18,1523,10.96,4962,35.7,7214,51.9,674,4.85,123,0.88,47,0.34,1156,8.32,72,0.52,136,0.98,2,0.07,100,3.57,4,0.18,1,0.05,24,1.09,-,-,3,0.14
Aomori,7,0.11,1300,30.95,275,6.55,412,9.81,3821,90.98,132,3.14,30,0.71,32,0.76,471,11.21,122,2.9,35,0.83,-,-,24,2.18,4,0.67,3,0.5,20,3.33,-,-,-,-
Iwate,3,0.05,1559,38.98,193,4.83,1845,46.13,4488,112.2,197,4.93,938,23.45,20,0.5,712,17.8,182,4.55,57,1.43,-,-,83,5.93,4,0.21,4,0.21,17,0.89,-,-,3,0.16
Miyagi,12,0.13,5133,88.5,459,7.91,817,14.09,4668,80.48,293,5.05,211,3.64,38,0.66,1018,17.55,63,1.09,127,2.19,1,0.08,52,4.33,2,0.17,-,-,34,2.83,-,-,1,0.08
Akita,-,-,1592,46.82,151,4.44,657,19.32,1912,56.24,165,4.85,30,0.88,18,0.53,293,8.62,63,1.85,15,0.44,3,0.43,18,2.57,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,66,1.47,2971,102.45,374,12.9,1041,35.9,2375,81.9,99,3.41,56,1.93,14,0.48,533,18.38,375,12.93,45,1.55,-,-,44,5.5,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,4307,86.14,597,11.94,1323,26.46,4583,91.66,189,3.78,66,1.32,30,0.6,1062,21.24,101,2.02,91,1.82,1,0.08,136,10.46,6,0.86,1,0.14,2,0.29,-,-,2,0.29
Ibaraki,17,0.14,2572,34.29,447,5.96,1739,23.19,5194,69.25,230,3.07,120,1.6,30,0.4,686,9.15,650,8.67,111,1.48,-,-,257,15.12,-,-,2,0.17,84,7,-,-,1,0.08
Tochigi,9,0.12,2231,46.48,176,3.67,675,14.06,3052,63.58,126,2.63,66,1.38,33,0.69,798,16.63,83,1.73,96,2,4,0.33,143,11.92,3,0.43,14,2,16,2.29,-,-,-,-
