"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2015",,,,,,"Data collected as of April 1, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1087113,220.82,23612,7.52,12141,3.87,100892,32.14,297288,94.71,22640,7.21,13841,4.41,14855,4.73,16905,5.39,375,0.12,904,0.29,11893,3.79,107,0.16,3683,5.38,101,0.21,172,0.36,1372,2.89,86,0.18,1647,3.47
Hokkaido,38543,169.79,1483,10.37,1110,7.76,6332,44.28,5857,40.96,1007,7.04,658,4.6,661,4.62,545,3.81,10,0.07,30,0.21,714,4.99,4,0.15,121,4.48,-,-,1,0.05,32,1.45,1,0.05,83,3.77
Aomori,14318,220.28,233,5.55,116,2.76,744,17.71,2364,56.29,227,5.4,39,0.93,277,6.6,193,4.6,-,-,6,0.14,32,0.76,-,-,70,6.36,2,0.33,4,0.67,27,4.5,-,-,61,10.17
Iwate,14193,218.35,218,5.45,111,2.78,1515,37.88,3968,99.2,345,8.63,9,0.23,211,5.28,198,4.95,-,-,7,0.18,46,1.15,-,-,68,4.86,1,0.05,1,0.05,62,3.26,2,0.11,105,5.53
Miyagi,18545,199.41,300,5.17,186,3.21,1927,33.22,7581,130.71,534,9.21,143,2.47,683,11.78,363,6.26,-,-,12,0.21,94,1.62,1,0.08,30,2.5,1,0.08,3,0.25,99,8.25,-,-,46,3.83
Akita,12196,225.85,100,2.86,105,3,525,15,2269,64.83,205,5.86,26,0.74,27,0.77,77,2.2,1,0.03,1,0.03,173,4.94,7,1,23,3.29,-,-,-,-,54,6.75,-,-,5,0.63
Yamagata,8600,182.98,101,3.48,278,9.59,1914,66,3672,126.62,315,10.86,478,16.48,121,4.17,192,6.62,2,0.07,5,0.17,223,7.69,-,-,15,2.14,-,-,5,0.5,13,1.3,6,0.6,6,0.6
Fukushima,17270,227.24,571,12.69,170,3.78,1250,27.78,4320,96,307,6.82,233,5.18,228,5.07,250,5.56,8,0.18,2,0.04,315,7,-,-,96,8,-,-,3,0.43,54,7.71,1,0.14,60,8.57
Ibaraki,21703,180.86,375,5,241,3.21,2417,32.23,7334,97.79,470,6.27,181,2.41,233,3.11,255,3.4,2,0.03,16,0.21,167,2.23,-,-,159,9.35,-,-,-,-,15,1.15,-,-,23,1.77
Tochigi,13471,177.25,252,5.25,92,1.92,906,18.88,2879,59.98,250,5.21,133,2.77,227,4.73,306,6.38,11,0.23,1,0.02,78,1.63,3,0.25,66,5.5,1,0.14,1,0.14,23,3.29,1,0.14,34,4.86
Gunma,18500,192.71,409,7.05,219,3.78,2179,37.57,5242,90.38,264,4.55,282,4.86,198,3.41,325,5.6,8,0.14,24,0.41,190,3.28,-,-,191,14.69,6,0.75,4,0.5,34,4.25,-,-,80,10
Saitama,39560,164.15,828,5.45,559,3.68,5588,36.76,16650,109.54,1226,8.07,251,1.65,1384,9.11,966,6.36,11,0.07,27,0.18,814,5.36,8,0.2,180,4.5,1,0.1,10,1,47,4.7,6,0.6,56,5.6
Chiba,45715,215.64,436,3.3,538,4.08,4571,34.63,11906,90.2,851,6.45,143,1.08,1004,7.61,616,4.67,8,0.06,14,0.11,592,4.48,-,-,227,6.88,5,0.56,10,1.11,8,0.89,7,0.78,34,3.78
Tokyo,55130,134.79,1105,4.3,649,2.53,8537,33.22,26681,103.82,1658,6.45,325,1.26,2508,9.76,1509,5.87,47,0.18,40,0.16,742,2.89,3,0.08,163,4.29,9,0.36,17,0.68,57,2.28,11,0.44,45,1.8
Kanagawa,52077,158.77,786,3.85,411,2.01,6087,29.84,20019,98.13,1864,9.14,243,1.19,2164,10.61,1277,6.26,16,0.08,27,0.13,385,1.89,19,0.41,390,8.48,4,0.4,5,0.5,27,2.7,-,-,53,5.3
Niigata,24716,257.46,406,6.66,677,11.1,3163,51.85,4999,81.95,651,10.67,197,3.23,424,6.95,351,5.75,8,0.13,30,0.49,122,2,4,0.4,65,6.5,-,-,-,-,38,2.92,17,1.31,14,1.08
Toyama,10343,215.48,119,4.1,256,8.83,1065,36.72,3249,112.03,304,10.48,129,4.45,34,1.17,107,3.69,1,0.03,38,1.31,78,2.69,1,0.14,10,1.43,-,-,-,-,91,18.2,-,-,10,2
Ishikawa,12598,262.46,125,4.31,150,5.17,2089,72.03,3298,113.72,343,11.83,11,0.38,340,11.72,140,4.83,1,0.03,-,-,177,6.1,-,-,17,2.43,-,-,-,-,70,14,-,-,32,6.4
Fukui,10513,328.53,192,8.73,135,6.14,965,43.86,3387,153.95,171,7.77,214,9.73,16,0.73,131,5.95,3,0.14,4,0.18,230,10.45,-,-,9,3,5,0.83,3,0.5,5,0.83,-,-,13,2.17
Yamanashi,8287,207.18,93,3.88,33,1.38,520,21.67,2104,87.67,97,4.04,3,0.13,15,0.63,64,2.67,1,0.04,-,-,11,0.46,-,-,31,3.44,2,0.2,-,-,8,0.8,-,-,23,2.3
Nagano,20934,243.42,329,6.21,76,1.43,1501,28.32,5242,98.91,294,5.55,69,1.3,163,3.08,214,4.04,11,0.21,5,0.09,21,0.4,-,-,49,4.9,-,-,3,0.27,66,6,-,-,32,2.91
Gifu,21071,245.01,243,4.67,179,3.44,576,11.08,3491,67.13,220,4.23,69,1.33,54,1.04,204,3.92,-,-,25,0.48,37,0.71,-,-,36,3.27,-,-,-,-,12,2.4,-,-,13,2.6
Shizuoka,32067,232.37,514,5.84,256,2.91,3685,41.88,7808,88.73,545,6.19,126,1.43,379,4.31,329,3.74,3,0.03,65,0.74,129,1.47,3,0.14,81,3.86,2,0.2,2,0.2,39,3.9,24,2.4,41,4.1
