"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2016",,,,,,"Data collected as of April 27, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1554252,313.93,20838,6.6,16701,5.29,137894,43.66,333384,105.57,20227,6.41,1628,0.52,25963,8.22,20178,6.39,654,0.21,893,0.28,41872,13.26,125,0.18,6838,9.94,128,0.27,299,0.63,3838,8.1,135,0.28,3562,7.51
Hokkaido,80734,358.82,813,5.73,700,4.93,11597,81.67,6931,48.81,861,6.06,118,0.83,2111,14.87,585,4.12,20,0.14,23,0.16,3324,23.41,-,-,128,4.57,2,0.09,5,0.22,101,4.39,3,0.13,185,8.04
Aomori,16431,252.78,91,2.17,198,4.71,1138,27.1,2496,59.43,138,3.29,16,0.38,214,5.1,248,5.9,-,-,5,0.12,449,10.69,1,0.09,86,7.82,8,1.33,7,1.17,75,12.5,-,-,59,9.83
Iwate,19792,309.25,159,3.98,98,2.45,2969,74.23,4532,113.3,167,4.18,10,0.25,148,3.7,220,5.5,6,0.15,4,0.1,206,5.15,2,0.14,90,6.43,1,0.05,2,0.11,108,5.68,1,0.05,76,4
Miyagi,26901,283.17,246,4.17,198,3.36,4124,69.9,6302,106.81,442,7.49,8,0.14,179,3.03,426,7.22,7,0.12,3,0.05,353,5.98,-,-,44,3.67,4,0.33,-,-,117,9.75,-,-,10,0.83
Akita,12950,239.81,55,1.57,116,3.31,811,23.17,2444,69.83,118,3.37,11,0.31,1117,31.91,115,3.29,15,0.43,4,0.11,56,1.6,1,0.14,29,4.14,-,-,-,-,58,7.25,-,-,95,11.88
Yamagata,13322,283.45,39,1.34,193,6.66,3136,108.14,3918,135.1,208,7.17,11,0.38,1018,35.1,297,10.24,6,0.21,-,-,976,33.66,-,-,13,1.63,1,0.1,4,0.4,37,3.7,4,0.4,6,0.6
Fukushima,21714,282,272,5.91,236,5.13,1529,33.24,3197,69.5,312,6.78,13,0.28,441,9.59,416,9.04,12,0.26,4,0.09,148,3.22,-,-,141,11.75,2,0.29,5,0.71,32,4.57,-,-,11,1.57
Ibaraki,32612,271.77,182,2.43,288,3.84,2379,31.72,8025,107,472,6.29,55,0.73,400,5.33,310,4.13,6,0.08,14,0.19,1124,14.99,-,-,253,14.88,-,-,4,0.31,94,7.23,-,-,19,1.46
