"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22nd week, 2021",,,,,,"Data collected as of June 9, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Nara,1,0.02,1404,41.29,257,7.56,329,9.68,2043,60.09,43,1.26,25,0.74,4,0.12,271,7.97,11,0.32,19,0.56,1,0.1,41,4.1,5,0.83,3,0.5,1,0.17,-,-,2,0.33
Wakayama,1,0.02,349,11.63,116,3.87,472,15.73,1818,60.6,61,2.03,4,0.13,8,0.27,223,7.43,5,0.17,20,0.67,-,-,15,3.75,10,0.91,2,0.18,10,0.91,-,-,-,-
Tottori,3,0.1,9,0.47,140,7.37,1132,59.58,1525,80.26,66,3.47,24,1.26,9,0.47,162,8.53,10,0.53,6,0.32,1,0.2,9,1.8,4,0.8,2,0.4,1,0.2,-,-,-,-
Shimane,14,0.37,34,1.48,107,4.65,220,9.57,2856,124.17,103,4.48,87,3.78,4,0.17,258,11.22,6,0.26,4,0.17,-,-,2,0.67,6,0.75,8,1,3,0.38,-,-,-,-
Okayama,41,0.49,233,4.31,225,4.17,414,7.67,5291,97.98,100,1.85,60,1.11,17,0.31,383,7.09,40,0.74,61,1.13,-,-,17,1.42,2,0.4,1,0.2,2,0.4,-,-,1,0.2
Hiroshima,17,0.15,981,13.82,396,5.58,686,9.66,8183,115.25,167,2.35,128,1.8,20,0.28,511,7.2,60,0.85,61,0.86,2,0.11,106,5.58,1,0.05,2,0.1,11,0.52,-,-,2,0.1
Yamaguchi,9,0.14,2163,48.07,164,3.64,738,16.4,3546,78.8,88,1.96,21,0.47,21,0.47,505,11.22,11,0.24,35,0.78,-,-,25,2.78,-,-,3,0.33,18,2,-,-,-,-
Tokushima,3,0.08,40,1.74,92,4,150,6.52,1285,55.87,40,1.74,4,0.17,3,0.13,210,9.13,39,1.7,13,0.57,-,-,8,2,-,-,2,0.29,1,0.14,-,-,-,-
Kagawa,2,0.04,54,1.93,230,8.21,313,11.18,3078,109.93,74,2.64,59,2.11,13,0.46,267,9.54,599,21.39,37,1.32,1,0.2,14,2.8,-,-,4,0.8,-,-,-,-,-,-
Ehime,8,0.13,75,2.08,205,5.69,543,15.08,5683,157.86,58,1.61,37,1.03,17,0.47,461,12.81,142,3.94,40,1.11,1,0.13,137,17.13,1,0.17,3,0.5,1,0.17,-,-,2,0.33
Kochi,2,0.04,84,3,118,4.21,187,6.68,2782,99.36,84,3,93,3.32,24,0.86,226,8.07,383,13.68,14,0.5,-,-,9,3,2,0.25,1,0.13,6,0.75,-,-,2,0.25
Fukuoka,5,0.03,8878,73.98,1053,8.78,5919,49.33,8980,74.83,403,3.36,152,1.27,61,0.51,1590,13.25,53,0.44,154,1.28,5,0.19,136,5.23,9,0.64,8,0.57,8,0.57,-,-,-,-
Saga,-,-,1722,74.87,243,10.57,562,24.43,637,27.7,63,2.74,40,1.74,6,0.26,381,16.57,9,0.39,9,0.39,-,-,6,1.5,3,0.5,2,0.33,5,0.83,-,-,-,-
Nagasaki,6,0.09,2443,56.81,255,5.93,1440,33.49,1842,42.84,161,3.74,62,1.44,15,0.35,367,8.53,11,0.26,43,1,-,-,8,1,6,0.5,6,0.5,31,2.58,-,-,1,0.08
Kumamoto,3,0.04,3003,60.06,266,5.32,493,9.86,3136,62.72,133,2.66,293,5.86,35,0.7,753,15.06,86,1.72,37,0.74,-,-,105,11.67,-,-,6,0.4,2,0.13,-,-,1,0.07
Oita,2,0.03,754,20.94,172,4.78,367,10.19,4041,112.25,223,6.19,19,0.53,16,0.44,439,12.19,19,0.53,43,1.19,-,-,18,3.6,-,-,1,0.09,18,1.64,-,-,-,-
Miyazaki,1,0.02,3181,88.36,350,9.72,1115,30.97,5077,141.03,108,3,147,4.08,18,0.5,514,14.28,51,1.42,27,0.75,-,-,66,11,-,-,-,-,-,-,-,-,-,-
Kagoshima,6,0.07,923,17.09,914,16.93,1045,19.35,7227,133.83,231,4.28,119,2.2,15,0.28,443,8.2,34,0.63,56,1.04,-,-,52,7.43,3,0.25,2,0.17,1,0.08,-,-,1,0.08
Okinawa,13,0.23,313,9.21,357,10.5,649,19.09,1221,35.91,176,5.18,81,2.38,1,0.03,191,5.62,69,2.03,39,1.15,1,0.11,127,14.11,11,1.57,9,1.29,1,0.14,-,-,1,0.14
