"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22nd week, 2021",,,,,,"Data collected as of June 9, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,704,0.14,57605,18.27,14975,4.75,46431,14.73,206710,65.56,8144,2.58,2491,0.79,1173,0.37,26914,8.54,2535,0.8,2739,0.87,47,0.07,2699,3.89,150,0.31,195,0.41,356,0.74,12,0.03,45,0.09
Hokkaido,50,0.23,557,4.01,760,5.47,3476,25.01,5432,39.08,463,3.33,13,0.09,28,0.2,687,4.94,10,0.07,65,0.47,1,0.04,58,2.07,3,0.13,-,-,10,0.43,-,-,2,0.09
Aomori,6,0.09,643,15.31,177,4.21,326,7.76,2810,66.9,87,2.07,9,0.21,9,0.21,278,6.62,1,0.02,16,0.38,-,-,16,1.45,1,0.17,2,0.33,14,2.33,-,-,-,-
Iwate,3,0.05,1145,28.63,126,3.15,1245,31.13,2881,72.03,149,3.73,5,0.13,14,0.35,414,10.35,5,0.13,30,0.75,-,-,59,4.21,2,0.11,3,0.16,13,0.68,-,-,2,0.11
Miyagi,10,0.11,626,10.79,283,4.88,534,9.21,2813,48.5,223,3.84,32,0.55,22,0.38,596,10.28,4,0.07,63,1.09,-,-,28,2.33,2,0.17,-,-,23,1.92,-,-,1,0.08
Akita,-,-,665,19.56,82,2.41,432,12.71,1344,39.53,112,3.29,10,0.29,13,0.38,172,5.06,3,0.09,6,0.18,1,0.14,9,1.29,1,0.13,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,717,24.72,224,7.72,806,27.79,1692,58.34,48,1.66,12,0.41,12,0.41,321,11.07,12,0.41,24,0.83,-,-,20,2.5,2,0.2,-,-,3,0.3,-,-,1,0.1
Fukushima,15,0.18,318,6.36,298,5.96,953,19.06,3320,66.4,123,2.46,18,0.36,23,0.46,627,12.54,4,0.08,38,0.76,1,0.08,76,5.85,5,0.83,1,0.17,1,0.17,-,-,-,-
Ibaraki,14,0.12,197,2.63,220,2.93,1018,13.57,3187,42.49,149,1.99,44,0.59,24,0.32,428,5.71,79,1.05,57,0.76,-,-,120,7.06,-,-,2,0.17,50,4.17,-,-,1,0.08
Tochigi,7,0.09,580,12.08,125,2.6,410,8.54,2164,45.08,93,1.94,35,0.73,25,0.52,482,10.04,17,0.35,46,0.96,1,0.08,77,6.42,2,0.29,9,1.29,16,2.29,-,-,-,-
Gunma,5,0.06,37,0.73,205,4.02,434,8.51,3241,63.55,77,1.51,25,0.49,11,0.22,496,9.73,9,0.18,64,1.25,-,-,117,8.36,3,0.38,1,0.13,4,0.5,-,-,2,0.25
Saitama,25,0.1,186,1.17,676,4.25,1666,10.48,10388,65.33,466,2.93,93,0.58,70,0.44,1651,10.38,50,0.31,201,1.26,11,0.28,150,3.85,6,0.55,10,0.91,5,0.45,-,-,3,0.27
Chiba,31,0.15,189,1.44,317,2.42,1448,11.05,5436,41.5,426,3.25,58,0.44,56,0.43,1047,7.99,38,0.29,150,1.15,2,0.06,152,4.61,5,0.56,8,0.89,7,0.78,-,-,3,0.33
Tokyo,30,0.07,1679,6.53,625,2.43,1864,7.25,17791,69.23,568,2.21,155,0.6,140,0.54,2506,9.75,89,0.35,254,0.99,-,-,101,2.73,6,0.24,12,0.48,8,0.32,11,0.44,2,0.08
Kanagawa,22,0.06,1372,6.1,420,1.87,1964,8.73,11167,49.63,557,2.48,77,0.34,98,0.44,1862,8.28,47,0.21,212,0.94,6,0.12,346,6.92,3,0.27,7,0.64,11,1,-,-,1,0.09
Niigata,16,0.18,53,0.95,722,12.89,2248,40.14,2515,44.91,220,3.93,24,0.43,33,0.59,513,9.16,15,0.27,70,1.25,9,0.9,26,2.6,4,0.31,6,0.46,14,1.08,-,-,-,-
Toyama,5,0.1,1356,46.76,221,7.62,740,25.52,1640,56.55,49,1.69,17,0.59,19,0.66,221,7.62,16,0.55,15,0.52,-,-,1,0.14,1,0.2,1,0.2,9,1.8,-,-,1,0.2
Ishikawa,-,-,1126,38.83,332,11.45,503,17.34,1909,65.83,140,4.83,5,0.17,5,0.17,269,9.28,3,0.1,16,0.55,-,-,11,1.57,-,-,-,-,7,1.4,-,-,1,0.2
Fukui,-,-,654,28.43,217,9.43,405,17.61,2841,123.52,60,2.61,1,0.04,4,0.17,197,8.57,11,0.48,13,0.57,-,-,6,2,11,1.83,2,0.33,1,0.17,-,-,-,-
Yamanashi,-,-,47,1.96,15,0.63,162,6.75,1004,41.83,33,1.38,3,0.13,12,0.5,131,5.46,5,0.21,15,0.63,-,-,26,2.89,-,-,3,0.3,3,0.3,-,-,-,-
Nagano,7,0.08,4,0.08,104,1.96,591,11.15,3427,64.66,164,3.09,19,0.36,22,0.42,398,7.51,42,0.79,31,0.58,1,0.09,13,1.18,5,0.5,4,0.4,3,0.3,-,-,1,0.1
Gifu,26,0.3,764,14.69,187,3.6,383,7.37,1602,30.81,51,0.98,14,0.27,20,0.38,278,5.35,12,0.23,18,0.35,1,0.09,10,0.91,-,-,-,-,3,0.6,-,-,1,0.2
Shizuoka,7,0.05,2387,27.13,410,4.66,850,9.66,5007,56.9,201,2.28,43,0.49,31,0.35,658,7.48,11,0.13,83,0.94,-,-,31,1.41,6,0.6,9,0.9,2,0.2,-,-,-,-
Aichi,30,0.15,3023,16.61,509,2.8,1688,9.27,9234,50.74,269,1.48,65,0.36,37,0.2,1097,6.03,70,0.38,128,0.7,-,-,68,1.94,2,0.13,15,1,1,0.07,-,-,1,0.07
Mie,20,0.29,533,12.11,186,4.23,287,6.52,3362,76.41,104,2.36,12,0.27,9,0.2,372,8.45,79,1.8,26,0.59,-,-,8,0.67,-,-,2,0.22,17,1.89,-,-,1,0.11
Shiga,26,0.44,385,11,114,3.26,423,12.09,1685,48.14,66,1.89,23,0.66,9,0.26,242,6.91,46,1.31,23,0.66,-,-,6,0.75,10,1.43,-,-,1,0.14,-,-,-,-
Kyoto,61,0.49,1150,15.13,256,3.37,1029,13.54,4098,53.92,180,2.37,43,0.57,11,0.14,414,5.45,52,0.68,45,0.59,-,-,28,1.56,1,0.14,3,0.43,3,0.43,-,-,-,-
Osaka,61,0.21,8164,41.87,895,4.59,2484,12.74,13886,71.21,440,2.26,113,0.58,68,0.35,1454,7.46,121,0.62,165,0.85,1,0.02,110,2.12,2,0.13,8,0.5,2,0.13,-,-,1,0.06
Hyogo,24,0.12,2405,18.79,609,4.76,1288,10.06,10583,82.68,244,1.91,68,0.53,41,0.32,948,7.41,46,0.36,147,1.15,-,-,125,3.57,4,0.29,22,1.57,5,0.36,1,0.07,5,0.36
