"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2022",,,,,,"Data collected as of July 20, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,751,0.15,33673,10.72,17861,5.68,28382,9.03,403946,128.56,6659,2.12,27706,8.82,1126,0.36,28256,8.99,6187,1.97,2599,0.83,88,0.13,3174,4.59,157,0.33,217,0.45,177,0.37,17,0.04,67,0.14
Hokkaido,15,0.07,1784,12.93,1015,7.36,2033,14.73,8071,58.49,349,2.53,526,3.81,20,0.14,638,4.62,128,0.93,69,0.5,5,0.18,54,1.93,4,0.18,-,-,18,0.82,1,0.05,6,0.27
Aomori,2,0.03,3,0.07,124,3.02,140,3.41,3657,89.2,81,1.98,163,3.98,12,0.29,350,8.54,24,0.59,28,0.68,-,-,34,3.09,1,0.17,2,0.33,24,4,-,-,1,0.17
Iwate,4,0.06,388,9.95,172,4.41,543,13.92,4474,114.72,118,3.03,48,1.23,30,0.77,446,11.44,47,1.21,38,0.97,-,-,63,4.5,5,0.26,4,0.21,8,0.42,-,-,2,0.11
Miyagi,15,0.16,117,2.05,215,3.77,412,7.23,7985,140.09,152,2.67,237,4.16,24,0.42,702,12.32,95,1.67,47,0.82,1,0.08,52,4.33,3,0.25,-,-,5,0.42,-,-,1,0.08
Akita,2,0.04,314,9.24,111,3.26,301,8.85,2128,62.59,138,4.06,166,4.88,1,0.03,162,4.76,15,0.44,8,0.24,3,0.43,12,1.71,2,0.25,-,-,1,0.13,-,-,2,0.25
Yamagata,5,0.11,5,0.17,329,11.34,354,12.21,5317,183.34,64,2.21,42,1.45,7,0.24,330,11.38,53,1.83,13,0.45,-,-,55,6.88,-,-,-,-,2,0.2,-,-,1,0.1
Fukushima,7,0.08,222,4.44,425,8.5,447,8.94,5464,109.28,151,3.02,215,4.3,33,0.66,727,14.54,43,0.86,28,0.56,-,-,81,6.23,1,0.14,3,0.43,2,0.29,-,-,1,0.14
Ibaraki,17,0.14,80,1.07,306,4.08,618,8.24,7648,101.97,124,1.65,728,9.71,23,0.31,391,5.21,309,4.12,54,0.72,4,0.24,169,9.94,1,0.08,2,0.17,21,1.75,-,-,-,-
Tochigi,9,0.12,253,5.27,109,2.27,471,9.81,3121,65.02,52,1.08,459,9.56,25,0.52,542,11.29,50,1.04,34,0.71,-,-,74,6.17,6,0.86,3,0.43,-,-,-,-,1,0.14
Gunma,3,0.03,78,1.47,244,4.6,239,4.51,7871,148.51,120,2.26,791,14.92,26,0.49,561,10.58,132,2.49,56,1.06,1,0.08,60,4.62,1,0.11,1,0.11,1,0.11,-,-,-,-
Saitama,23,0.09,802,5.08,675,4.27,678,4.29,24450,154.75,410,2.59,1594,10.09,82,0.52,1474,9.33,382,2.42,166,1.05,22,0.56,207,5.31,2,0.18,17,1.55,4,0.36,-,-,1,0.09
