"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2019",,,,,,"Data collected as of July 31, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1425552,288.51,40399,12.8,40982,12.98,215953,68.4,537124,170.14,32949,10.44,237857,75.34,67225,21.29,38443,12.18,51060,16.17,9673,3.06,217,0.31,12772,18.38,286,0.6,368,0.77,2279,4.76,56,0.12,4578,9.56
Hokkaido,58965,266.81,2473,17.92,2033,14.73,15139,109.7,13630,98.77,1346,9.75,3075,22.28,2527,18.31,1021,7.4,494,3.58,230,1.67,6,0.21,387,13.82,9,0.41,5,0.23,188,8.55,3,0.14,311,14.14
Aomori,14937,229.8,254,6.05,300,7.14,2119,50.45,6011,143.12,359,8.55,1822,43.38,1206,28.71,505,12.02,279,6.64,291,6.93,3,0.27,88,8,2,0.33,2,0.33,143,23.83,-,-,69,11.5
Iwate,17720,272.62,273,6.83,373,9.33,4003,100.08,5568,139.2,405,10.13,1109,27.73,719,17.98,501,12.53,115,2.88,247,6.18,-,-,235,16.79,8,0.42,5,0.26,78,4.11,2,0.11,245,12.89
Miyagi,30401,323.41,1003,17.29,502,8.66,5965,102.84,10207,175.98,961,16.57,3563,61.43,2632,45.38,877,15.12,524,9.03,165,2.84,4,0.33,82,6.83,2,0.17,2,0.17,113,9.42,-,-,32,2.67
Akita,14937,281.83,91,2.68,170,5,1491,43.85,3111,91.5,171,5.03,309,9.09,335,9.85,234,6.88,115,3.38,23,0.68,-,-,48,8,5,0.63,-,-,89,11.13,-,-,33,4.13
Yamagata,12757,283.49,327,11.28,435,15,3456,119.17,5973,205.97,319,11,2294,79.1,1159,39.97,490,16.9,399,13.76,38,1.31,-,-,76,10.86,3,0.3,7,0.7,51,5.1,-,-,74,7.4
Fukushima,28972,349.06,968,19.36,897,17.94,3979,79.58,5852,117.04,579,11.58,5153,103.06,1393,27.86,905,18.1,594,11.88,166,3.32,2,0.15,354,27.23,3,0.43,1,0.14,25,3.57,-,-,145,20.71
Ibaraki,36675,305.63,758,10.11,876,11.68,4894,65.25,10311,137.48,978,13.04,5128,68.37,1825,24.33,638,8.51,1502,20.03,188,2.51,-,-,575,35.94,5,0.42,2,0.17,114,9.5,-,-,50,4.17
