"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2016",,,,,,"Data collected as of December 14, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1643518,332.7,98035,31.06,63099,19.99,347072,109.97,965439,305.91,59822,18.96,65784,20.84,50345,15.95,72935,23.11,2892,0.92,128690,40.78,150942,47.83,376,0.54,24756,35.77,469,0.99,1319,2.78,18383,38.78,333,0.7,5167,10.9
Hokkaido,88447,393.1,4692,33.04,2828,19.92,27637,194.63,19145,134.82,3567,25.12,1533,10.8,3115,21.94,2073,14.6,89,0.63,7264,51.15,8404,59.18,2,0.07,510,17.59,9,0.41,39,1.77,1226,55.73,7,0.32,373,16.95
Aomori,17667,271.8,971,23.12,631,15.02,2977,70.88,7309,174.02,462,11,409,9.74,584,13.9,869,20.69,17,0.4,1034,24.62,1047,24.93,4,0.36,258,23.45,14,2.33,17,2.83,300,50,-,-,111,18.5
Iwate,22880,357.5,1295,32.38,689,17.23,6229,155.73,10367,259.18,593,14.83,251,6.28,267,6.68,807,20.18,8,0.2,1139,28.48,1026,25.65,5,0.36,310,22.14,6,0.32,11,0.58,467,24.58,1,0.05,170,8.95
Miyagi,29302,308.44,2148,36.41,723,12.25,9176,155.53,23194,393.12,1417,24.02,2324,39.39,339,5.75,1569,26.59,26,0.44,3833,64.97,957,16.22,-,-,116,9.67,12,1,2,0.17,490,40.83,-,-,20,1.67
Akita,14863,275.24,678,19.37,393,11.23,2476,70.74,5690,162.57,471,13.46,273,7.8,1501,42.89,451,12.89,146,4.17,957,27.34,305,8.71,3,0.43,85,12.14,1,0.13,1,0.13,281,35.13,-,-,141,17.63
Yamagata,14163,301.34,1545,53.28,706,24.34,7078,244.07,11049,381,561,19.34,391,13.48,1462,50.41,933,32.17,20,0.69,2934,101.17,2894,99.79,1,0.13,65,8.13,7,0.7,13,1.3,164,16.4,4,0.4,20,2
Fukushima,24506,318.26,2394,52.04,1008,21.91,3963,86.15,9131,198.5,975,21.2,606,13.17,1091,23.72,1413,30.72,29,0.63,2515,54.67,475,10.33,-,-,436,36.33,8,1.33,13,2.17,213,35.5,8,1.33,63,10.5
Ibaraki,34452,287.1,1498,19.97,944,12.59,6601,88.01,21468,286.24,1388,18.51,1960,26.13,798,10.64,1091,14.55,39,0.52,2220,29.6,2707,36.09,5,0.29,927,54.53,3,0.23,12,0.92,421,32.38,-,-,35,2.69
Tochigi,21522,286.96,1270,26.46,451,9.4,3633,75.69,8773,182.77,656,13.67,1007,20.98,1318,27.46,1206,25.13,13,0.27,2173,45.27,1302,27.13,6,0.5,527,43.92,5,0.71,25,3.57,235,33.57,7,1,35,5
