"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21st week, 2015",,,,,,"Data collected as of May 27, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1141569,231.7,28031,8.91,23221,7.38,170053,54.07,456975,145.3,34351,10.92,37435,11.9,30716,9.77,31308,9.95,768,0.24,4084,1.3,21243,6.75,186,0.27,6486,9.45,167,0.35,286,0.6,2294,4.83,140,0.29,3410,7.18
Hokkaido,41185,181.43,1787,12.5,1888,13.2,10422,72.88,10856,75.92,1519,10.62,974,6.81,1361,9.52,910,6.36,30,0.21,45,0.31,1288,9.01,5,0.19,200,7.41,-,-,4,0.18,57,2.59,1,0.05,264,12
Aomori,14761,227.09,298,7.1,217,5.17,1348,32.1,3612,86,338,8.05,212,5.05,512,12.19,372,8.86,1,0.02,13,0.31,52,1.24,-,-,109,9.91,4,0.67,7,1.17,53,8.83,-,-,98,16.33
Iwate,15303,235.43,266,6.65,195,4.88,2414,60.35,5597,139.93,490,12.25,44,1.1,313,7.83,333,8.33,5,0.13,42,1.05,70,1.75,-,-,100,7.14,1,0.05,2,0.11,99,5.21,2,0.11,129,6.79
Miyagi,19457,209.22,329,5.67,379,6.53,3079,53.09,10539,181.71,788,13.59,334,5.76,1047,18.05,694,11.97,-,-,18,0.31,156,2.69,3,0.25,64,5.33,1,0.08,3,0.25,146,12.17,-,-,76,6.33
Akita,13172,248.53,115,3.38,189,5.56,1057,31.09,3146,92.53,285,8.38,41,1.21,71,2.09,144,4.24,1,0.03,17,0.5,240,7.06,9,1.29,43,6.14,1,0.13,-,-,80,10,-,-,29,3.63
Yamagata,9916,210.98,122,4.21,499,17.21,3027,104.38,6100,210.34,444,15.31,688,23.72,242,8.34,383,13.21,5,0.17,12,0.41,393,13.55,-,-,18,2.57,2,0.2,6,0.6,22,2.2,9,0.9,38,3.8
Fukushima,18967,249.57,688,15.29,344,7.64,2297,51.04,6338,140.84,450,10,519,11.53,691,15.36,521,11.58,9,0.2,23,0.51,510,11.33,-,-,164,13.67,-,-,4,0.57,86,12.29,1,0.14,116,16.57
Ibaraki,22394,186.62,396,5.28,455,6.07,4156,55.41,10828,144.37,738,9.84,291,3.88,642,8.56,494,6.59,6,0.08,46,0.61,379,5.05,-,-,274,16.12,2,0.15,1,0.08,24,1.85,1,0.08,37,2.85
