"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2021",,,,,,"Data collected as of January 20, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,138,0.03,570,0.18,1313,0.42,3448,1.1,14873,4.75,958,0.31,285,0.09,78,0.02,2280,0.73,127,0.04,216,0.07,5,0.01,302,0.44,11,0.02,14,0.03,46,0.1,-,-,5,0.01
Hokkaido,7,0.03,2,0.01,77,0.55,218,1.56,180,1.29,63,0.45,1,0.01,3,0.02,56,0.4,2,0.01,7,0.05,-,-,6,0.21,-,-,-,-,2,0.09,-,-,1,0.04
Aomori,1,0.02,-,-,13,0.31,32,0.76,106,2.52,10,0.24,-,-,-,-,31,0.74,-,-,-,-,-,-,5,0.45,-,-,-,-,-,-,-,-,-,-
Iwate,1,0.02,31,0.78,12,0.3,72,1.8,199,4.98,32,0.8,2,0.05,-,-,27,0.68,-,-,3,0.08,-,-,5,0.36,-,-,-,-,1,0.05,-,-,-,-
Miyagi,-,-,-,-,37,0.64,55,0.95,307,5.29,30,0.52,1,0.02,-,-,50,0.86,-,-,4,0.07,-,-,5,0.42,-,-,-,-,6,0.5,-,-,-,-
Akita,-,-,-,-,9,0.26,29,0.83,43,1.23,15,0.43,3,0.09,1,0.03,7,0.2,1,0.03,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Yamagata,1,0.02,1,0.03,24,0.83,87,3,186,6.41,7,0.24,4,0.14,-,-,26,0.9,2,0.07,1,0.03,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
Fukushima,3,0.04,6,0.12,30,0.6,84,1.68,237,4.74,17,0.34,1,0.02,2,0.04,55,1.1,1,0.02,4,0.08,1,0.08,7,0.54,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,1,0.01,1,0.01,20,0.27,83,1.11,239,3.19,12,0.16,2,0.03,1,0.01,44,0.59,2,0.03,3,0.04,-,-,10,0.59,-,-,1,0.08,-,-,-,-,-,-
Tochigi,-,-,-,-,7,0.15,29,0.6,77,1.6,15,0.31,4,0.08,4,0.08,41,0.85,3,0.06,12,0.25,1,0.08,8,0.67,-,-,-,-,5,0.71,-,-,-,-
Gunma,1,0.01,-,-,24,0.44,45,0.83,192,3.56,6,0.11,-,-,2,0.04,52,0.96,3,0.06,9,0.17,-,-,16,1.07,2,0.22,-,-,1,0.11,-,-,-,-
Saitama,4,0.02,2,0.01,77,0.49,116,0.74,677,4.31,40,0.25,4,0.03,4,0.03,153,0.97,5,0.03,14,0.09,-,-,14,0.37,-,-,2,0.18,-,-,-,-,-,-
Chiba,10,0.05,1,0.01,55,0.43,126,0.98,433,3.36,42,0.33,10,0.08,4,0.03,81,0.63,1,0.01,10,0.08,1,0.03,27,0.82,1,0.11,1,0.11,-,-,-,-,-,-
Tokyo,7,0.02,10,0.04,73,0.28,163,0.63,1334,5.19,73,0.28,11,0.04,13,0.05,207,0.81,10,0.04,22,0.09,-,-,11,0.3,-,-,2,0.08,4,0.16,-,-,-,-
Kanagawa,4,0.01,10,0.04,39,0.17,156,0.7,950,4.26,48,0.22,4,0.02,10,0.04,156,0.7,1,0,13,0.06,1,0.02,33,0.65,1,0.09,-,-,-,-,-,-,-,-
Niigata,4,0.04,-,-,39,0.7,149,2.66,225,4.02,30,0.54,-,-,3,0.05,47,0.84,1,0.02,9,0.16,1,0.1,1,0.1,-,-,-,-,2,0.15,-,-,-,-
Toyama,1,0.02,1,0.03,18,0.62,26,0.9,76,2.62,7,0.24,1,0.03,1,0.03,21,0.72,3,0.1,1,0.03,-,-,1,0.14,-,-,1,0.2,4,0.8,-,-,-,-
Ishikawa,-,-,-,-,26,0.9,37,1.28,88,3.03,18,0.62,1,0.03,-,-,29,1,-,-,2,0.07,-,-,1,0.14,-,-,-,-,1,0.2,-,-,-,-
Fukui,-,-,-,-,20,0.87,22,0.96,92,4,8,0.35,-,-,-,-,10,0.43,1,0.04,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,-,-,-,-,1,0.04,15,0.63,65,2.71,3,0.13,-,-,1,0.04,8,0.33,-,-,1,0.04,-,-,7,0.78,-,-,-,-,2,0.2,-,-,-,-
Nagano,1,0.01,-,-,7,0.13,45,0.85,227,4.28,12,0.23,2,0.04,-,-,44,0.83,3,0.06,1,0.02,-,-,3,0.27,-,-,1,0.1,-,-,-,-,-,-
Gifu,3,0.03,-,-,18,0.34,34,0.64,78,1.47,15,0.28,2,0.04,2,0.04,33,0.62,-,-,2,0.04,-,-,1,0.09,-,-,-,-,1,0.2,-,-,-,-
Shizuoka,-,-,-,-,39,0.44,69,0.78,370,4.2,27,0.31,1,0.01,3,0.03,60,0.68,2,0.02,5,0.06,-,-,1,0.05,1,0.1,-,-,-,-,-,-,-,-
Aichi,8,0.04,9,0.05,52,0.29,164,0.9,446,2.45,35,0.19,5,0.03,3,0.02,78,0.43,-,-,7,0.04,-,-,6,0.17,-,-,1,0.07,-,-,-,-,-,-
Mie,20,0.29,-,-,15,0.34,21,0.48,305,6.93,20,0.45,1,0.02,1,0.02,38,0.86,-,-,1,0.02,-,-,1,0.08,-,-,1,0.11,2,0.22,-,-,-,-
Shiga,4,0.07,-,-,17,0.47,34,0.94,135,3.75,10,0.28,3,0.08,1,0.03,27,0.75,1,0.03,1,0.03,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Kyoto,13,0.1,-,-,25,0.32,75,0.97,244,3.17,20,0.26,1,0.01,-,-,29,0.38,3,0.04,3,0.04,-,-,5,0.28,1,0.14,-,-,1,0.14,-,-,-,-
