"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2021",,,,,,"Data collected as of March 10, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,490,0.1,7360,2.33,5804,1.84,19723,6.25,76506,24.24,3474,1.1,1068,0.34,419,0.13,10260,3.25,736,0.23,1022,0.32,23,0.03,1119,1.61,56,0.12,78,0.16,152,0.32,2,0,21,0.04
Hokkaido,27,0.12,10,0.07,323,2.31,1607,11.48,1675,11.96,196,1.4,6,0.04,11,0.08,251,1.79,4,0.03,26,0.19,1,0.03,29,1,1,0.04,-,-,6,0.26,-,-,2,0.09
Aomori,4,0.06,9,0.21,75,1.79,169,4.02,1013,24.12,41,0.98,4,0.1,1,0.02,123,2.93,-,-,3,0.07,-,-,8,0.73,-,-,1,0.17,2,0.33,-,-,-,-
Iwate,2,0.03,341,8.53,54,1.35,572,14.3,1162,29.05,78,1.95,3,0.08,3,0.08,166,4.15,2,0.05,14,0.35,-,-,32,2.29,1,0.05,2,0.11,7,0.37,-,-,1,0.05
Miyagi,2,0.02,63,1.09,132,2.28,246,4.24,1361,23.47,119,2.05,10,0.17,8,0.14,232,4,1,0.02,33,0.57,-,-,8,0.67,1,0.08,-,-,13,1.08,-,-,-,-
Akita,-,-,2,0.06,36,1.06,184,5.41,364,10.71,51,1.5,6,0.18,8,0.24,72,2.12,2,0.06,3,0.09,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
Yamagata,65,1.44,1,0.03,101,3.48,378,13.03,987,34.03,16,0.55,6,0.21,2,0.07,134,4.62,8,0.28,12,0.41,-,-,17,2.13,1,0.1,-,-,-,-,-,-,-,-
Fukushima,13,0.16,70,1.4,118,2.36,478,9.56,1031,20.62,55,1.1,6,0.12,5,0.1,234,4.68,3,0.06,12,0.24,1,0.08,33,2.54,1,0.14,-,-,1,0.14,-,-,-,-
Ibaraki,8,0.07,2,0.03,81,1.08,386,5.15,1026,13.68,49,0.65,16,0.21,10,0.13,154,2.05,27,0.36,18,0.24,-,-,31,1.82,-,-,1,0.08,7,0.58,-,-,-,-
Tochigi,5,0.07,25,0.52,30,0.63,181,3.77,721,15.02,40,0.83,17,0.35,7,0.15,196,4.08,12,0.25,20,0.42,1,0.08,32,2.67,1,0.14,4,0.57,16,2.29,-,-,-,-
Gunma,4,0.05,-,-,77,1.43,195,3.61,1131,20.94,33,0.61,6,0.11,6,0.11,209,3.87,5,0.09,28,0.52,-,-,58,3.87,2,0.22,-,-,1,0.11,-,-,2,0.22
Saitama,14,0.06,13,0.08,315,1.98,727,4.57,3454,21.72,192,1.21,21,0.13,29,0.18,634,3.99,17,0.11,79,0.5,4,0.1,48,1.23,3,0.27,7,0.64,3,0.27,-,-,2,0.18
Chiba,25,0.12,11,0.08,172,1.3,614,4.65,2093,15.86,168,1.27,18,0.14,16,0.12,367,2.78,5,0.04,57,0.43,1,0.03,75,2.27,3,0.33,4,0.44,3,0.33,-,-,2,0.22
Tokyo,25,0.06,116,0.45,248,0.97,763,2.98,6550,25.59,231,0.9,49,0.19,67,0.26,911,3.56,21,0.08,85,0.33,-,-,40,1.08,2,0.08,7,0.28,6,0.24,1,0.04,-,-
Kanagawa,16,0.05,34,0.15,157,0.69,820,3.61,4263,18.78,210,0.93,19,0.08,39,0.17,695,3.06,22,0.1,71,0.31,3,0.06,124,2.48,2,0.2,-,-,-,-,-,-,-,-
Niigata,11,0.12,-,-,187,3.34,938,16.75,1028,18.36,96,1.71,2,0.04,15,0.27,194,3.46,2,0.04,27,0.48,8,0.8,5,0.5,3,0.23,5,0.38,11,0.85,-,-,-,-
Toyama,5,0.1,23,0.79,99,3.41,304,10.48,521,17.97,21,0.72,6,0.21,7,0.24,90,3.1,9,0.31,7,0.24,-,-,1,0.14,1,0.2,1,0.2,5,1,-,-,-,-
Ishikawa,-,-,-,-,137,4.72,270,9.31,682,23.52,87,3,1,0.03,1,0.03,117,4.03,-,-,10,0.34,-,-,4,0.57,-,-,-,-,4,0.8,-,-,-,-
Fukui,-,-,1,0.04,82,3.57,187,8.13,807,35.09,27,1.17,-,-,2,0.09,79,3.43,5,0.22,10,0.43,-,-,2,0.67,2,0.33,-,-,-,-,-,-,-,-
Yamanashi,-,-,-,-,6,0.25,85,3.54,375,15.63,21,0.88,-,-,3,0.13,51,2.13,-,-,10,0.42,-,-,19,2.11,-,-,2,0.2,3,0.3,-,-,-,-
Nagano,4,0.05,1,0.02,39,0.72,236,4.37,1083,20.06,38,0.7,4,0.07,9,0.17,164,3.04,16,0.3,14,0.26,1,0.09,8,0.73,3,0.3,4,0.4,-,-,-,-,1,0.1
Gifu,15,0.17,1,0.02,71,1.34,129,2.43,384,7.25,27,0.51,2,0.04,7,0.13,123,2.32,1,0.02,7,0.13,-,-,7,0.64,-,-,-,-,3,0.6,-,-,1,0.2
Shizuoka,5,0.04,60,0.68,190,2.16,331,3.76,2022,22.98,77,0.88,9,0.1,9,0.1,255,2.9,4,0.05,29,0.33,-,-,11,0.5,4,0.4,2,0.2,1,0.1,-,-,-,-
Aichi,19,0.1,126,0.69,238,1.31,755,4.15,2840,15.6,106,0.58,20,0.11,13,0.07,416,2.29,2,0.01,44,0.24,-,-,22,0.63,-,-,8,0.53,-,-,-,-,1,0.07
Mie,11,0.16,2,0.05,51,1.16,120,2.73,1393,31.66,56,1.27,3,0.07,5,0.11,158,3.59,3,0.07,8,0.18,-,-,3,0.25,-,-,1,0.11,4,0.44,-,-,-,-
Shiga,16,0.27,-,-,49,1.4,161,4.6,624,17.83,25,0.71,9,0.26,4,0.11,99,2.83,10,0.29,9,0.26,-,-,2,0.25,2,0.29,-,-,-,-,-,-,-,-
Kyoto,56,0.44,29,0.38,81,1.05,417,5.42,1692,21.97,64,0.83,15,0.19,5,0.06,171,2.22,22,0.29,15,0.19,-,-,9,0.5,1,0.14,-,-,1,0.14,-,-,-,-
Osaka,39,0.13,842,4.3,315,1.61,948,4.84,5353,27.31,221,1.13,30,0.15,24,0.12,585,2.98,44,0.22,63,0.32,1,0.02,49,0.94,1,0.06,4,0.25,-,-,-,-,1,0.06
Hyogo,14,0.07,233,1.82,207,1.62,521,4.07,3847,30.05,115,0.9,12,0.09,16,0.13,354,2.77,15,0.12,52,0.41,-,-,58,1.66,1,0.07,5,0.36,3,0.21,1,0.07,-,-
Nara,-,-,31,0.91,77,2.26,130,3.82,585,17.21,27,0.79,2,0.06,-,-,88,2.59,4,0.12,8,0.24,1,0.1,16,1.6,1,0.17,1,0.17,1,0.17,-,-,1,0.17
Wakayama,-,-,-,-,44,1.47,191,6.37,971,32.37,28,0.93,1,0.03,1,0.03,84,2.8,3,0.1,6,0.2,-,-,6,1.5,4,0.36,1,0.09,5,0.45,-,-,-,-
Tottori,1,0.03,4,0.21,48,2.53,500,26.32,336,17.68,28,1.47,18,0.95,4,0.21,67,3.53,4,0.21,1,0.05,-,-,2,0.4,2,0.4,-,-,-,-,-,-,-,-
Shimane,9,0.24,2,0.09,48,2.09,105,4.57,1190,51.74,75,3.26,77,3.35,-,-,94,4.09,6,0.26,-,-,-,-,-,-,2,0.25,6,0.75,1,0.13,-,-,-,-
Okayama,31,0.37,5,0.09,109,2.02,183,3.39,1520,28.15,45,0.83,22,0.41,1,0.02,140,2.59,14,0.26,23,0.43,-,-,9,0.75,2,0.4,1,0.2,2,0.4,-,-,-,-
Hiroshima,10,0.09,46,0.65,137,1.93,258,3.63,2456,34.59,72,1.01,104,1.46,7,0.1,202,2.85,46,0.65,17,0.24,-,-,36,1.89,1,0.05,-,-,8,0.38,-,-,1,0.05
Yamaguchi,3,0.04,34,0.74,59,1.28,330,7.17,1476,32.09,45,0.98,4,0.09,4,0.09,210,4.57,3,0.07,12,0.26,-,-,15,1.67,-,-,1,0.11,5,0.56,-,-,-,-
Tokushima,-,-,13,0.57,47,2.04,66,2.87,502,21.83,17,0.74,-,-,1,0.04,68,2.96,19,0.83,3,0.13,-,-,2,0.5,-,-,1,0.14,1,0.14,-,-,-,-
Kagawa,1,0.02,1,0.04,94,3.36,156,5.57,891,31.82,32,1.14,23,0.82,5,0.18,92,3.29,119,4.25,16,0.57,-,-,8,1.6,-,-,-,-,-,-,-,-,-,-
Ehime,5,0.08,1,0.03,77,2.14,224,6.22,1318,36.61,21,0.58,22,0.61,7,0.19,169,4.69,71,1.97,13,0.36,1,0.13,69,8.63,-,-,1,0.17,-,-,-,-,1,0.17
Kochi,2,0.04,-,-,31,1.11,76,2.71,351,12.54,40,1.43,59,2.11,11,0.39,78,2.79,70,2.5,2,0.07,-,-,3,1,-,-,-,-,1,0.13,-,-,2,0.25
Fukuoka,4,0.02,1667,13.89,412,3.43,2416,20.13,3954,32.95,152,1.27,40,0.33,20,0.17,588,4.9,35,0.29,56,0.47,-,-,71,2.73,1,0.07,1,0.07,2,0.14,-,-,-,-
Saga,-,-,275,11.96,86,3.74,265,11.52,368,16,38,1.65,27,1.17,-,-,145,6.3,3,0.13,5,0.22,-,-,2,0.5,-,-,-,-,2,0.33,-,-,-,-
