"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2017",,,,,,"Data collected as of August 2, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1362671,275.23,30139,9.53,52520,16.61,234311,74.1,559566,176.97,35473,11.22,156716,49.56,7979,2.52,44139,13.96,889,0.28,40017,12.66,54572,17.26,275,0.4,13429,19.35,288,0.6,507,1.06,4651,9.75,151,0.32,4822,10.11
Hokkaido,49316,220.16,3153,22.36,4626,32.81,15907,112.82,12593,89.31,1909,13.54,5631,39.94,213,1.51,1200,8.51,48,0.34,1241,8.8,1572,11.15,9,0.32,313,11.18,6,0.26,15,0.65,147,6.39,-,-,200,8.7
Aomori,15394,240.53,222,5.41,446,10.88,2312,56.39,5891,143.68,305,7.44,875,21.34,182,4.44,572,13.95,2,0.05,247,6.02,460,11.22,2,0.18,84,7.64,9,1.5,4,0.67,125,20.83,-,-,72,12
Iwate,14536,227.13,302,7.74,927,23.77,3436,88.1,6409,164.33,268,6.87,303,7.77,154,3.95,556,14.26,1,0.03,94,2.41,1000,25.64,5,0.36,136,9.71,4,0.21,2,0.11,176,9.26,2,0.11,106,5.58
Miyagi,27049,284.73,653,11.07,1253,21.24,5124,86.85,9336,158.24,744,12.61,1189,20.15,111,1.88,1017,17.24,8,0.14,226,3.83,381,6.46,-,-,83,6.92,2,0.17,1,0.08,148,12.33,-,-,51,4.25
Akita,13130,243.15,120,3.43,250,7.14,1561,44.6,3581,102.31,371,10.6,1219,34.83,43,1.23,255,7.29,14,0.4,105,3,102,2.91,8,1.14,37,5.29,1,0.13,-,-,160,20,2,0.25,56,7
Yamagata,11416,242.89,190,6.33,512,17.07,4877,162.57,4998,166.6,418,13.93,922,30.73,409,13.63,584,19.47,14,0.47,284,9.47,458,15.27,-,-,53,6.63,2,0.2,7,0.7,115,11.5,-,-,78,7.8
Fukushima,23762,308.6,810,17.61,547,11.89,3712,80.7,5874,127.7,716,15.57,264,5.74,290,6.3,898,19.52,8,0.17,164,3.57,505,10.98,1,0.08,307,25.58,5,0.71,13,1.86,76,10.86,4,0.57,218,31.14
Ibaraki,30880,257.33,318,4.24,965,12.87,6034,80.45,10643,141.91,780,10.4,818,10.91,141,1.88,642,8.56,18,0.24,289,3.85,507,6.76,6,0.35,516,30.35,2,0.15,-,-,75,5.77,-,-,122,9.38
Tochigi,17674,232.55,220,4.58,612,12.75,2086,43.46,4079,84.98,541,11.27,651,13.56,61,1.27,717,14.94,2,0.04,158,3.29,366,7.63,-,-,336,28,3,0.43,5,0.71,80,11.43,2,0.29,89,12.71
