"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2017",,,,,,"Data collected as of August 2, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Gunma,23692,252.04,231,4.05,659,11.56,5193,91.11,10885,190.96,474,8.32,1533,26.89,296,5.19,822,14.42,2,0.04,600,10.53,1259,22.09,2,0.15,285,21.92,1,0.13,5,0.63,163,20.38,-,-,311,38.88
Saitama,84839,336.66,1173,7.33,2885,18.03,14951,93.44,31726,198.29,2234,13.96,4856,30.35,468,2.93,2599,16.24,23,0.14,1325,8.28,2210,13.81,48,1.2,899,22.48,8,0.8,13,1.3,83,8.3,10,1,111,11.1
Chiba,68493,320.06,666,4.97,2034,15.18,13252,98.9,21917,163.56,1614,12.04,3328,24.84,247,1.84,1867,13.93,36,0.27,2101,15.68,1095,8.17,21,0.62,885,26.03,15,1.67,19,2.11,120,13.33,1,0.11,101,11.22
Tokyo,107480,260.24,2038,7.81,4142,15.87,18309,70.15,52048,199.42,2910,11.15,10599,40.61,861,3.3,4265,16.34,58,0.22,2431,9.31,2040,7.82,6,0.16,620,16.32,21,0.88,19,0.79,137,5.71,31,1.29,229,9.54
Kanagawa,97673,283.93,1740,8.09,2522,11.73,15287,71.1,37452,174.2,2961,13.77,8450,39.3,492,2.29,3271,15.21,25,0.12,2253,10.48,2950,13.72,26,0.52,2201,44.02,6,0.6,18,1.8,72,7.2,-,-,213,21.3
Niigata,26016,289.07,788,13.82,1333,23.39,4547,79.77,11344,199.02,607,10.65,3197,56.09,215,3.77,741,13,34,0.6,440,7.72,3208,56.28,12,1.2,232,23.2,5,0.38,9,0.69,141,10.85,22,1.69,79,6.08
Toyama,10669,222.27,489,16.86,496,17.1,1603,55.28,5836,201.24,244,8.41,1540,53.1,23,0.79,336,11.59,2,0.07,204,7.03,1018,35.1,5,0.71,231,33,2,0.4,4,0.8,48,9.6,2,0.4,58,11.6
Ishikawa,15981,332.94,159,5.48,634,21.86,2224,76.69,7312,252.14,360,12.41,1874,64.62,80,2.76,376,12.97,6,0.21,255,8.79,149,5.14,-,-,100,14.29,1,0.2,7,1.4,92,18.4,-,-,86,17.2
Fukui,11645,363.91,85,3.86,346,15.73,1730,78.64,5942,270.09,223,10.14,1744,79.27,16,0.73,231,10.5,12,0.55,216,9.82,254,11.55,-,-,11,3.67,12,2,5,0.83,49,8.17,2,0.33,70,11.67
Yamanashi,10611,258.8,31,1.29,712,29.67,1930,80.42,3948,164.5,168,7,1087,45.29,49,2.04,220,9.17,2,0.08,155,6.46,468,19.5,1,0.11,207,23,4,0.4,6,0.6,104,10.4,2,0.2,55,5.5
Nagano,27779,323.01,258,4.87,258,4.87,3763,71,11298,213.17,579,10.92,1018,19.21,137,2.58,509,9.6,21,0.4,356,6.72,3193,60.25,9,0.9,104,10.4,2,0.18,2,0.18,139,12.64,-,-,141,12.82
Gifu,22502,261.65,242,4.65,595,11.44,1723,33.13,5804,111.62,349,6.71,1573,30.25,52,1,459,8.83,12,0.23,281,5.4,1118,21.5,-,-,115,10.45,1,0.2,10,2,116,23.2,-,-,89,17.8
Shizuoka,38725,278.6,435,4.89,1181,13.27,7466,83.89,15966,179.39,746,8.38,3422,38.45,203,2.28,982,11.03,13,0.15,500,5.62,1094,12.29,10,0.48,317,15.1,10,1,25,2.5,112,11.2,30,3,74,7.4
Aichi,65893,337.91,1113,6.12,2207,12.13,9839,54.06,25679,141.09,1701,9.35,8648,47.52,243,1.34,1883,10.35,26,0.14,1320,7.25,1648,9.05,6,0.17,438,12.51,9,0.6,19,1.27,218,14.53,6,0.4,195,13
Mie,19241,267.24,508,11.29,1059,23.53,2245,49.89,7501,166.69,416,9.24,3577,79.49,95,2.11,656,14.58,16,0.36,893,19.84,456,10.13,6,0.5,38,3.17,17,1.89,19,2.11,83,9.22,10,1.11,19,2.11
Shiga,12062,231.96,180,5.81,404,13.03,1132,36.52,5376,173.42,439,14.16,2780,89.68,17,0.55,378,12.19,5,0.16,578,18.65,567,18.29,1,0.13,44,5.5,5,0.71,11,1.57,39,5.57,1,0.14,16,2.29
Kyoto,27822,224.37,240,3.2,1158,15.44,3654,48.72,12109,161.45,476,6.35,4333,57.77,68,0.91,764,10.19,16,0.21,641,8.55,892,11.89,3,0.18,182,10.71,3,0.43,4,0.57,48,6.86,-,-,67,9.57
Osaka,67261,219.09,2723,13.68,3403,17.1,13697,68.83,34955,175.65,2309,11.6,16328,82.05,265,1.33,2821,14.18,59,0.3,2728,13.71,3911,19.65,28,0.54,541,10.4,14,0.88,23,1.44,211,13.19,2,0.13,229,14.31
Hyogo,45006,227.3,1126,8.8,2613,20.41,6117,47.79,26983,210.8,1300,10.16,11018,86.08,459,3.59,1528,11.94,32,0.25,1930,15.08,2667,20.84,10,0.29,485,13.86,18,1.38,25,1.92,117,9,4,0.31,158,12.15
Nara,10263,190.06,548,16.12,822,24.18,2315,68.09,4862,143,338,9.94,1692,49.76,66,1.94,482,14.18,8,0.24,309,9.09,698,20.53,1,0.1,166,16.6,10,1.67,20,3.33,88,14.67,1,0.17,52,8.67
Wakayama,8419,171.82,361,12.03,334,11.13,700,23.33,4118,137.27,288,9.6,1811,60.37,31,1.03,381,12.7,9,0.3,359,11.97,1543,51.43,12,3,66,16.5,3,0.27,18,1.64,61,5.55,5,0.45,67,6.09
Tottori,5980,206.21,131,6.89,305,16.05,3542,186.42,3014,158.63,318,16.74,1466,77.16,29,1.53,219,11.53,13,0.68,468,24.63,754,39.68,2,0.4,118,23.6,5,1,20,4,42,8.4,-,-,74,14.8
Shimane,7264,191.16,74,3.22,292,12.7,1896,82.43,3732,162.26,181,7.87,866,37.65,211,9.17,433,18.83,9,0.39,217,9.43,950,41.3,-,-,1,0.33,1,0.13,11,1.38,56,7,-,-,47,5.88
Okayama,22064,262.67,191,3.54,739,13.69,1792,33.19,9634,178.41,430,7.96,3116,57.7,80,1.48,685,12.69,8,0.15,724,13.41,599,11.09,10,0.83,266,22.17,2,0.4,4,0.8,44,8.8,1,0.2,36,7.2
Hiroshima,26939,236.31,527,7.42,1341,18.89,5221,73.54,11301,159.17,680,9.58,5263,74.13,206,2.9,834,11.75,34,0.48,566,7.97,799,11.25,5,0.26,476,25.05,5,0.25,2,0.1,108,5.4,1,0.05,108,5.4
Yamaguchi,19651,288.99,675,14.06,742,15.46,3376,70.33,6569,136.85,395,8.23,3206,66.79,128,2.67,786,16.38,23,0.48,1494,31.13,2352,49,-,-,196,21.78,5,0.56,2,0.22,103,11.44,1,0.11,88,9.78
Tokushima,8441,228.14,306,13.3,380,16.52,1401,60.91,3953,171.87,142,6.17,907,39.43,71,3.09,464,20.17,7,0.3,440,19.13,527,22.91,1,0.25,16,4,-,-,1,0.17,10,1.67,-,-,12,2
Kagawa,9071,193,265,9.46,464,16.57,1928,68.86,6816,243.43,179,6.39,2336,83.43,56,2,419,14.96,14,0.5,541,19.32,767,27.39,2,0.4,59,11.8,3,0.6,5,1,66,13.2,-,-,153,30.6
Ehime,16507,270.61,338,9.14,412,11.14,3217,86.95,9159,247.54,349,9.43,2749,74.3,247,6.68,729,19.7,9,0.24,407,11,1872,50.59,-,-,396,49.5,2,0.33,1,0.17,50,8.33,-,-,31,5.17
Kochi,14631,304.81,249,8.3,242,8.07,1750,58.33,3721,124.03,395,13.17,2789,92.97,102,3.4,340,11.33,20,0.67,401,13.37,162,5.4,-,-,11,3.67,2,0.25,7,0.88,69,8.63,6,0.75,86,10.75
Fukuoka,72086,364.07,1679,13.99,2055,17.13,13623,113.53,30245,252.04,1989,16.58,8566,71.38,270,2.25,2417,20.14,80,0.67,5481,45.68,2452,20.43,-,-,458,17.62,19,1.27,21,1.4,307,20.47,-,-,52,3.47
Saga,12741,335.29,231,10.5,485,22.05,1434,65.18,3631,165.05,338,15.36,2155,97.95,38,1.73,491,22.32,7,0.32,744,33.82,175,7.95,-,-,46,15.33,5,0.83,7,1.17,32,5.33,1,0.17,124,20.67
Nagasaki,22464,320.91,360,8.18,361,8.2,4236,96.27,5994,136.23,342,7.77,2494,56.68,28,0.64,585,13.3,15,0.34,634,14.41,630,14.32,5,0.63,68,8.5,1,0.08,15,1.25,82,6.83,-,-,123,10.25
Kumamoto,24147,301.84,299,5.98,756,15.12,3445,68.9,12408,248.16,645,12.9,3919,78.38,83,1.66,1070,21.4,8,0.16,1716,34.32,898,17.96,4,0.44,357,39.67,15,1,23,1.53,77,5.13,-,-,123,8.2
Oita,19998,344.79,180,5,451,12.53,3873,107.58,13885,385.69,509,14.14,3024,84,31,0.86,779,21.64,17,0.47,1192,33.11,598,16.61,-,-,105,21,1,0.09,1,0.09,85,7.73,1,0.09,44,4
Miyazaki,23045,397.33,466,13.31,782,22.34,2654,75.83,10181,290.89,617,17.63,4240,121.14,291,8.31,918,26.23,5,0.14,1023,29.23,268,7.66,2,0.4,310,62,-,-,1,0.14,21,3,-,-,114,16.29
Kagoshima,27480,298.7,1174,21.74,2094,38.78,3142,58.19,14414,266.93,667,12.35,2869,53.13,82,1.52,663,12.28,8,0.15,1066,19.74,2838,52.56,-,-,248,35.43,7,0.58,9,0.75,29,2.42,-,-,109,9.08
Okinawa,24933,437.42,1872,55.06,684,20.12,1055,31.03,4444,130.71,509,14.97,471,13.85,39,1.15,295,8.68,80,2.35,220,6.47,142,4.18,6,0.67,266,29.56,14,2,49,7,127,18.14,1,0.14,86,12.29
