"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51st week, 2018",,,,,,"Data collected as of December 26, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1843308,373.14,118978,37.72,72140,22.87,351378,111.41,825780,261.82,53808,17.06,121719,38.59,46943,14.88,70179,22.25,99187,31.45,23381,7.41,546,0.78,30061,43.19,497,1.04,793,1.65,5437,11.33,141,0.29,3210,6.69
Hokkaido,83522,376.23,6497,46.74,3941,28.35,25357,182.42,15616,112.35,2575,18.53,7520,54.1,402,2.89,1867,13.43,3380,24.32,507,3.65,20,0.71,739,26.39,12,0.52,15,0.65,461,20.04,-,-,183,7.96
Aomori,23619,363.37,913,21.74,572,13.62,2703,64.36,8931,212.64,517,12.31,2106,50.14,264,6.29,803,19.12,797,18.98,930,22.14,2,0.18,200,18.18,8,1.33,12,2,276,46,-,-,113,18.83
Iwate,26584,415.38,1551,39.77,1047,26.85,5898,151.23,7386,189.38,512,13.13,1925,49.36,1305,33.46,822,21.08,1092,28,632,16.21,1,0.07,442,31.57,9,0.47,5,0.26,227,11.95,7,0.37,58,3.05
Miyagi,34699,365.25,2479,42.02,1227,20.8,8242,139.69,13795,233.81,1390,23.56,2377,40.29,3754,63.63,1517,25.71,3359,56.93,246,4.17,6,0.5,171,14.25,5,0.42,3,0.25,183,15.25,1,0.08,33,2.75
Akita,20322,383.43,922,27.12,598,17.59,1784,52.47,4592,135.06,414,12.18,370,10.88,155,4.56,395,11.62,913,26.85,195,5.74,7,1,92,13.14,8,1,1,0.13,627,78.38,3,0.38,70,8.75
Yamagata,16734,356.04,1753,60.45,947,32.66,4741,163.48,7734,266.69,694,23.93,1358,46.83,618,21.31,867,29.9,2857,98.52,140,4.83,1,0.14,133,19,10,1,7,0.7,160,16,-,-,22,2.2
Fukushima,31797,392.56,3057,63.69,1241,25.85,5392,112.33,8319,173.31,932,19.42,1051,21.9,605,12.6,1397,29.1,2558,53.29,483,10.06,7,0.58,971,80.92,3,0.5,4,0.67,68,11.33,2,0.33,29,4.83
Ibaraki,42954,357.95,1827,24.36,1748,23.31,7876,105.01,15087,201.16,1127,15.03,1102,14.69,500,6.67,1117,14.89,2150,28.67,273,3.64,7,0.41,1064,62.59,2,0.15,7,0.54,226,17.38,-,-,20,1.54
Tochigi,21837,287.33,1487,30.98,533,11.1,3864,80.5,6452,134.42,689,14.35,840,17.5,996,20.75,1133,23.6,1331,27.73,175,3.65,3,0.25,330,27.5,6,0.86,8,1.14,92,13.14,3,0.43,24,3.43
Gunma,30460,350.11,1491,28.13,1471,27.75,6166,116.34,14674,276.87,752,14.19,2905,54.81,382,7.21,1300,24.53,2240,42.26,480,9.06,8,0.57,826,59,4,0.44,13,1.44,101,11.22,-,-,54,6
Saitama,101844,399.39,4952,30.76,4025,25,25847,160.54,49745,308.98,4213,26.17,5552,34.48,3995,24.81,4104,25.49,5146,31.96,943,5.86,72,1.8,2026,50.65,9,0.9,60,6,87,8.7,4,0.4,43,4.3
Chiba,84104,396.72,2970,22.33,3555,26.73,16871,126.85,28524,214.47,2411,18.13,3916,29.44,2488,18.71,2646,19.89,4014,30.18,743,5.59,28,0.82,1306,38.41,22,2.44,56,6.22,119,13.22,4,0.44,39,4.33
Tokyo,132717,322.13,7784,30.05,4598,17.75,31582,121.94,76854,296.73,4374,16.89,8370,32.32,10350,39.96,6692,25.84,8183,31.59,1234,4.76,14,0.38,1044,28.22,31,1.24,33,1.32,225,9,38,1.52,111,4.44
Kanagawa,126319,370.44,4811,22.48,3732,17.44,22257,104,50282,234.96,4783,22.35,5227,24.43,9923,46.37,5142,24.03,5867,27.42,1508,7.05,25,0.49,4871,95.51,12,1.09,30,2.73,110,10,-,-,51,4.64
Niigata,35955,403.99,3503,62.55,3104,55.43,9339,166.77,11884,212.21,1115,19.91,1166,20.82,1479,26.41,1336,23.86,3859,68.91,682,12.18,37,3.7,696,69.6,13,1,7,0.54,141,10.85,14,1.08,22,1.69
Toyama,16164,336.75,1374,47.38,1165,40.17,2217,76.45,7847,270.59,366,12.62,612,21.1,217,7.48,591,20.38,982,33.86,94,3.24,17,2.43,65,9.29,5,1,2,0.4,38,7.6,4,0.8,16,3.2
Ishikawa,16074,334.88,1287,44.38,908,31.31,4920,169.66,8345,287.76,578,19.93,493,17,326,11.24,619,21.34,784,27.03,107,3.69,1,0.14,125,17.86,3,0.6,13,2.6,173,34.6,-,-,10,2
Fukui,12069,354.97,915,41.59,697,31.68,3453,156.95,7176,326.18,340,15.45,667,30.32,63,2.86,459,20.86,392,17.82,234,10.64,-,-,47,15.67,24,4,4,0.67,29,4.83,7,1.17,85,14.17
Yamanashi,15432,376.39,585,24.38,268,11.17,1980,82.5,4854,202.25,254,10.58,550,22.92,401,16.71,378,15.75,785,32.71,159,6.63,11,1.22,400,44.44,10,1,13,1.3,117,11.7,4,0.4,31,3.1
Nagano,34399,399.99,1398,26.38,847,15.98,6362,120.04,14399,271.68,730,13.77,658,12.42,434,8.19,825,15.57,3454,65.17,376,7.09,15,1.5,180,18,16,1.45,5,0.45,135,12.27,2,0.18,87,7.91
Gifu,27206,316.35,1362,26.19,804,15.46,2725,52.4,9723,186.98,367,7.06,596,11.46,177,3.4,718,13.81,1088,20.92,256,4.92,3,0.27,186,16.91,1,0.2,10,2,64,12.8,-,-,95,19
Shizuoka,51449,372.82,2823,32.08,1802,20.48,7707,87.58,22127,251.44,866,9.84,1646,18.7,977,11.1,1525,17.33,4393,49.92,1126,12.8,10,0.48,778,37.05,8,0.89,39,4.33,53,5.89,4,0.44,19,2.11
Aichi,87569,449.07,5149,28.29,2345,12.88,15499,85.16,41897,230.2,2653,14.58,2872,15.78,895,4.92,3034,16.67,5439,29.88,943,5.18,9,0.26,1097,31.34,10,0.67,34,2.27,213,14.2,3,0.2,158,10.53
Mie,28839,406.18,2341,53.2,1119,25.43,4672,106.18,12346,280.59,684,15.55,834,18.95,179,4.07,1085,24.66,2113,48.02,223,5.07,5,0.45,64,5.82,14,1.56,23,2.56,80,8.89,2,0.22,17,1.89
Shiga,17964,345.46,716,23.1,424,13.68,1897,61.19,6959,224.48,516,16.65,1413,45.58,84,2.71,519,16.74,1075,34.68,333,10.74,1,0.13,164,20.5,6,0.86,16,2.29,16,2.29,-,-,14,2
Kyoto,40645,325.16,1848,24.32,1006,13.24,5485,72.17,17756,233.63,922,12.13,2039,26.83,300,3.95,1214,15.97,1489,19.59,270,3.55,3,0.18,342,20.12,7,1,2,0.29,43,6.14,-,-,52,7.43
Osaka,94781,311.78,10034,50.68,5065,25.58,20902,105.57,53778,271.61,3819,19.29,4899,24.74,1561,7.88,4420,22.32,5282,26.68,1242,6.27,44,0.86,1262,24.75,18,1.06,26,1.53,161,9.47,2,0.12,228,13.41
Hyogo,68192,344.4,4683,36.59,2704,21.13,8764,68.47,37588,293.66,2365,18.48,3235,25.27,562,4.39,2336,18.25,2826,22.08,642,5.02,32,0.94,1242,36.53,37,2.85,32,2.46,85,6.54,2,0.15,115,8.85
Nara,16880,312.59,1616,47.53,689,20.26,2909,85.56,8149,239.68,464,13.65,1164,34.24,264,7.76,724,21.29,942,27.71,124,3.65,3,0.3,361,36.1,14,2.33,11,1.83,66,11,-,-,56,9.33
Wakayama,15322,319.21,1211,40.37,544,18.13,1360,45.33,4777,159.23,395,13.17,567,18.9,196,6.53,611,20.37,738,24.6,139,4.63,56,18.67,63,21,6,0.55,10,0.91,86,7.82,6,0.55,52,4.73
Tottori,11088,382.34,621,32.68,449,23.63,4425,232.89,6239,328.37,183,9.63,580,30.53,23,1.21,416,21.89,507,26.68,53,2.79,3,0.6,140,28,9,1.8,18,3.6,26,5.2,1,0.2,62,12.4
Shimane,10245,276.89,883,40.14,351,15.95,2426,110.27,6616,300.73,247,11.23,1222,55.55,21,0.95,624,28.36,410,18.64,209,9.5,-,-,30,10,14,1.75,53,6.63,22,2.75,-,-,78,9.75
Okayama,29082,346.21,1259,23.31,688,12.74,4387,81.24,17687,327.54,759,14.06,939,17.39,252,4.67,1036,19.19,812,15.04,282,5.22,16,1.33,461,38.42,7,1.4,4,0.8,23,4.6,-,-,30,6
Hiroshima,35146,308.3,2479,34.92,1647,23.2,6933,97.65,22994,323.86,885,12.46,2808,39.55,176,2.48,1258,17.72,1761,24.8,414,5.83,21,1.11,849,44.68,7,0.35,6,0.3,87,4.35,2,0.1,381,19.05
Yamaguchi,27309,407.6,2724,57.96,827,17.6,6822,145.15,12700,270.21,621,13.21,2849,60.62,181,3.85,1203,25.6,1424,30.3,287,6.11,2,0.22,309,34.33,7,0.78,6,0.67,44,4.89,-,-,107,11.89
Tokushima,12145,328.24,1668,72.52,459,19.96,1707,74.22,6257,272.04,253,11,1209,52.57,193,8.39,844,36.7,817,35.52,110,4.78,-,-,58,14.5,4,0.57,3,0.43,26,3.71,1,0.14,2,0.29
Kagawa,16365,355.76,1304,48.3,559,20.7,2522,93.41,9368,346.96,349,12.93,743,27.52,93,3.44,746,27.63,1347,49.89,243,9,5,1,171,34.2,7,1.4,6,1.2,34,6.8,1,0.2,44,8.8
Ehime,23791,396.52,2119,58.86,560,15.56,4990,138.61,13464,374,490,13.61,3098,86.06,150,4.17,1192,33.11,1088,30.22,283,7.86,2,0.29,782,111.71,1,0.17,2,0.33,144,24,-,-,47,7.83
Kochi,21232,442.33,1140,38,526,17.53,1917,63.9,4881,162.7,280,9.33,1181,39.37,194,6.47,538,17.93,477,15.9,73,2.43,-,-,113,37.67,5,0.63,1,0.13,102,12.75,20,2.5,34,4.25
Fukuoka,94203,478.19,6491,54.55,4384,36.84,19431,163.29,47873,402.29,2671,22.45,11401,95.81,806,6.77,4024,33.82,3364,28.27,1804,15.16,16,0.62,1921,73.88,31,2.07,42,2.8,162,10.8,-,-,80,5.33
Saga,15980,420.53,1168,53.09,855,38.86,1700,77.27,5419,246.32,348,15.82,1446,65.73,130,5.91,757,34.41,1215,55.23,92,4.18,4,1.33,118,39.33,5,0.83,19,3.17,40,6.67,1,0.17,56,9.33
Nagasaki,27861,403.78,1752,39.82,959,21.8,4930,112.05,10494,238.5,692,15.73,2775,63.07,138,3.14,963,21.89,832,18.91,154,3.5,7,0.88,323,40.38,14,1.17,34,2.83,93,7.75,-,-,98,8.17
Kumamoto,31598,394.98,2246,44.92,992,19.84,3785,75.7,18272,365.44,577,11.54,4730,94.6,78,1.56,1697,33.94,1735,34.7,269,5.38,4,0.44,847,94.11,10,0.67,28,1.87,36,2.4,-,-,44,2.93
Oita,28005,482.84,1387,38.53,660,18.33,2913,80.92,20731,575.86,1027,28.53,5235,145.42,51,1.42,1114,30.94,1227,34.08,894,24.83,3,0.6,235,47,2,0.18,4,0.36,69,6.27,-,-,26,2.36
Miyazaki,28174,485.76,2593,74.09,1365,39,3810,108.86,18189,519.69,730,20.86,5630,160.86,149,4.26,1535,43.86,1113,31.8,1241,35.46,1,0.17,899,149.83,3,0.43,-,-,5,0.71,-,-,156,22.29
Kagoshima,43010,467.5,3314,61.37,3167,58.65,7415,137.31,20486,379.37,1014,18.78,5049,93.5,213,3.94,1304,24.15,1164,21.56,1338,24.78,1,0.14,500,71.43,7,0.58,6,0.5,16,1.33,-,-,15,1.25
Okinawa,31622,554.77,2491,73.26,966,28.41,2494,73.35,6514,191.59,865,25.44,2794,82.18,243,7.15,732,21.53,366,10.76,196,5.76,13,1.44,1018,113.11,31,4.43,60,8.57,46,6.57,3,0.43,43,6.14
