"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2015",,,,,,"Data collected as of July 1, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1146776,232.66,29483,9.37,35573,11.3,223091,70.89,560353,178.06,41755,13.27,83548,26.55,44728,14.21,41746,13.27,1127,0.36,17044,5.42,28802,9.15,237,0.35,8824,12.86,207,0.44,385,0.81,2886,6.08,172,0.36,3859,8.12
Hokkaido,41391,182.34,1903,13.31,3023,21.14,13709,95.87,14033,98.13,1977,13.83,1558,10.9,1886,13.19,1187,8.3,49,0.34,99,0.69,1793,12.54,6,0.22,249,9.22,-,-,6,0.27,94,4.27,1,0.05,369,16.77
Aomori,14789,227.52,338,8.05,321,7.64,1766,42.05,4497,107.07,435,10.36,615,14.64,681,16.21,474,11.29,2,0.05,28,0.67,65,1.55,-,-,145,13.18,6,1,9,1.5,71,11.83,-,-,114,19
Iwate,15427,237.34,285,7.13,304,7.6,3140,78.5,6869,171.73,579,14.48,188,4.7,445,11.13,448,11.2,7,0.18,119,2.98,90,2.25,-,-,124,8.86,2,0.11,2,0.11,123,6.47,2,0.11,134,7.05
Miyagi,19598,208.49,346,5.97,720,12.41,4159,71.71,12872,221.93,974,16.79,856,14.76,1283,22.12,918,15.83,1,0.02,84,1.45,202,3.48,3,0.25,88,7.33,1,0.08,3,0.25,184,15.33,1,0.08,76,6.33
Akita,13227,249.57,117,3.44,286,8.41,1376,40.47,3825,112.5,352,10.35,71,2.09,132,3.88,192,5.65,2,0.06,30,0.88,270,7.94,10,1.43,52,7.43,1,0.13,-,-,93,11.63,-,-,56,7
Yamagata,10041,213.64,126,4.34,652,22.48,3661,126.24,7756,267.45,506,17.45,1106,38.14,385,13.28,511,17.62,7,0.24,25,0.86,497,17.14,-,-,30,4.29,2,0.2,6,0.6,24,2.4,9,0.9,49,4.9
Fukushima,19036,250.47,708,15.73,476,10.58,2985,66.33,7729,171.76,567,12.6,1325,29.44,1129,25.09,714,15.87,10,0.22,72,1.6,652,14.49,-,-,199,16.58,2,0.29,4,0.57,105,15,2,0.29,125,17.86
Ibaraki,22495,187.46,401,5.35,701,9.35,5305,70.73,12804,170.72,942,12.56,575,7.67,1059,14.12,684,9.12,11,0.15,125,1.67,611,8.15,9,0.53,346,20.35,2,0.15,1,0.08,29,2.23,1,0.08,37,2.85
