"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33rd week, 2021",,,,,,"Data collected as of August 25, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,737,0.15,188537,59.82,24731,7.85,63996,20.3,298490,94.7,11359,3.6,8292,2.63,1578,0.5,40022,12.7,10141,3.22,4972,1.58,87,0.13,4208,6.06,233,0.49,288,0.6,510,1.07,15,0.03,59,0.12
Hokkaido,53,0.24,5230,37.9,1368,9.91,4373,31.69,6859,49.7,630,4.57,96,0.7,46,0.33,1044,7.57,51,0.37,106,0.77,2,0.07,93,3.32,4,0.18,1,0.05,21,0.95,-,-,3,0.14
Aomori,6,0.09,1179,28.07,270,6.43,403,9.6,3531,84.07,127,3.02,29,0.69,29,0.69,440,10.48,53,1.26,31,0.74,-,-,21,1.91,2,0.33,2,0.33,15,2.5,-,-,-,-
Iwate,3,0.05,1354,33.85,187,4.68,1674,41.85,4148,103.7,175,4.38,327,8.18,31,0.78,646,16.15,47,1.18,45,1.13,-,-,74,5.29,3,0.16,4,0.21,15,0.79,-,-,2,0.11
Miyagi,10,0.11,4715,81.29,448,7.72,747,12.88,4126,71.14,275,4.74,106,1.83,37,0.64,927,15.98,32,0.55,110,1.9,1,0.08,51,4.25,2,0.17,-,-,33,2.75,-,-,1,0.08
Akita,-,-,1569,46.15,141,4.15,609,17.91,1747,51.38,157,4.62,23,0.68,15,0.44,268,7.88,36,1.06,14,0.41,2,0.29,15,2.14,1,0.13,-,-,1,0.13,-,-,2,0.25
Yamagata,66,1.47,2780,95.86,338,11.66,962,33.17,2120,73.1,84,2.9,49,1.69,14,0.48,469,16.17,359,12.38,44,1.52,-,-,36,4.5,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,3044,60.88,547,10.94,1234,24.68,4324,86.48,175,3.5,52,1.04,29,0.58,950,19,54,1.08,81,1.62,1,0.08,119,9.15,6,0.86,1,0.14,1,0.14,-,-,2,0.29
Ibaraki,17,0.14,2182,29.09,421,5.61,1620,21.6,4814,64.19,211,2.81,103,1.37,29,0.39,625,8.33,546,7.28,99,1.32,-,-,218,12.82,-,-,2,0.17,75,6.25,-,-,1,0.08
