"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2016",,,,,,"Data collected as of September 7, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1583406,320.59,34474,10.93,49434,15.67,267912,84.94,618806,196.2,42582,13.5,27265,8.64,45032,14.28,52915,16.78,2058,0.65,102818,32.6,104751,33.21,277,0.4,16760,24.25,322,0.68,918,1.94,10376,21.89,241,0.51,5021,10.59
Hokkaido,83463,370.95,1846,13,2244,15.8,21024,148.06,14625,102.99,2215,15.6,652,4.59,2959,20.84,1483,10.44,63,0.44,4169,29.36,6803,47.91,-,-,349,12.46,7,0.32,27,1.23,704,32,5,0.23,370,16.82
Aomori,17490,269.08,294,7,532,12.67,2262,53.86,5278,125.67,385,9.17,140,3.33,507,12.07,623,14.83,9,0.21,413,9.83,829,19.74,3,0.27,174,15.82,11,1.83,13,2.17,150,25,-,-,108,18
Iwate,21213,331.45,332,8.3,433,10.83,4999,124.98,8095,202.38,448,11.2,100,2.5,239,5.98,592,14.8,8,0.2,556,13.9,685,17.13,4,0.29,250,17.86,5,0.26,5,0.26,267,14.05,1,0.05,165,8.68
Miyagi,28058,295.35,465,7.88,661,11.2,7302,123.76,11745,199.07,1048,17.76,950,16.1,305,5.17,1139,19.31,19,0.32,2385,40.42,795,13.47,-,-,86,7.17,8,0.67,-,-,261,21.75,-,-,14,1.17
Akita,14324,265.26,82,2.34,285,8.14,1780,50.86,4332,123.77,332,9.49,159,4.54,1485,42.43,343,9.8,132,3.77,421,12.03,194,5.54,1,0.14,74,10.57,-,-,1,0.13,139,17.38,-,-,139,17.38
Yamagata,13930,296.38,187,6.45,621,21.41,5276,181.93,6593,227.34,375,12.93,203,7,1440,49.66,690,23.79,14,0.48,1870,64.48,2156,74.34,-,-,52,6.5,3,0.3,10,1,89,8.9,4,0.4,18,1.8
Fukushima,23126,300.34,550,11.96,902,19.61,2894,62.91,6018,130.83,709,15.41,175,3.8,920,20,1024,22.26,18,0.39,1617,35.15,321,6.98,-,-,348,29,6,0.86,9,1.29,97,13.86,8,1.14,60,8.57
Ibaraki,33124,276.03,296,3.95,827,11.03,4921,65.61,14033,187.11,987,13.16,846,11.28,695,9.27,798,10.64,21,0.28,1829,24.39,2396,31.95,2,0.12,685,40.29,2,0.15,10,0.77,203,15.62,-,-,35,2.69
