"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50th week, 2020",,,,,,"Data collected as of December 16, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,563277,114.19,16992,5.39,32687,10.37,194218,61.6,396286,125.69,30288,9.61,17641,5.59,18157,5.76,62644,19.87,24699,7.83,7771,2.46,177,0.26,8750,12.61,382,0.8,440,0.92,3464,7.25,56,0.12,238,0.5
Hokkaido,27011,122.22,931,6.75,1922,13.93,10137,73.46,6260,45.36,1253,9.08,237,1.72,1449,10.5,1767,12.8,286,2.07,194,1.41,9,0.32,466,16.64,9,0.41,9,0.41,220,10,1,0.05,30,1.36
Aomori,5301,81.55,190,4.52,341,8.12,1686,40.14,4884,116.29,315,7.5,310,7.38,376,8.95,733,17.45,43,1.02,52,1.24,1,0.09,108,9.82,2,0.33,2,0.33,60,10,-,-,2,0.33
Iwate,9109,140.14,391,9.78,385,9.63,4128,103.2,5315,132.88,410,10.25,361,9.03,224,5.6,974,24.35,61,1.53,99,2.48,-,-,190,13.57,5,0.26,3,0.16,85,4.47,-,-,6,0.32
Miyagi,7749,82.44,428,7.38,561,9.67,3772,65.03,5977,103.05,558,9.62,390,6.72,178,3.07,1415,24.4,66,1.14,131,2.26,3,0.25,82,6.83,2,0.17,1,0.08,229,19.08,1,0.08,2,0.17
Akita,7134,134.6,58,1.71,203,5.97,1045,30.74,2688,79.06,266,7.82,284,8.35,97,2.85,379,11.15,35,1.03,45,1.32,4,0.67,41,6.83,1,0.13,-,-,28,3.5,1,0.13,2,0.25
Yamagata,4164,92.53,133,4.59,569,19.62,3526,121.59,4702,162.14,359,12.38,101,3.48,239,8.24,801,27.62,819,28.24,40,1.38,1,0.14,75,10.71,6,0.6,-,-,31,3.1,1,0.1,1,0.1
Fukushima,10246,123.45,352,7.04,648,12.96,3978,79.56,4493,89.86,571,11.42,258,5.16,624,12.48,1497,29.94,294,5.88,117,2.34,-,-,278,21.38,6,1,3,0.5,38,6.33,-,-,3,0.5
Ibaraki,11754,97.95,185,2.47,746,9.95,4293,57.24,8142,108.56,718,9.57,226,3.01,269,3.59,935,12.47,165,2.2,131,1.75,2,0.12,487,28.65,-,-,8,0.67,133,11.08,-,-,5,0.42
Tochigi,5947,78.25,166,3.46,187,3.9,1759,36.65,3056,63.67,419,8.73,152,3.17,167,3.48,1083,22.56,92,1.92,119,2.48,-,-,109,9.08,3,0.43,8,1.14,76,10.86,3,0.43,2,0.29
Gunma,11041,128.38,113,2.13,524,9.89,2363,44.58,5941,112.09,555,10.47,162,3.06,236,4.45,1127,21.26,95,1.79,145,2.74,1,0.07,249,17.79,11,1.22,4,0.44,87,9.67,2,0.22,1,0.11
Saitama,29323,116.36,554,3.48,1585,9.97,9556,60.1,24016,151.04,2044,12.86,775,4.87,557,3.5,3522,22.15,400,2.52,545,3.43,39,1,543,13.92,11,1,22,2,87,7.91,-,-,1,0.09
Chiba,24843,117.74,317,2.4,681,5.16,10031,75.99,13468,102.03,1295,9.81,419,3.17,396,3,2342,17.74,241,1.83,425,3.22,7,0.21,454,13.76,12,1.33,17,1.89,82,9.11,-,-,1,0.11
Tokyo,33418,81.91,557,2.18,1387,5.42,13038,50.93,38106,148.85,2493,9.74,1007,3.93,454,1.77,5312,20.75,662,2.59,663,2.59,10,0.27,349,9.43,27,1.13,32,1.33,166,6.92,25,1.04,7,0.29
Kanagawa,29742,85.71,541,2.42,1061,4.74,11926,53.24,24936,111.32,2097,9.36,721,3.22,409,1.83,4033,18,276,1.23,582,2.6,9,0.18,1130,22.6,8,0.73,23,2.09,50,4.55,1,0.09,5,0.45
Niigata,9890,109.89,412,7.23,1391,24.4,7817,137.14,5520,96.84,898,15.75,262,4.6,170,2.98,1285,22.54,49,0.86,146,2.56,20,2,109,10.9,8,0.62,6,0.46,111,8.54,3,0.23,1,0.08
Toyama,3566,74.29,77,2.66,463,15.97,3254,112.21,4851,167.28,335,11.55,122,4.21,240,8.28,553,19.07,118,4.07,39,1.34,-,-,29,4.83,3,0.6,8,1.6,69,13.8,1,0.2,4,0.8
Ishikawa,6189,128.94,109,3.76,353,12.17,3528,121.66,4610,158.97,462,15.93,154,5.31,240,8.28,552,19.03,36,1.24,47,1.62,-,-,14,2,-,-,7,1.4,67,13.4,-,-,1,0.2
Fukui,4976,134.49,103,4.48,432,18.78,1522,66.17,3708,161.22,143,6.22,63,2.74,381,16.57,398,17.3,118,5.13,37,1.61,1,0.33,15,5,9,1.5,7,1.17,19,3.17,3,0.5,-,-
Yamanashi,4329,105.59,42,1.75,60,2.5,823,34.29,2324,96.83,159,6.63,41,1.71,86,3.58,284,11.83,28,1.17,43,1.79,1,0.11,170,18.89,7,0.7,6,0.6,49,4.9,1,0.1,-,-
Nagano,11117,129.27,344,6.49,165,3.11,2619,49.42,8344,157.43,523,9.87,129,2.43,582,10.98,935,17.64,311,5.87,96,1.81,2,0.2,82,8.2,6,0.55,11,1,38,3.45,-,-,16,1.45
Gifu,11492,133.63,180,3.46,410,7.88,1183,22.75,3495,67.21,168,3.23,110,2.12,182,3.5,662,12.73,24,0.46,55,1.06,1,0.09,54,4.91,-,-,-,-,42,8.4,-,-,4,0.8
Shizuoka,15965,114.86,270,3.03,763,8.57,4736,53.21,10101,113.49,613,6.89,256,2.88,350,3.93,1556,17.48,319,3.58,242,2.72,2,0.09,273,12.41,13,1.3,22,2.2,74,7.4,1,0.1,-,-
Aichi,31902,163.6,614,3.37,1311,7.2,8755,48.1,18164,99.8,1029,5.65,498,2.74,829,4.55,2577,14.16,214,1.18,318,1.75,5,0.14,155,4.43,18,1.2,34,2.27,165,11,1,0.07,7,0.47
Mie,8525,120.07,292,6.64,582,13.23,1855,42.16,5275,119.89,387,8.8,105,2.39,464,10.55,932,21.18,94,2.14,65,1.48,-,-,36,3.27,14,1.56,11,1.22,68,7.56,-,-,1,0.11
Shiga,7163,125.67,81,2.38,230,6.76,1351,39.74,3357,98.74,222,6.53,133,3.91,156,4.59,496,14.59,255,7.5,66,1.94,1,0.13,11,1.38,15,2.14,6,0.86,41,5.86,-,-,2,0.29
Kyoto,15028,120.22,175,2.3,533,7.01,3622,47.66,6380,83.95,491,6.46,288,3.79,297,3.91,1084,14.26,361,4.75,103,1.36,-,-,103,6.06,3,0.5,8,1.33,87,14.5,-,-,-,-
Osaka,42934,143.59,1099,5.61,1927,9.83,9104,46.45,22464,114.61,1671,8.53,615,3.14,745,3.8,3671,18.73,1526,7.79,525,2.68,11,0.22,348,6.82,10,0.63,15,0.94,92,5.75,1,0.06,3,0.19
Hyogo,24347,122.96,625,4.88,1188,9.28,4003,31.27,17426,136.14,985,7.7,390,3.05,579,4.52,2137,16.7,937,7.32,286,2.23,10,0.29,483,13.8,43,3.07,33,2.36,125,8.93,1,0.07,8,0.57
Nara,5929,107.8,174,5.12,278,8.18,1315,38.68,3719,109.38,252,7.41,158,4.65,279,8.21,653,19.21,311,9.15,34,1,3,0.3,85,8.5,7,1.17,7,1.17,29,4.83,1,0.17,9,1.5
Wakayama,4324,88.24,315,10.86,271,9.34,988,34.07,2617,90.24,203,7,39,1.34,219,7.55,522,18,61,2.1,39,1.34,6,1.5,19,4.75,15,1.36,11,1,116,10.55,2,0.18,1,0.09
Tottori,3159,108.93,50,2.63,311,16.37,3000,157.89,2841,149.53,240,12.63,115,6.05,316,16.63,358,18.84,288,15.16,23,1.21,-,-,55,11,3,0.6,6,1.2,29,5.8,-,-,2,0.4
Shimane,3553,93.5,79,3.43,165,7.17,1043,45.35,3114,135.39,176,7.65,94,4.09,175,7.61,661,28.74,239,10.39,27,1.17,-,-,9,3,4,0.5,7,0.88,25,3.13,-,-,-,-
Okayama,12152,144.67,172,3.19,625,11.57,1535,28.43,8357,154.76,396,7.33,414,7.67,330,6.11,753,13.94,798,14.78,136,2.52,4,0.33,97,8.08,7,1.4,2,0.4,18,3.6,-,-,1,0.2
