"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1st week, 2022",,,,,,"Data collected as of January 12, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,50,0.01,882,0.28,773,0.25,1222,0.39,14564,4.66,440,0.14,1168,0.37,30,0.01,817,0.26,186,0.06,68,0.02,3,0,128,0.19,5,0.01,6,0.01,3,0.01,-,-,3,0.01
Hokkaido,-,-,65,0.46,60,0.43,80,0.57,152,1.09,27,0.19,16,0.11,-,-,28,0.2,2,0.01,-,-,-,-,4,0.14,-,-,-,-,-,-,-,-,1,0.04
Aomori,-,-,1,0.02,10,0.24,12,0.29,124,3.02,6,0.15,16,0.39,1,0.02,13,0.32,-,-,2,0.05,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
Iwate,-,-,30,0.77,7,0.18,26,0.67,142,3.64,7,0.18,1,0.03,-,-,10,0.26,7,0.18,2,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Miyagi,1,0.01,2,0.03,10,0.17,19,0.33,361,6.22,13,0.22,15,0.26,1,0.02,22,0.38,5,0.09,2,0.03,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
Akita,1,0.02,-,-,7,0.21,9,0.26,68,2,4,0.12,1,0.03,-,-,6,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamagata,1,0.02,-,-,17,0.59,19,0.66,195,6.72,10,0.34,7,0.24,-,-,11,0.38,7,0.24,-,-,-,-,4,0.5,-,-,-,-,-,-,-,-,-,-
Fukushima,1,0.01,4,0.08,17,0.34,23,0.46,105,2.1,6,0.12,3,0.06,6,0.12,14,0.28,2,0.04,1,0.02,-,-,9,0.69,-,-,-,-,-,-,-,-,-,-
Ibaraki,1,0.01,4,0.05,8,0.11,31,0.41,210,2.8,6,0.08,9,0.12,-,-,19,0.25,-,-,5,0.07,-,-,5,0.29,-,-,-,-,1,0.08,-,-,-,-
Tochigi,1,0.01,1,0.02,8,0.17,18,0.38,93,1.94,4,0.08,19,0.4,-,-,23,0.48,1,0.02,2,0.04,-,-,3,0.25,1,0.14,-,-,-,-,-,-,-,-
Gunma,1,0.01,9,0.17,12,0.22,12,0.22,185,3.43,8,0.15,4,0.07,-,-,21,0.39,5,0.09,-,-,-,-,4,0.29,-,-,-,-,-,-,-,-,-,-
Saitama,3,0.01,10,0.06,31,0.2,28,0.18,938,6.05,20,0.13,20,0.13,1,0.01,33,0.21,3,0.02,6,0.04,-,-,11,0.29,1,0.09,-,-,-,-,-,-,-,-
Chiba,2,0.01,-,-,19,0.15,58,0.47,496,4.03,20,0.16,18,0.15,1,0.01,31,0.25,1,0.01,1,0.01,-,-,5,0.16,-,-,-,-,-,-,-,-,-,-
Tokyo,3,0.01,5,0.02,23,0.09,55,0.22,1245,4.92,25,0.1,55,0.22,4,0.02,53,0.21,21,0.08,5,0.02,-,-,7,0.18,-,-,-,-,1,0.04,-,-,-,-
Kanagawa,1,0,2,0.01,19,0.09,31,0.14,718,3.32,26,0.12,55,0.25,1,0,42,0.19,4,0.02,6,0.03,-,-,20,0.44,-,-,1,0.1,-,-,-,-,-,-
Niigata,-,-,1,0.02,29,0.5,55,0.95,229,3.95,14,0.24,55,0.95,-,-,29,0.5,19,0.33,2,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Toyama,-,-,9,0.31,25,0.86,20,0.69,164,5.66,3,0.1,23,0.79,-,-,3,0.1,10,0.34,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Ishikawa,-,-,5,0.17,17,0.59,11,0.38,170,5.86,3,0.1,11,0.38,-,-,8,0.28,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukui,-,-,6,0.26,12,0.52,6,0.26,117,5.09,2,0.09,15,0.65,-,-,7,0.3,1,0.04,-,-,-,-,1,0.33,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,-,-,1,0.04,-,-,2,0.08,87,3.63,2,0.08,3,0.13,-,-,2,0.08,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nagano,-,-,6,0.11,3,0.06,7,0.13,205,3.8,15,0.28,9,0.17,-,-,12,0.22,3,0.06,1,0.02,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
Gifu,2,0.02,2,0.04,19,0.36,14,0.26,112,2.11,3,0.06,4,0.08,-,-,10,0.19,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shizuoka,3,0.02,1,0.01,18,0.2,36,0.4,432,4.85,10,0.11,13,0.15,3,0.03,20,0.22,2,0.02,1,0.01,-,-,4,0.18,-,-,1,0.1,-,-,-,-,-,-
Aichi,2,0.01,7,0.04,25,0.14,39,0.21,647,3.55,11,0.06,32,0.18,-,-,30,0.16,2,0.01,3,0.02,-,-,3,0.09,-,-,-,-,-,-,-,-,-,-
Mie,-,-,-,-,10,0.22,2,0.04,225,5,4,0.09,34,0.76,-,-,9,0.2,4,0.09,1,0.02,1,0.08,-,-,-,-,-,-,-,-,-,-,-,-
Shiga,-,-,2,0.06,8,0.22,7,0.19,151,4.19,10,0.28,9,0.25,-,-,6,0.17,5,0.14,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyoto,4,0.03,5,0.07,17,0.22,21,0.28,310,4.08,2,0.03,15,0.2,-,-,12,0.16,3,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Osaka,4,0.01,61,0.31,43,0.22,54,0.27,1116,5.66,23,0.12,38,0.19,1,0.01,48,0.24,9,0.05,3,0.02,-,-,3,0.06,-,-,-,-,-,-,-,-,-,-
Hyogo,2,0.01,6,0.05,24,0.19,29,0.23,893,7.03,10,0.08,36,0.28,4,0.03,31,0.24,5,0.04,2,0.02,-,-,5,0.14,-,-,1,0.07,-,-,-,-,-,-
Nara,-,-,2,0.06,8,0.24,10,0.29,170,5,3,0.09,18,0.53,-,-,10,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wakayama,-,-,-,-,5,0.17,15,0.5,144,4.8,9,0.3,21,0.7,-,-,9,0.3,2,0.07,-,-,-,-,3,0.75,-,-,-,-,1,0.09,-,-,-,-
Tottori,-,-,1,0.05,7,0.37,42,2.21,80,4.21,7,0.37,36,1.89,-,-,4,0.21,4,0.21,-,-,-,-,1,0.2,-,-,1,0.2,-,-,-,-,-,-
Shimane,-,-,-,-,1,0.04,5,0.22,93,4.04,1,0.04,42,1.83,-,-,9,0.39,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Okayama,3,0.04,10,0.19,14,0.26,13,0.24,332,6.15,7,0.13,17,0.31,1,0.02,13,0.24,-,-,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-,-,-
Hiroshima,1,0.01,34,0.47,26,0.36,19,0.26,399,5.54,11,0.15,85,1.18,2,0.03,9,0.13,5,0.07,1,0.01,-,-,7,0.37,-,-,1,0.05,-,-,-,-,-,-
Yamaguchi,4,0.06,10,0.22,8,0.17,32,0.7,203,4.41,-,-,12,0.26,-,-,11,0.24,4,0.09,2,0.04,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
Tokushima,-,-,-,-,3,0.13,-,-,135,5.87,3,0.13,23,1,-,-,4,0.17,-,-,-,-,-,-,2,0.5,-,-,-,-,-,-,-,-,-,-
Kagawa,-,-,-,-,5,0.18,11,0.39,175,6.25,6,0.21,24,0.86,-,-,8,0.29,-,-,3,0.11,-,-,-,-,-,-,-,-,-,-,-,-,1,0.2
Ehime,-,-,1,0.03,12,0.32,19,0.51,256,6.92,7,0.19,22,0.59,-,-,7,0.19,3,0.08,3,0.08,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
Kochi,3,0.07,-,-,9,0.32,10,0.36,95,3.39,3,0.11,1,0.04,1,0.04,7,0.25,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukuoka,-,-,159,1.33,39,0.33,118,0.98,748,6.23,24,0.2,27,0.23,-,-,51,0.43,2,0.02,7,0.06,-,-,2,0.08,-,-,-,-,-,-,-,-,-,-
Saga,-,-,24,1.04,14,0.61,4,0.17,167,7.26,5,0.22,34,1.48,-,-,16,0.7,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nagasaki,1,0.01,83,1.89,13,0.3,82,1.86,261,5.93,12,0.27,2,0.05,1,0.02,20,0.45,-,-,-,-,1,0.13,6,0.75,1,0.08,-,-,-,-,-,-,1,0.08
Kumamoto,1,0.01,86,1.76,17,0.35,9,0.18,381,7.78,10,0.2,32,0.65,-,-,20,0.41,9,0.18,-,-,-,-,4,0.44,1,0.07,-,-,-,-,-,-,-,-
Oita,-,-,1,0.03,10,0.28,8,0.22,349,9.69,8,0.22,8,0.22,1,0.03,16,0.44,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Miyazaki,-,-,47,1.31,21,0.58,54,1.5,300,8.33,18,0.5,24,0.67,1,0.03,21,0.58,4,0.11,1,0.03,-,-,4,0.67,-,-,-,-,-,-,-,-,-,-
Kagoshima,3,0.03,103,1.94,52,0.98,27,0.51,338,6.38,10,0.19,131,2.47,-,-,18,0.34,11,0.21,3,0.06,-,-,3,0.43,-,-,1,0.09,-,-,-,-,-,-
Okinawa,1,0.02,76,2.24,11,0.32,20,0.59,48,1.41,2,0.06,73,2.15,-,-,11,0.32,10,0.29,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
