"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2022",,,,,,"Data collected as of April 20, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,472,0.1,11506,3.66,5963,1.9,15305,4.87,214174,68.16,3457,1.1,7031,2.24,614,0.2,12444,3.96,1399,0.45,1134,0.36,45,0.07,1512,2.18,82,0.17,90,0.19,82,0.17,12,0.03,46,0.1
Hokkaido,13,0.06,930,6.69,346,2.49,1062,7.64,2442,17.57,223,1.6,65,0.47,11,0.08,308,2.22,19,0.14,36,0.26,5,0.18,32,1.14,4,0.18,-,-,6,0.27,1,0.05,6,0.27
Aomori,1,0.02,2,0.05,43,1.05,85,2.07,1941,47.34,43,1.05,113,2.76,6,0.15,167,4.07,1,0.02,15,0.37,-,-,13,1.18,-,-,1,0.17,10,1.67,-,-,1,0.17
Iwate,2,0.03,375,9.62,79,2.03,366,9.38,2301,59,76,1.95,22,0.56,14,0.36,210,5.38,35,0.9,17,0.44,-,-,18,1.29,2,0.11,2,0.11,3,0.16,-,-,2,0.11
Miyagi,13,0.14,86,1.51,83,1.46,236,4.14,4352,76.35,92,1.61,62,1.09,19,0.33,289,5.07,59,1.04,19,0.33,1,0.08,26,2.17,3,0.25,-,-,2,0.17,-,-,1,0.08
Akita,2,0.04,50,1.47,46,1.35,187,5.5,1310,38.53,86,2.53,5,0.15,1,0.03,67,1.97,1,0.03,2,0.06,1,0.14,3,0.43,-,-,-,-,1,0.13,-,-,1,0.13
Yamagata,3,0.07,3,0.1,112,3.86,201,6.93,3324,114.62,41,1.41,23,0.79,5,0.17,159,5.48,28,0.97,8,0.28,-,-,35,4.38,-,-,-,-,-,-,-,-,1,0.1
Fukushima,6,0.07,63,1.26,204,4.08,238,4.76,3376,67.52,73,1.46,112,2.24,20,0.4,331,6.62,25,0.5,15,0.3,-,-,41,3.15,1,0.14,3,0.43,1,0.14,-,-,1,0.14
Ibaraki,16,0.13,46,0.61,96,1.28,289,3.85,4263,56.84,61,0.81,56,0.75,6,0.08,154,2.05,11,0.15,31,0.41,-,-,75,4.41,1,0.08,-,-,17,1.42,-,-,-,-
Tochigi,8,0.11,118,2.46,30,0.63,203,4.23,1899,39.56,26,0.54,205,4.27,8,0.17,250,5.21,15,0.31,12,0.25,-,-,29,2.42,4,0.57,1,0.14,-,-,-,-,-,-
Gunma,2,0.02,65,1.2,93,1.72,139,2.57,4694,86.93,55,1.02,119,2.2,11,0.2,262,4.85,22,0.41,31,0.57,1,0.08,42,3.23,1,0.11,-,-,-,-,-,-,-,-
Saitama,18,0.07,70,0.44,193,1.22,326,2.06,12704,80.41,191,1.21,159,1.01,43,0.27,646,4.09,40,0.25,80,0.51,8,0.21,85,2.18,1,0.09,7,0.64,-,-,-,-,-,-
Chiba,21,0.1,9,0.07,123,0.96,508,3.97,8881,69.38,123,0.96,117,0.91,21,0.16,475,3.71,24,0.19,66,0.52,2,0.06,55,1.72,4,0.44,3,0.33,3,0.33,-,-,-,-
Tokyo,18,0.04,84,0.33,159,0.62,539,2.11,19829,77.76,207,0.81,342,1.34,51,0.2,960,3.76,64,0.25,112,0.44,-,-,78,2.11,4,0.16,5,0.2,2,0.08,9,0.36,2,0.08
Kanagawa,29,0.08,57,0.26,146,0.66,644,2.9,12860,57.93,189,0.85,321,1.45,43,0.19,772,3.48,75,0.34,84,0.38,2,0.04,195,3.9,-,-,8,0.67,5,0.42,1,0.08,-,-
Niigata,5,0.06,22,0.39,220,3.86,911,15.98,2039,35.77,88,1.54,310,5.44,11,0.19,275,4.82,144,2.53,33,0.58,5,0.5,16,1.6,2,0.17,2,0.17,1,0.08,-,-,1,0.08
Toyama,1,0.02,584,20.14,179,6.17,230,7.93,2657,91.62,26,0.9,101,3.48,6,0.21,93,3.21,72,2.48,4,0.14,-,-,9,1.29,1,0.2,-,-,1,0.2,-,-,-,-
Ishikawa,4,0.08,36,1.24,143,4.93,161,5.55,2760,95.17,65,2.24,45,1.55,4,0.14,106,3.66,13,0.45,7,0.24,-,-,8,1.14,-,-,1,0.2,3,0.6,-,-,1,0.2
Fukui,1,0.03,160,6.96,91,3.96,135,5.87,2271,98.74,26,1.13,433,18.83,32,1.39,77,3.35,103,4.48,9,0.39,-,-,4,1.33,3,0.5,1,0.17,-,-,-,-,-,-
Yamanashi,-,-,11,0.46,1,0.04,22,0.92,1198,49.92,27,1.13,30,1.25,3,0.13,58,2.42,1,0.04,7,0.29,-,-,9,1,-,-,-,-,-,-,-,-,-,-
Nagano,13,0.15,47,0.87,50,0.93,152,2.81,3093,57.28,82,1.52,82,1.52,8,0.15,161,2.98,47,0.87,19,0.35,-,-,13,1.18,1,0.09,2,0.18,-,-,-,-,3,0.27
