"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2015",,,,,,"Data collected as of February 25, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,984796,200.45,17588,5.62,7161,2.29,53936,17.23,177143,56.58,14767,4.72,7163,2.29,8704,2.78,9669,3.09,208,0.07,451,0.14,6802,2.17,66,0.1,2285,3.35,60,0.13,94,0.2,825,1.74,37,0.08,624,1.32
Hokkaido,30916,136.19,1132,7.92,770,5.38,3021,21.13,2989,20.9,628,4.39,371,2.59,403,2.82,338,2.36,5,0.03,15,0.1,398,2.78,3,0.11,90,3.33,-,-,-,-,18,0.82,-,-,5,0.23
Aomori,12889,198.29,158,3.76,59,1.4,297,7.07,1531,36.45,142,3.38,12,0.29,168,4,113,2.69,-,-,4,0.1,17,0.4,-,-,48,4.36,2,0.33,1,0.17,20,3.33,-,-,31,5.17
Iwate,12259,188.6,170,4.25,65,1.63,842,21.05,2475,61.88,190,4.75,8,0.2,152,3.8,118,2.95,-,-,5,0.13,35,0.88,-,-,43,3.07,1,0.05,1,0.05,42,2.21,-,-,49,2.58
Miyagi,16590,178.39,266,4.59,92,1.59,1121,19.33,5049,87.05,374,6.45,70,1.21,475,8.19,209,3.6,-,-,7,0.12,53,0.91,-,-,18,1.5,1,0.08,2,0.17,59,4.92,-,-,15,1.25
Akita,10676,197.7,89,2.54,59,1.69,283,8.09,1748,49.94,140,4,9,0.26,9,0.26,52,1.49,1,0.03,-,-,104,2.97,6,0.86,10,1.43,-,-,-,-,36,4.5,-,-,4,0.5
Yamagata,7338,159.52,81,2.79,142,4.9,1010,34.83,2126,73.31,189,6.52,257,8.86,69,2.38,112,3.86,2,0.07,-,-,136,4.69,-,-,12,1.71,-,-,4,0.4,11,1.1,3,0.3,2,0.2
Fukushima,15418,202.87,484,10.76,112,2.49,710,15.78,2912,64.71,205,4.56,89,1.98,143,3.18,155,3.44,4,0.09,1,0.02,194,4.31,-,-,64,5.33,-,-,3,0.43,37,5.29,1,0.14,28,4
Ibaraki,20117,167.64,325,4.33,141,1.88,1253,16.71,4921,65.61,363,4.84,116,1.55,121,1.61,151,2.01,1,0.01,4,0.05,92,1.23,-,-,110,6.47,-,-,-,-,12,0.92,-,-,9,0.69
Tochigi,12235,160.99,210,4.38,59,1.23,490,10.21,1926,40.13,166,3.46,75,1.56,146,3.04,168,3.5,7,0.15,1,0.02,52,1.08,-,-,46,3.83,-,-,1,0.14,14,2,-,-,20,2.86
Gunma,16620,174.95,335,5.78,102,1.76,1150,19.83,3310,57.07,174,3,132,2.28,84,1.45,170,2.93,5,0.09,12,0.21,100,1.72,-,-,104,8.67,1,0.13,2,0.25,17,2.13,-,-,30,3.75
Saitama,35661,149.84,664,4.43,309,2.06,2986,19.91,9743,64.95,741,4.94,148,0.99,739,4.93,552,3.68,4,0.03,15,0.1,399,2.66,5,0.13,113,2.83,1,0.1,4,0.4,25,2.5,2,0.2,18,1.8
Chiba,39995,189.55,296,2.26,231,1.76,2318,17.69,7812,59.63,537,4.1,93,0.71,616,4.7,362,2.76,7,0.05,6,0.05,334,2.55,-,-,139,4.21,5,0.56,7,0.78,3,0.33,5,0.56,11,1.22
Tokyo,49528,121.99,849,3.33,383,1.5,4430,17.37,15709,61.6,900,3.53,200,0.78,1434,5.62,810,3.18,31,0.12,25,0.1,425,1.67,2,0.05,90,2.43,6,0.24,13,0.52,35,1.4,2,0.08,26,1.04
Kanagawa,47244,145.37,613,3.05,228,1.13,3073,15.29,11937,59.39,1115,5.55,168,0.84,1473,7.33,709,3.53,8,0.04,9,0.04,221,1.1,11,0.24,255,5.67,4,0.4,3,0.3,16,1.6,-,-,19,1.9
Niigata,21577,224.76,337,5.52,394,6.46,1624,26.62,2741,44.93,483,7.92,88,1.44,263,4.31,201,3.3,5,0.08,27,0.44,85,1.39,3,0.3,37,3.7,-,-,-,-,20,1.54,10,0.77,5,0.38
Toyama,9081,189.19,101,3.48,161,5.55,567,19.55,2013,69.41,187,6.45,57,1.97,14,0.48,74,2.55,1,0.03,27,0.93,51,1.76,-,-,6,0.86,-,-,-,-,54,10.8,-,-,4,0.8
Ishikawa,11102,231.29,83,2.86,79,2.72,1138,39.24,1746,60.21,245,8.45,7,0.24,199,6.86,86,2.97,1,0.03,-,-,69,2.38,-,-,13,1.86,-,-,-,-,43,8.6,-,-,2,0.4
