"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42nd week, 2022",,,,,,"Data collected as of October 26, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2449,0.5,101067,32.18,21610,6.88,41039,13.07,497300,158.33,9253,2.95,143147,45.57,1597,0.51,39511,12.58,32824,10.45,3887,1.24,138,0.2,5065,7.32,244,0.51,340,0.71,277,0.58,26,0.05,85,0.18
Hokkaido,41,0.18,3833,27.58,1252,9.01,2893,20.81,9674,69.6,502,3.61,7635,54.93,40,0.29,911,6.55,2352,16.92,115,0.83,9,0.32,96,3.43,10,0.45,1,0.05,22,1,1,0.05,10,0.45
Aomori,5,0.08,411,10.02,135,3.29,153,3.73,4449,108.51,114,2.78,1878,45.8,34,0.83,468,11.41,315,7.68,40,0.98,-,-,46,4.18,1,0.17,3,0.5,40,6.67,-,-,1,0.17
Iwate,7,0.11,713,18.28,211,5.41,934,23.95,5635,144.49,162,4.15,1547,39.67,35,0.9,632,16.21,315,8.08,70,1.79,-,-,101,7.21,6,0.32,5,0.26,12,0.63,-,-,2,0.11
Miyagi,23,0.24,965,16.64,256,4.41,493,8.5,9369,161.53,203,3.5,4933,85.05,42,0.72,986,17,804,13.86,66,1.14,1,0.08,76,6.33,5,0.42,2,0.17,23,1.92,-,-,1,0.08
Akita,2,0.04,661,20.03,125,3.79,456,13.82,2478,75.09,184,5.58,1546,46.85,5,0.15,232,7.03,128,3.88,14,0.42,3,0.43,21,3,2,0.25,-,-,4,0.5,-,-,2,0.25
Yamagata,5,0.11,765,27.32,381,13.61,443,15.82,5909,211.04,102,3.64,2626,93.79,7,0.25,462,16.5,1324,47.29,24,0.86,-,-,73,9.13,2,0.2,-,-,5,0.5,-,-,2,0.2
Fukushima,7,0.08,788,15.76,540,10.8,612,12.24,6352,127.04,188,3.76,3133,62.66,42,0.84,1017,20.34,449,8.98,51,1.02,2,0.15,140,10.77,2,0.29,6,0.86,4,0.57,-,-,2,0.29
Ibaraki,33,0.28,1283,17.11,388,5.17,931,12.41,9420,125.6,173,2.31,2656,35.41,29,0.39,540,7.2,907,12.09,76,1.01,7,0.41,299,17.59,1,0.08,5,0.42,34,2.83,-,-,-,-
Tochigi,14,0.18,1437,29.94,135,2.81,635,13.23,3630,75.63,88,1.83,2302,47.96,30,0.63,751,15.65,179,3.73,44,0.92,-,-,115,9.58,6,0.86,4,0.57,-,-,-,-,1,0.14
Gunma,5,0.06,767,14.47,294,5.55,309,5.83,9474,178.75,153,2.89,3175,59.91,31,0.58,815,15.38,731,13.79,84,1.58,1,0.08,96,7.38,4,0.44,2,0.22,1,0.11,-,-,-,-
Saitama,78,0.31,3767,23.84,825,5.22,1431,9.06,30777,194.79,547,3.46,10933,69.2,113,0.72,2020,12.78,2084,13.19,271,1.72,31,0.79,316,8.1,5,0.45,21,1.91,6,0.55,-,-,2,0.18
Chiba,69,0.33,2891,22.59,500,3.91,1374,10.73,20426,159.58,386,3.02,9038,70.61,73,0.57,1583,12.37,1679,13.12,253,1.98,8,0.24,228,6.91,9,1,12,1.33,3,0.33,-,-,-,-
Tokyo,146,0.36,6592,25.75,1088,4.25,1543,6.03,47185,184.32,668,2.61,15921,62.19,135,0.53,3206,12.52,4194,16.38,380,1.48,1,0.03,249,6.73,16,0.64,14,0.56,4,0.16,20,0.8,4,0.16
Kanagawa,115,0.33,4772,21.59,733,3.32,1924,8.71,32930,149,583,2.64,13127,59.4,137,0.62,2522,11.41,2758,12.48,310,1.4,9,0.18,710,14.2,7,0.64,28,2.55,6,0.55,1,0.09,5,0.45
Niigata,13,0.16,440,7.86,735,13.13,2150,38.39,6184,110.43,220,3.93,5283,94.34,42,0.75,793,14.16,1650,29.46,104,1.86,10,1.11,41,4.56,5,0.42,5,0.42,5,0.42,-,-,1,0.08
Toyama,2,0.04,975,33.62,384,13.24,382,13.17,5930,204.48,101,3.48,1395,48.1,16,0.55,318,10.97,362,12.48,12,0.41,-,-,24,3.43,2,0.4,1,0.2,3,0.6,-,-,-,-
Ishikawa,9,0.19,784,27.03,326,11.24,284,9.79,5907,203.69,127,4.38,1165,40.17,10,0.34,339,11.69,192,6.62,14,0.48,-,-,25,3.57,3,0.6,7,1.4,7,1.4,-,-,2,0.4
Fukui,3,0.08,868,37.74,225,9.78,348,15.13,4839,210.39,47,2.04,1641,71.35,37,1.61,283,12.3,201,8.74,18,0.78,-,-,10,3.33,4,0.67,1,0.17,5,0.83,-,-,-,-
Yamanashi,5,0.13,353,15.35,18,0.78,33,1.43,2991,130.04,52,2.26,766,33.3,8,0.35,195,8.48,309,13.43,17,0.74,-,-,42,4.67,2,0.2,5,0.5,4,0.4,-,-,1,0.1
Nagano,71,0.83,690,13.02,181,3.42,244,4.6,8923,168.36,206,3.89,3059,57.72,21,0.4,555,10.47,651,12.28,49,0.92,1,0.09,56,5.09,2,0.18,4,0.36,-,-,-,-,3,0.27
Gifu,30,0.35,2525,48.56,364,7,319,6.13,5670,109.04,83,1.6,1780,34.23,5,0.1,459,8.83,145,2.79,33,0.63,-,-,27,2.45,2,0.4,1,0.2,2,0.4,-,-,-,-
Shizuoka,29,0.21,1823,20.48,586,6.58,673,7.56,14347,161.2,213,2.39,4953,55.65,58,0.65,1038,11.66,1528,17.17,134,1.51,2,0.09,123,5.59,18,1.8,12,1.2,7,0.7,-,-,-,-
Aichi,161,0.83,7729,42.47,634,3.48,2305,12.66,24742,135.95,360,1.98,8538,46.91,49,0.27,1504,8.26,1590,8.74,190,1.04,1,0.03,114,3.26,16,1.07,17,1.13,-,-,1,0.07,1,0.07
