"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2019",,,,,,"Data collected as of November 27, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1502813,304.4,131722,41.75,63704,20.19,301415,95.54,705710,223.68,47033,14.91,389385,123.42,98613,31.26,58878,18.66,95626,30.31,14133,4.48,304,0.44,20967,30.21,418,0.87,712,1.49,5026,10.49,84,0.18,4659,9.73
Hokkaido,64137,291.53,5901,42.76,2738,19.84,19971,144.72,16721,121.17,1988,14.41,16320,118.26,3800,27.54,1599,11.59,3217,23.31,334,2.42,6,0.21,595,21.25,12,0.55,12,0.55,612,27.82,5,0.23,327,14.86
Aomori,16017,246.42,910,21.67,386,9.19,2595,61.79,7425,176.79,521,12.4,4375,104.17,1452,34.57,769,18.31,775,18.45,363,8.64,5,0.45,189,17.18,2,0.33,2,0.33,219,36.5,-,-,69,11.5
Iwate,18541,285.25,1341,33.53,485,12.13,5551,138.78,7278,181.95,555,13.88,4403,110.08,1009,25.23,783,19.58,917,22.93,287,7.18,-,-,298,21.29,10,0.53,8,0.42,131,6.89,2,0.11,246,12.95
Miyagi,31593,336.1,2464,42.48,922,15.9,8291,142.95,12767,220.12,1362,23.48,10488,180.83,3023,52.12,1302,22.45,1499,25.84,248,4.28,5,0.42,190,15.83,5,0.42,4,0.33,208,17.33,-,-,35,2.92
Akita,15516,292.75,861,25.32,227,6.68,1825,53.68,4032,118.59,252,7.41,2158,63.47,382,11.24,357,10.5,542,15.94,40,1.18,-,-,75,12.5,8,1,-,-,140,17.5,1,0.13,33,4.13
Yamagata,13280,295.11,1756,60.55,648,22.34,5126,176.76,7194,248.07,571,19.69,5633,194.24,1258,43.38,731,25.21,1397,48.17,63,2.17,-,-,145,20.71,3,0.3,8,0.8,80,8,-,-,76,7.6
Fukushima,30159,367.79,3262,65.24,1270,25.4,5693,113.86,7057,141.14,815,16.3,7830,156.6,1994,39.88,1390,27.8,1350,27,222,4.44,4,0.31,570,43.85,5,0.71,7,1,65,9.29,-,-,146,20.86
Ibaraki,37810,315.08,2121,28.28,1319,17.59,6639,88.52,13482,179.76,1299,17.32,8199,109.32,2328,31.04,1023,13.64,2516,33.55,278,3.71,-,-,906,56.63,7,0.58,6,0.5,212,17.67,-,-,50,4.17
Tochigi,22116,294.88,1777,37.02,469,9.77,3244,67.58,5193,108.19,621,12.94,5715,119.06,1198,24.96,1049,21.85,1555,32.4,184,3.83,2,0.17,210,17.5,2,0.29,6,0.86,85,12.14,-,-,49,7
Gunma,26066,303.09,1782,34.27,844,16.23,4371,84.06,11453,220.25,628,12.08,6636,127.62,1468,28.23,1149,22.1,1851,35.6,195,3.75,8,0.57,434,31,1,0.13,6,0.75,125,15.63,-,-,140,17.5
Saitama,95879,378.97,5608,35.05,3398,21.24,18866,117.91,44493,278.08,3455,21.59,25274,157.96,6473,40.46,3388,21.18,6089,38.06,870,5.44,61,1.56,1043,26.74,6,0.55,36,3.27,108,9.82,1,0.09,123,11.18
Chiba,70393,332.04,3291,24.74,1922,14.45,16463,123.78,26140,196.54,2265,17.03,18045,135.68,4555,34.25,2348,17.65,3263,24.53,617,4.64,15,0.44,840,24.71,15,1.88,18,2.25,129,16.13,-,-,85,10.63
Tokyo,116033,285.09,8388,32.89,3685,14.45,24542,96.24,66280,259.92,4767,18.69,32574,127.74,5923,23.23,5338,20.93,10180,39.92,920,3.61,10,0.27,577,15.59,35,1.46,38,1.58,276,11.5,33,1.38,185,7.71
Kanagawa,108825,307.42,5457,24.04,2983,13.14,19835,87.38,46261,203.79,4533,19.97,28007,123.38,4493,19.79,4162,18.33,5899,25.99,1252,5.52,16,0.32,2659,53.18,9,0.82,23,2.09,91,8.27,-,-,120,10.91
Niigata,33256,369.51,4339,76.12,1966,34.49,10304,180.77,11893,208.65,1092,19.16,9860,172.98,3080,54.04,1292,22.67,2571,45.11,274,4.81,23,2.3,205,20.5,13,1,8,0.62,125,9.62,3,0.23,51,3.92
