"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2017",,,,,,"Data collected as of May 17, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1343246,271.03,16149,5.11,22196,7.02,133658,42.26,352174,111.34,21733,6.87,12673,4.01,4666,1.48,24964,7.89,454,0.14,2098,0.66,36493,11.54,153,0.22,6971,10.04,191,0.4,288,0.6,3395,7.12,102,0.21,3793,7.95
Hokkaido,47916,212.96,1120,7.94,1309,9.28,10255,72.73,8425,59.75,1280,9.08,92,0.65,168,1.19,717,5.09,33,0.23,24,0.17,1177,8.35,5,0.18,187,6.68,5,0.22,10,0.43,105,4.57,-,-,127,5.52
Aomori,15070,235.47,96,2.34,242,5.9,1574,38.39,3308,80.68,159,3.88,134,3.27,122,2.98,331,8.07,2,0.05,50,1.22,190,4.63,1,0.09,60,5.45,5,0.83,-,-,69,11.5,-,-,48,8
Iwate,13809,215.77,104,2.67,539,13.82,2283,58.54,3885,99.62,141,3.62,18,0.46,60,1.54,367,9.41,-,-,4,0.1,519,13.31,3,0.21,72,5.14,2,0.11,1,0.05,107,5.63,-,-,68,3.58
Miyagi,26575,279.74,191,3.24,409,6.93,3081,52.22,4509,76.42,481,8.15,31,0.53,41,0.69,563,9.54,6,0.1,13,0.22,208,3.53,-,-,37,3.08,2,0.17,-,-,101,8.42,-,-,49,4.08
Akita,13002,240.78,115,3.29,104,2.97,1111,31.74,2128,60.8,141,4.03,402,11.49,27,0.77,134,3.83,2,0.06,17,0.49,59,1.69,1,0.14,23,3.29,-,-,-,-,84,10.5,1,0.13,40,5
Yamagata,11107,236.32,124,4.13,162,5.4,3207,106.9,2401,80.03,281,9.37,25,0.83,78,2.6,353,11.77,8,0.27,19,0.63,367,12.23,-,-,39,4.88,1,0.1,4,0.4,79,7.9,-,-,52,5.2
Fukushima,23296,302.55,245,5.33,247,5.37,2183,47.46,3764,81.83,351,7.63,21,0.46,215,4.67,511,11.11,5,0.11,7,0.15,187,4.07,1,0.08,167,13.92,5,0.71,4,0.57,53,7.57,4,0.57,205,29.29
Ibaraki,30716,255.97,153,2.04,332,4.43,3453,46.04,7073,94.31,490,6.53,93,1.24,82,1.09,361,4.81,11,0.15,14,0.19,310,4.13,3,0.18,270,15.88,2,0.15,-,-,60,4.62,-,-,110,8.46
Tochigi,17555,230.99,99,2.06,189,3.94,1190,24.79,2818,58.71,334,6.96,24,0.5,41,0.85,401,8.35,1,0.02,6,0.13,158,3.29,-,-,183,15.25,1,0.14,4,0.57,57,8.14,2,0.29,86,12.29
Gunma,23554,250.57,123,2.16,296,5.19,2959,51.91,7215,126.58,275,4.82,235,4.12,157,2.75,457,8.02,-,-,39,0.68,687,12.05,1,0.08,165,12.69,1,0.13,4,0.5,122,15.25,-,-,292,36.5
Saitama,84302,334.53,408,2.57,824,5.18,8130,51.13,19848,124.83,1345,8.46,182,1.14,169,1.06,1338,8.42,14,0.09,58,0.36,1459,9.18,22,0.55,401,10.03,3,0.3,11,1.1,62,6.2,7,0.7,93,9.3
Chiba,67914,317.36,291,2.17,526,3.93,8028,59.91,14617,109.08,943,7.04,164,1.22,160,1.19,1017,7.59,19,0.14,68,0.51,630,4.7,15,0.44,517,15.21,9,1,12,1.33,74,8.22,-,-,79,8.78
Tokyo,106796,257.96,690,2.64,1286,4.93,9862,37.79,33741,129.28,1707,6.54,450,1.72,520,1.99,2356,9.03,25,0.1,56,0.21,1247,4.78,3,0.08,283,7.45,14,0.56,12,0.48,105,4.2,22,0.88,201,8.04
Kanagawa,97143,280.76,452,2.1,758,3.53,7622,35.45,23537,109.47,1793,8.34,247,1.15,274,1.27,1745,8.12,15,0.07,45,0.21,1994,9.27,13,0.26,1185,23.7,4,0.4,10,1,61,6.1,-,-,191,19.1
Niigata,25510,280.33,288,5.05,661,11.6,2985,52.37,7331,128.61,382,6.7,56,0.98,156,2.74,413,7.25,7,0.12,17,0.3,2238,39.26,6,0.6,131,13.1,5,0.38,6,0.46,103,7.92,13,1,58,4.46
Toyama,10612,221.08,358,12.34,248,8.55,1006,34.69,3611,124.52,170,5.86,177,6.1,10,0.34,192,6.62,2,0.07,20,0.69,780,26.9,4,0.57,184,26.29,1,0.2,1,0.2,37,7.4,-,-,46,9.2
Ishikawa,15919,331.65,114,3.93,331,11.41,1442,49.72,5407,186.45,247,8.52,32,1.1,17,0.59,207,7.14,3,0.1,4,0.14,69,2.38,-,-,26,3.71,1,0.2,-,-,65,13,-,-,66,13.2
Fukui,11428,357.13,71,3.23,198,9,938,42.64,3917,178.05,165,7.5,22,1,12,0.55,144,6.55,5,0.23,4,0.18,186,8.45,-,-,10,3.33,6,1,5,0.83,40,6.67,1,0.17,60,10
Yamanashi,10574,257.9,26,1.08,219,9.13,1104,46,2688,112,113,4.71,49,2.04,33,1.38,109,4.54,1,0.04,5,0.21,301,12.54,1,0.11,63,7,3,0.3,4,0.4,85,8.5,2,0.2,46,4.6
Nagano,27489,319.64,189,3.57,65,1.23,1960,36.98,7331,138.32,279,5.26,79,1.49,83,1.57,301,5.68,6,0.11,9,0.17,2016,38.04,5,0.5,74,7.4,1,0.09,1,0.09,100,9.09,-,-,97,8.82
Gifu,22370,257.13,191,3.6,260,4.91,849,16.02,3492,65.89,230,4.34,76,1.43,32,0.6,275,5.19,5,0.09,9,0.17,748,14.11,-,-,50,4.55,-,-,7,1.4,98,19.6,-,-,75,15
Shizuoka,38308,275.6,266,2.99,534,6,4546,51.08,9433,105.99,452,5.08,136,1.53,73,0.82,560,6.29,9,0.1,14,0.16,673,7.56,10,0.48,151,7.19,8,0.8,13,1.3,77,7.7,19,1.9,58,5.8
Aichi,65529,336.05,702,3.86,938,5.15,5190,28.52,15315,84.15,914,5.02,634,3.48,122,0.67,1055,5.8,12,0.07,44,0.24,1051,5.77,5,0.14,187,5.34,5,0.33,14,0.93,172,11.47,3,0.2,155,10.33
Mie,19103,265.32,421,9.36,567,12.6,1205,26.78,3978,88.4,245,5.44,149,3.31,75,1.67,377,8.38,8,0.18,18,0.4,211,4.69,2,0.17,17,1.42,16,1.78,16,1.78,62,6.89,10,1.11,12,1.33
Shiga,11990,230.58,152,4.9,190,6.13,589,19,3177,102.48,214,6.9,133,4.29,14,0.45,210,6.77,4,0.13,64,2.06,415,13.39,-,-,28,3.5,2,0.29,7,1,34,4.86,1,0.14,11,1.57
Kyoto,27659,223.06,152,2.03,530,7.07,1758,23.44,6702,89.36,322,4.29,613,8.17,45,0.6,417,5.56,12,0.16,93,1.24,609,8.12,1,0.06,102,6,2,0.29,4,0.57,43,6.14,-,-,47,6.71
Osaka,66762,217.47,1737,8.73,1597,8.03,7125,35.8,20151,101.26,1359,6.83,1639,8.24,136,0.68,1578,7.93,28,0.14,205,1.03,2936,14.75,10,0.19,240,4.62,12,0.75,10,0.63,158,9.88,1,0.06,177,11.06
Hyogo,44756,226.04,887,6.93,1268,9.91,3368,26.31,15982,124.86,816,6.38,405,3.16,223,1.74,885,6.91,14,0.11,54,0.42,1823,14.24,8,0.23,210,6,8,0.62,8,0.62,94,7.23,-,-,113,8.69
