"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4th week, 2021",,,,,,"Data collected as of February 3, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,266,0.05,1984,0.63,2748,0.87,8057,2.56,33098,10.5,1688,0.54,601,0.19,170,0.05,4679,1.48,328,0.1,480,0.15,9,0.01,553,0.8,21,0.04,28,0.06,83,0.17,2,0,10,0.02
Hokkaido,11,0.05,5,0.04,125,0.89,548,3.91,472,3.37,104,0.74,4,0.03,5,0.04,112,0.8,2,0.01,10,0.07,-,-,7,0.24,-,-,-,-,2,0.09,-,-,1,0.04
Aomori,2,0.03,-,-,34,0.81,78,1.86,274,6.52,17,0.4,-,-,1,0.02,64,1.52,-,-,1,0.02,-,-,8,0.73,-,-,-,-,1,0.17,-,-,-,-
Iwate,1,0.02,79,1.98,31,0.78,228,5.7,524,13.1,49,1.23,2,0.05,-,-,74,1.85,-,-,7,0.18,-,-,14,1,-,-,-,-,4,0.21,-,-,-,-
Miyagi,-,-,18,0.31,67,1.16,127,2.19,695,11.98,58,1,4,0.07,2,0.03,105,1.81,-,-,12,0.21,-,-,7,0.58,-,-,-,-,9,0.75,-,-,-,-
Akita,-,-,-,-,20,0.59,73,2.15,113,3.32,20,0.59,6,0.18,3,0.09,23,0.68,1,0.03,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Yamagata,4,0.09,1,0.03,54,1.86,189,6.52,430,14.83,12,0.41,5,0.17,2,0.07,62,2.14,6,0.21,6,0.21,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
Fukushima,8,0.1,16,0.32,53,1.06,201,4.02,535,10.7,22,0.44,4,0.08,2,0.04,99,1.98,1,0.02,7,0.14,1,0.08,14,1.08,1,0.14,-,-,1,0.14,-,-,-,-
Ibaraki,4,0.03,1,0.01,42,0.56,172,2.29,483,6.44,22,0.29,5,0.07,4,0.05,85,1.13,4,0.05,10,0.13,-,-,16,0.94,-,-,1,0.08,3,0.25,-,-,-,-
