"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2019",,,,,,"Data collected as of April 3, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1359747,274.75,17607,5.57,13245,4.19,95722,30.27,242343,76.64,13754,4.35,5709,1.81,26256,8.3,13319,4.21,778,0.25,3683,1.16,85,0.12,5443,7.82,128,0.27,130,0.27,1136,2.37,27,0.06,1233,2.57
Hokkaido,56265,254.59,1135,8.17,512,3.68,7599,54.67,4226,30.4,495,3.56,71,0.51,682,4.91,356,2.56,9,0.06,85,0.61,2,0.07,157,5.61,3,0.13,2,0.09,106,4.61,2,0.09,34,1.48
Aomori,13513,207.89,129,3.07,121,2.88,1083,25.79,2820,67.14,162,3.86,85,2.02,401,9.55,199,4.74,4,0.1,133,3.17,3,0.27,34,3.09,2,0.33,2,0.33,62,10.33,-,-,29,4.83
Iwate,16388,252.12,128,3.2,156,3.9,2109,52.73,2037,50.93,209,5.23,175,4.38,451,11.28,170,4.25,7,0.18,155,3.88,-,-,121,8.64,2,0.11,1,0.05,47,2.47,1,0.05,39,2.05
Miyagi,28926,304.48,303,5.14,171,2.9,2519,42.69,3974,67.36,447,7.58,71,1.2,1834,31.08,279,4.73,7,0.12,51,0.86,3,0.25,39,3.25,-,-,-,-,58,4.83,-,-,4,0.33
Akita,12893,243.26,42,1.24,76,2.24,790,23.24,1262,37.12,65,1.91,17,0.5,237,6.97,92,2.71,2,0.06,7,0.21,-,-,23,3.29,2,0.25,-,-,72,9,-,-,-,-
Yamagata,11802,256.57,80,2.76,158,5.45,1532,52.83,2693,92.86,166,5.72,85,2.93,684,23.59,195,6.72,11,0.38,19,0.66,-,-,51,6.38,2,0.2,2,0.2,29,2.9,-,-,22,2.2
Fukushima,26545,319.82,293,5.86,322,6.44,1837,36.74,2175,43.5,281,5.62,146,2.92,584,11.68,350,7,8,0.16,79,1.58,1,0.08,163,12.54,2,0.29,-,-,14,2,-,-,37,5.29
Ibaraki,35658,297.15,288,3.84,246,3.28,2070,27.6,5061,67.48,342,4.56,73,0.97,523,6.97,198,2.64,14,0.19,39,0.52,-,-,208,13,1,0.08,-,-,57,4.38,-,-,6,0.46
Tochigi,21030,276.71,176,3.67,77,1.6,1155,24.06,2095,43.65,179,3.73,56,1.17,288,6,223,4.65,3,0.06,47,0.98,-,-,59,4.92,1,0.14,-,-,23,3.29,-,-,8,1.14
Gunma,24794,284.99,188,3.55,213,4.02,1315,24.81,3210,60.57,185,3.49,83,1.57,286,5.4,244,4.6,9,0.17,48,0.91,1,0.07,125,8.33,-,-,-,-,13,1.44,-,-,17,1.89
Saitama,90389,355.86,580,3.6,540,3.35,5668,35.2,15582,96.78,834,5.18,250,1.55,2192,13.61,675,4.19,20,0.12,214,1.33,13,0.33,253,6.33,2,0.18,10,0.91,16,1.45,1,0.09,48,4.36
Chiba,65579,310.8,375,2.84,341,2.58,4941,37.43,9843,74.57,702,5.32,109,0.83,1447,10.96,524,3.97,35,0.27,103,0.78,8,0.24,193,5.68,4,0.44,7,0.78,21,2.33,-,-,17,1.89
Tokyo,104699,256.62,742,2.9,569,2.22,7000,27.34,22695,88.65,1351,5.28,308,1.2,3211,12.54,1167,4.56,37,0.14,190,0.74,1,0.03,127,3.43,13,0.54,9,0.38,30,1.25,9,0.38,66,2.75
Kanagawa,100335,280.27,599,2.64,410,1.81,5472,24.11,16689,73.52,1146,5.05,299,1.32,1993,8.78,942,4.15,15,0.07,293,1.29,2,0.04,682,13.37,5,0.45,1,0.09,15,1.36,-,-,22,2
Niigata,30332,337.02,385,6.75,506,8.88,3069,53.84,2986,52.39,332,5.82,97,1.7,1386,24.32,292,5.12,5,0.09,73,1.28,9,0.9,55,5.5,3,0.23,-,-,52,4,3,0.23,4,0.31
Toyama,10340,215.42,108,3.72,261,9,874,30.14,2569,88.59,147,5.07,97,3.34,310,10.69,129,4.45,38,1.31,16,0.55,4,0.57,31,4.43,3,0.6,-,-,2,0.4,-,-,6,1.2
Ishikawa,14550,303.13,184,6.34,284,9.79,1885,65,2060,71.03,84,2.9,31,1.07,523,18.03,121,4.17,-,-,11,0.38,-,-,29,4.14,2,0.4,1,0.2,29,5.8,-,-,3,0.6
Fukui,10342,295.49,228,10.36,211,9.59,799,36.32,1856,84.36,109,4.95,15,0.68,87,3.95,86,3.91,4,0.18,36,1.64,-,-,56,18.67,4,0.67,4,0.67,3,0.5,-,-,-,-
Yamanashi,10860,264.88,54,2.25,23,0.96,442,18.42,1394,58.08,79,3.29,36,1.5,217,9.04,70,2.92,1,0.04,50,2.08,-,-,37,4.11,3,0.3,5,0.5,43,4.3,-,-,11,1.1
Nagano,26988,313.81,235,4.43,142,2.68,1012,19.09,3844,72.53,173,3.26,36,0.68,346,6.53,157,2.96,25,0.47,44,0.83,-,-,37,3.36,2,0.18,3,0.27,35,3.18,-,-,10,0.91
Gifu,24290,282.44,177,3.4,195,3.75,685,13.17,1953,37.56,78,1.5,36,0.69,138,2.65,160,3.08,6,0.12,10,0.19,3,0.27,42,3.82,-,-,-,-,9,1.8,-,-,25,5
Shizuoka,39309,282.8,213,2.39,215,2.42,1942,21.82,7903,88.8,194,2.18,101,1.13,531,5.97,262,2.94,11,0.12,121,1.36,-,-,139,6.32,2,0.2,9,0.9,10,1,1,0.1,8,0.8
Aichi,70172,359.86,824,4.53,512,2.81,3884,21.34,11004,60.46,545,2.99,101,0.55,766,4.21,614,3.37,33,0.18,123,0.68,2,0.06,139,3.97,5,0.33,7,0.47,31,2.07,-,-,115,7.67
Mie,16673,231.57,425,9.44,194,4.31,1146,25.47,3412,75.82,168,3.73,41,0.91,126,2.8,193,4.29,6,0.13,24,0.53,-,-,5,0.42,3,0.33,13,1.44,22,2.44,1,0.11,31,3.44
Shiga,13335,256.44,91,2.94,61,1.97,600,19.35,2019,65.13,86,2.77,22,0.71,54,1.74,79,2.55,13,0.42,26,0.84,-,-,11,1.38,2,0.29,1,0.14,-,-,1,0.14,9,1.29
Kyoto,30608,244.86,216,2.84,249,3.28,1350,17.76,5404,71.11,218,2.87,109,1.43,554,7.29,218,2.87,13,0.17,52,0.68,-,-,31,1.82,1,0.14,-,-,22,3.14,-,-,33,4.71
Osaka,69554,230.31,2161,10.86,1026,5.16,5652,28.4,16522,83.03,846,4.25,509,2.56,1117,5.61,763,3.83,72,0.36,201,1.01,1,0.02,185,3.56,10,0.59,1,0.06,32,1.88,-,-,203,11.94
