"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2020",,,,,,"Data collected as of September 9, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562901,114.18,12878,4.09,24405,7.75,163070,51.75,309530,98.23,22961,7.29,12345,3.92,17584,5.58,43803,13.9,15306,4.86,5597,1.78,143,0.21,6533,9.43,295,0.62,321,0.67,3078,6.45,53,0.11,221,0.46
Hokkaido,26993,122.7,908,6.63,1297,9.47,8081,58.99,4857,35.45,897,6.55,192,1.4,1435,10.47,1260,9.2,127,0.93,148,1.08,9,0.32,397,14.18,9,0.41,7,0.32,187,8.5,1,0.05,27,1.23
Aomori,5299,81.52,187,4.45,236,5.62,1506,35.86,4116,98,240,5.71,300,7.14,372,8.86,546,13,25,0.6,38,0.9,1,0.09,79,7.18,1,0.17,-,-,47,7.83,-,-,2,0.33
Iwate,9107,140.11,196,4.78,318,7.76,3383,82.51,4130,100.73,310,7.56,321,7.83,211,5.15,691,16.85,35,0.85,76,1.85,-,-,142,10.14,3,0.16,3,0.16,71,3.74,-,-,6,0.32
Miyagi,7748,82.43,407,7.02,409,7.05,3450,59.48,4914,84.72,458,7.9,366,6.31,165,2.84,997,17.19,51,0.88,86,1.48,3,0.25,55,4.58,2,0.17,-,-,183,15.25,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,148,4.35,812,23.88,2215,65.15,118,3.47,269,7.91,92,2.71,266,7.82,19,0.56,30,0.88,4,0.67,31,5.17,1,0.13,-,-,24,3,1,0.13,2,0.25
Yamagata,4164,92.53,131,4.52,471,16.24,3086,106.41,2651,91.41,301,10.38,56,1.93,231,7.97,555,19.14,28,0.97,26,0.9,-,-,52,7.43,4,0.4,-,-,28,2.8,1,0.1,1,0.1
Fukushima,10239,123.36,321,6.42,464,9.28,3194,63.88,3711,74.22,390,7.8,128,2.56,613,12.26,1042,20.84,55,1.1,85,1.7,-,-,232,17.85,5,0.83,3,0.5,37,6.17,-,-,2,0.33
Ibaraki,11751,97.93,180,2.4,605,8.07,3496,46.61,6689,89.19,610,8.13,149,1.99,256,3.41,675,9,81,1.08,98,1.31,2,0.12,387,22.76,-,-,5,0.42,119,9.92,-,-,5,0.42
