"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2019",,,,,,"Data collected as of May 7, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1398442,283.03,24210,7.67,17795,5.64,126499,40.07,329778,104.46,17825,5.65,10081,3.19,34873,11.05,19244,6.1,1478,0.47,4769,1.51,123,0.18,7122,10.25,172,0.36,179,0.37,1365,2.86,38,0.08,2690,5.63
Hokkaido,57857,261.8,1523,10.96,707,5.09,9981,71.81,6287,45.23,671,4.83,119,0.86,1081,7.78,505,3.63,20,0.14,117,0.84,2,0.07,194,6.93,5,0.22,2,0.09,123,5.35,3,0.13,91,3.96
Aomori,14531,223.55,162,3.86,147,3.5,1469,34.98,4007,95.4,203,4.83,177,4.21,569,13.55,263,6.26,7,0.17,173,4.12,3,0.27,48,4.36,2,0.33,2,0.33,69,11.5,-,-,49,8.17
Iwate,17201,264.63,163,4.08,213,5.33,2648,66.2,2885,72.13,261,6.53,192,4.8,529,13.23,245,6.13,8,0.2,172,4.3,-,-,153,10.93,3,0.16,1,0.05,54,2.84,1,0.05,158,8.32
Miyagi,29956,318.68,460,7.93,225,3.88,3390,58.45,5517,95.12,542,9.34,85,1.47,2095,36.12,429,7.4,7,0.12,58,1,4,0.33,42,3.5,1,0.08,1,0.08,68,5.67,-,-,15,1.25
Akita,14383,271.38,62,1.82,100,2.94,1006,29.59,1680,49.41,81,2.38,17,0.5,271,7.97,124,3.65,3,0.09,11,0.32,-,-,28,4,2,0.25,-,-,78,9.75,-,-,4,0.5
Yamagata,12488,271.48,121,4.17,190,6.55,2035,70.17,3782,130.41,192,6.62,109,3.76,850,29.31,264,9.1,11,0.38,22,0.76,-,-,55,6.88,2,0.2,4,0.4,31,3.1,-,-,39,3.9
Fukushima,27968,336.96,412,8.24,401,8.02,2451,49.02,3112,62.24,343,6.86,251,5.02,733,14.66,508,10.16,14,0.28,99,1.98,1,0.08,225,17.31,2,0.29,-,-,17,2.43,-,-,73,10.43
Ibaraki,36251,302.09,359,4.79,370,4.93,2852,38.03,6401,85.35,480,6.4,98,1.31,827,11.03,288,3.84,24,0.32,65,0.87,-,-,290,18.13,4,0.33,-,-,65,5.42,-,-,14,1.17
