"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53rd week, 2020",,,,,,"Data collected as of January 8, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,563487,114.27,18096,5.74,35113,11.14,200227,63.52,419973,133.24,31785,10.08,18362,5.83,18244,5.79,65531,20.79,25292,8.02,8068,2.56,185,0.27,9079,13.08,409,0.86,455,0.95,3518,7.36,57,0.12,250,0.52
Hokkaido,27014,122.24,934,6.77,2042,14.8,10551,76.46,6503,47.12,1343,9.73,240,1.74,1451,10.51,1838,13.32,289,2.09,202,1.46,9,0.32,473,16.89,9,0.41,9,0.41,223,10.14,1,0.05,30,1.36
Aomori,5304,82.88,190,4.52,378,9,1753,41.74,5079,120.93,339,8.07,311,7.4,376,8.95,768,18.29,45,1.07,54,1.29,1,0.09,115,10.45,3,0.5,2,0.33,61,10.17,-,-,2,0.33
Iwate,9110,140.15,466,11.65,403,10.08,4291,107.28,5639,140.98,441,11.03,362,9.05,224,5.6,1014,25.35,61,1.53,104,2.6,-,-,194,13.86,5,0.26,3,0.16,86,4.53,-,-,7,0.37
Miyagi,7749,82.44,432,7.45,592,10.21,3834,66.1,6298,108.59,589,10.16,391,6.74,178,3.07,1468,25.31,66,1.14,136,2.34,3,0.25,83,6.92,4,0.33,1,0.08,234,19.5,1,0.08,2,0.17
Akita,7135,134.62,58,1.71,220,6.47,1104,32.47,2795,82.21,289,8.5,289,8.5,98,2.88,402,11.82,39,1.15,48,1.41,4,0.67,41,6.83,1,0.13,-,-,28,3.5,1,0.13,2,0.25
Yamagata,4164,92.53,133,4.59,599,20.66,3650,125.86,5255,181.21,367,12.66,106,3.66,239,8.24,838,28.9,825,28.45,42,1.45,1,0.14,75,10.71,6,0.6,-,-,31,3.1,1,0.1,1,0.1
Fukushima,10252,123.52,358,7.16,716,14.32,4161,83.22,4918,98.36,605,12.1,266,5.32,624,12.48,1569,31.38,299,5.98,119,2.38,-,-,289,22.23,7,1.17,4,0.67,38,6.33,-,-,3,0.5
Ibaraki,11756,97.97,186,2.48,800,10.67,4456,59.41,8410,112.13,744,9.92,236,3.15,270,3.6,973,12.97,173,2.31,136,1.81,2,0.12,507,29.82,-,-,8,0.67,134,11.17,-,-,5,0.42
Tochigi,5950,78.29,169,3.52,203,4.23,1812,37.75,3200,66.67,443,9.23,159,3.31,168,3.5,1137,23.69,100,2.08,120,2.5,-,-,110,9.17,3,0.43,10,1.43,77,11,4,0.57,3,0.43
Gunma,11046,128.44,113,2.13,574,10.83,2424,45.74,6327,119.38,571,10.77,163,3.08,236,4.45,1186,22.38,98,1.85,153,2.89,1,0.07,266,19,11,1.22,4,0.44,89,9.89,2,0.22,1,0.11
Saitama,29327,116.84,559,3.52,1696,10.67,9817,61.74,24885,156.51,2143,13.48,786,4.94,562,3.53,3685,23.18,410,2.58,571,3.59,39,1,560,14.36,12,1.09,22,2,87,7.91,-,-,1,0.09
Chiba,24851,118.34,318,2.41,746,5.65,10248,77.64,13950,105.68,1356,10.27,423,3.2,406,3.08,2450,18.56,242,1.83,440,3.33,7,0.21,473,14.33,12,1.33,18,2,83,9.22,-,-,1,0.11
Tokyo,33424,81.92,570,2.23,1506,5.88,13314,52.01,40033,156.38,2590,10.12,1018,3.98,465,1.82,5610,21.91,674,2.63,688,2.69,11,0.3,363,9.81,26,1.08,32,1.33,168,7,25,1.04,8,0.33
Kanagawa,29753,85.99,551,2.46,1147,5.12,12194,54.44,26146,116.72,2185,9.75,725,3.24,416,1.86,4240,18.93,284,1.27,615,2.75,10,0.2,1184,23.68,8,0.73,23,2.09,50,4.55,1,0.09,5,0.45
Niigata,9892,109.91,412,7.23,1507,26.44,8080,141.75,6180,108.42,941,16.51,264,4.63,170,2.98,1366,23.96,49,0.86,147,2.58,21,2.1,112,11.2,10,0.77,6,0.46,112,8.62,3,0.23,1,0.08
Toyama,3569,74.35,82,2.83,506,17.45,3330,114.83,4999,172.38,350,12.07,123,4.24,243,8.38,575,19.83,124,4.28,43,1.48,-,-,31,5.17,3,0.6,8,1.6,71,14.2,1,0.2,4,0.8
