"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23rd week, 2021",,,,,,"Data collected as of June 16, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,711,0.14,65876,20.88,16239,5.15,48400,15.34,217402,68.91,8534,2.7,2837,0.9,1235,0.39,28329,8.98,2894,0.92,2903,0.92,47,0.07,2848,4.1,155,0.32,202,0.42,369,0.77,12,0.03,47,0.1
Hokkaido,50,0.23,666,4.79,813,5.85,3586,25.8,5613,40.38,481,3.46,14,0.1,29,0.21,731,5.26,11,0.08,72,0.52,1,0.04,61,2.18,3,0.13,-,-,11,0.48,-,-,2,0.09
Aomori,6,0.09,698,16.62,189,4.5,334,7.95,2878,68.52,88,2.1,10,0.24,13,0.31,296,7.05,3,0.07,18,0.43,-,-,19,1.73,1,0.17,2,0.33,14,2.33,-,-,-,-
Iwate,3,0.05,1164,29.1,138,3.45,1268,31.7,3001,75.03,156,3.9,10,0.25,14,0.35,437,10.93,6,0.15,32,0.8,-,-,60,4.29,2,0.11,3,0.16,14,0.74,-,-,2,0.11
Miyagi,10,0.11,771,13.29,307,5.29,568,9.79,2967,51.16,234,4.03,36,0.62,23,0.4,645,11.12,5,0.09,66,1.14,-,-,28,2.33,2,0.17,-,-,25,2.08,-,-,1,0.08
Akita,-,-,779,22.91,86,2.53,449,13.21,1383,40.68,122,3.59,11,0.32,13,0.38,180,5.29,4,0.12,6,0.18,1,0.14,9,1.29,1,0.13,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,893,30.79,245,8.45,826,28.48,1752,60.41,53,1.83,17,0.59,12,0.41,338,11.66,17,0.59,27,0.93,-,-,24,3,2,0.2,-,-,3,0.3,-,-,1,0.1
Fukushima,15,0.18,372,7.44,321,6.42,987,19.74,3490,69.8,128,2.56,23,0.46,24,0.48,660,13.2,5,0.1,39,0.78,1,0.08,79,6.08,5,0.83,1,0.17,1,0.17,-,-,-,-
Ibaraki,14,0.12,245,3.27,243,3.24,1054,14.05,3375,45,156,2.08,55,0.73,25,0.33,443,5.91,93,1.24,60,0.8,-,-,128,7.53,-,-,2,0.17,50,4.17,-,-,1,0.08
Tochigi,7,0.09,661,13.77,130,2.71,423,8.81,2256,47,94,1.96,37,0.77,25,0.52,501,10.44,17,0.35,50,1.04,1,0.08,83,6.92,2,0.29,9,1.29,16,2.29,-,-,-,-
Gunma,7,0.08,49,0.91,229,4.24,483,8.94,3621,67.06,88,1.63,31,0.57,14,0.26,545,10.09,9,0.17,69,1.28,-,-,126,8.4,3,0.33,1,0.11,4,0.44,-,-,2,0.22
Saitama,25,0.1,301,1.89,749,4.71,1743,10.96,11194,70.4,488,3.07,113,0.71,74,0.47,1753,11.03,55,0.35,213,1.34,11,0.28,161,4.13,6,0.55,11,1,5,0.45,-,-,3,0.27
Chiba,31,0.15,289,2.21,345,2.63,1509,11.52,5744,43.85,449,3.43,66,0.5,58,0.44,1103,8.42,49,0.37,156,1.19,2,0.06,160,4.85,5,0.56,8,0.89,8,0.89,-,-,3,0.33
Tokyo,30,0.07,2334,9.08,684,2.66,1969,7.66,18868,73.42,601,2.34,192,0.75,146,0.57,2616,10.18,102,0.4,263,1.02,-,-,109,2.95,6,0.24,12,0.48,9,0.36,11,0.44,3,0.12
Kanagawa,22,0.06,1905,8.47,464,2.06,2042,9.08,11764,52.28,603,2.68,96,0.43,101,0.45,1947,8.65,54,0.24,219,0.97,6,0.12,362,7.24,3,0.27,7,0.64,12,1.09,-,-,1,0.09
Niigata,17,0.19,155,2.77,782,13.96,2312,41.29,2669,47.66,236,4.21,30,0.54,36,0.64,541,9.66,17,0.3,75,1.34,9,0.9,30,3,4,0.31,6,0.46,15,1.15,-,-,-,-
