"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31st week, 2022",,,,,,"Data collected as of August 10, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1272,0.26,55712,17.73,19459,6.19,30990,9.86,429676,136.75,7272,2.31,54378,17.31,1254,0.4,31026,9.87,12728,4.05,2844,0.91,98,0.14,3600,5.2,168,0.35,248,0.52,192,0.4,19,0.04,69,0.14
Hokkaido,16,0.07,2397,17.37,1129,8.18,2253,16.33,8570,62.1,376,2.72,1982,14.36,25,0.18,723,5.24,561,4.07,75,0.54,5,0.18,59,2.11,5,0.23,1,0.05,18,0.82,1,0.05,6,0.27
Aomori,3,0.05,20,0.49,129,3.15,141,3.44,3848,93.85,87,2.12,374,9.12,13,0.32,378,9.22,58,1.41,31,0.76,-,-,35,3.18,1,0.17,3,0.5,26,4.33,-,-,1,0.17
Iwate,6,0.1,409,10.49,187,4.79,584,14.97,4733,121.36,124,3.18,139,3.56,31,0.79,492,12.62,75,1.92,41,1.05,-,-,71,5.07,5,0.26,4,0.21,9,0.47,-,-,2,0.11
Miyagi,16,0.17,190,3.33,226,3.96,431,7.56,8420,147.72,166,2.91,806,14.14,31,0.54,781,13.7,266,4.67,52,0.91,1,0.08,62,5.17,3,0.27,-,-,7,0.64,-,-,1,0.09
Akita,2,0.04,460,13.53,118,3.47,323,9.5,2239,65.85,160,4.71,592,17.41,1,0.03,174,5.12,31,0.91,9,0.26,3,0.43,14,2,2,0.25,-,-,3,0.38,-,-,2,0.25
Yamagata,5,0.11,70,2.41,360,12.41,377,13,5498,189.59,70,2.41,202,6.97,7,0.24,361,12.45,138,4.76,18,0.62,-,-,57,7.13,1,0.1,-,-,2,0.2,-,-,1,0.1
Fukushima,7,0.08,314,6.28,488,9.76,503,10.06,5681,113.62,159,3.18,573,11.46,35,0.7,803,16.06,79,1.58,33,0.66,-,-,93,7.15,1,0.14,5,0.71,3,0.43,-,-,2,0.29
Ibaraki,22,0.18,148,1.97,328,4.37,677,9.03,8153,108.71,142,1.89,1470,19.6,24,0.32,425,5.67,559,7.45,60,0.8,4,0.24,202,11.88,1,0.08,3,0.25,22,1.83,-,-,-,-
Tochigi,12,0.16,460,9.58,116,2.42,504,10.5,3290,68.54,58,1.21,895,18.65,28,0.58,593,12.35,82,1.71,35,0.73,-,-,82,6.83,6,0.86,3,0.43,-,-,-,-,1,0.14
Gunma,3,0.03,147,2.77,275,5.19,252,4.75,8315,156.89,128,2.42,1629,30.74,27,0.51,630,11.89,325,6.13,59,1.11,1,0.08,61,4.69,2,0.22,1,0.11,1,0.11,-,-,-,-
Saitama,29,0.12,1608,10.18,733,4.64,871,5.51,26236,166.05,447,2.83,4414,27.94,94,0.59,1614,10.22,979,6.2,184,1.16,27,0.69,244,6.26,3,0.27,17,1.55,5,0.45,-,-,1,0.09
Chiba,36,0.17,1163,9.09,449,3.51,1086,8.48,17697,138.26,293,2.29,5316,41.53,38,0.3,1251,9.77,1027,8.02,173,1.35,6,0.19,140,4.38,8,0.89,7,0.78,3,0.33,-,-,-,-
Tokyo,78,0.19,2533,9.93,971,3.81,1189,4.66,40884,160.33,513,2.01,5649,22.15,109,0.43,2555,10.02,1799,7.05,276,1.08,-,-,180,4.86,11,0.44,9,0.36,2,0.08,15,0.6,4,0.16
Kanagawa,63,0.18,2450,11.04,633,2.85,1389,6.26,28668,129.14,455,2.05,4496,20.25,105,0.47,2019,9.09,1062,4.78,234,1.05,6,0.12,463,9.26,3,0.27,20,1.82,6,0.55,1,0.09,3,0.27
Niigata,9,0.11,65,1.16,713,12.73,1691,30.2,5425,96.88,190,3.39,3410,60.89,40,0.71,656,11.71,899,16.05,73,1.3,8,0.89,30,3.33,4,0.33,3,0.25,5,0.42,-,-,1,0.08
Toyama,1,0.02,678,23.38,359,12.38,335,11.55,5238,180.62,76,2.62,688,23.72,11,0.38,257,8.86,208,7.17,10,0.34,-,-,20,2.86,2,0.4,-,-,1,0.2,-,-,-,-
Ishikawa,6,0.13,122,4.21,311,10.72,237,8.17,5105,176.03,102,3.52,267,9.21,9,0.31,268,9.24,39,1.34,12,0.41,-,-,19,2.71,3,0.6,6,1.2,7,1.4,-,-,1,0.2
Fukui,3,0.08,458,19.91,203,8.83,277,12.04,3949,171.7,36,1.57,1500,65.22,33,1.43,213,9.26,170,7.39,15,0.65,-,-,8,2.67,3,0.5,1,0.17,5,0.83,-,-,-,-
Yamanashi,2,0.05,43,1.79,14,0.58,29,1.21,2539,105.79,50,2.08,300,12.5,5,0.21,158,6.58,236,9.83,14,0.58,-,-,20,2.22,1,0.1,5,0.5,2,0.2,-,-,1,0.1
Nagano,31,0.36,177,3.34,148,2.79,217,4.09,7870,148.49,171,3.23,918,17.32,20,0.38,440,8.3,246,4.64,42,0.79,-,-,37,3.36,2,0.18,4,0.36,-,-,-,-,3,0.27
Gifu,21,0.24,2089,40.17,304,5.85,227,4.37,4983,95.83,67,1.29,219,4.21,2,0.04,339,6.52,34,0.65,22,0.42,-,-,20,1.82,-,-,1,0.2,1,0.2,-,-,-,-
Shizuoka,18,0.13,687,7.72,516,5.8,480,5.39,12656,142.2,156,1.75,1532,17.21,55,0.62,835,9.38,683,7.67,100,1.12,1,0.05,92,4.18,10,1,10,1,4,0.4,-,-,-,-
Aichi,81,0.42,6754,37.11,561,3.08,1714,9.42,21558,118.45,277,1.52,1692,9.3,38,0.21,1196,6.57,426,2.34,139,0.76,1,0.03,90,2.57,12,0.8,12,0.8,-,-,-,-,1,0.07
Mie,17,0.24,2697,61.3,299,6.8,297,6.75,6539,148.61,106,2.41,413,9.39,10,0.23,391,8.89,115,2.61,15,0.34,1,0.08,9,0.75,3,0.33,12,1.33,2,0.22,-,-,-,-
Shiga,20,0.34,477,13.25,168,4.67,303,8.42,4010,111.39,145,4.03,515,14.31,3,0.08,323,8.97,140,3.89,24,0.67,-,-,12,1.5,4,0.57,1,0.14,1,0.14,-,-,1,0.14
Kyoto,43,0.35,1578,21.04,708,9.44,683,9.11,7220,96.27,121,1.61,409,5.45,26,0.35,446,5.95,90,1.2,50,0.67,1,0.06,35,1.94,2,0.33,2,0.33,1,0.17,2,0.33,1,0.17
Osaka,358,1.2,8067,41.16,1775,9.06,1731,8.83,24255,123.75,384,1.96,952,4.86,63,0.32,1671,8.53,272,1.39,189,0.96,9,0.18,182,3.57,2,0.13,9,0.56,-,-,-,-,2,0.13
Hyogo,85,0.43,3634,28.39,799,6.24,967,7.55,20432,159.63,225,1.76,788,6.16,69,0.54,1039,8.12,172,1.34,111,0.87,-,-,190,5.43,5,0.36,15,1.07,-,-,-,-,2,0.14
Nara,8,0.15,888,26.12,187,5.5,158,4.65,4359,128.21,53,1.56,204,6,6,0.18,317,9.32,57,1.68,23,0.68,-,-,59,5.9,-,-,2,0.33,1,0.17,-,-,-,-
Wakayama,8,0.17,379,13.07,191,6.59,194,6.69,2952,101.79,60,2.07,115,3.97,4,0.14,299,10.31,19,0.66,22,0.76,-,-,23,5.75,2,0.18,7,0.64,18,1.64,-,-,1,0.09
Tottori,4,0.14,146,7.68,177,9.32,1022,53.79,2421,127.42,25,1.32,426,22.42,8,0.42,193,10.16,97,5.11,3,0.16,-,-,23,5.75,4,0.8,5,1,-,-,-,-,-,-
Shimane,-,-,772,35.09,134,6.09,155,7.05,3242,147.36,64,2.91,667,30.32,3,0.14,319,14.5,45,2.05,14,0.64,-,-,3,1,8,1,6,0.75,-,-,-,-,1,0.13
Okayama,43,0.51,401,7.43,252,4.67,220,4.07,7907,146.43,126,2.33,301,5.57,31,0.57,495,9.17,130,2.41,67,1.24,3,0.25,19,1.58,6,1.2,2,0.4,4,0.8,-,-,-,-
Hiroshima,13,0.11,1460,20.56,660,9.3,419,5.9,10577,148.97,122,1.72,1726,24.31,23,0.32,587,8.27,342,4.82,55,0.77,3,0.16,149,7.84,2,0.1,3,0.15,2,0.1,-,-,2,0.1
Yamaguchi,8,0.12,602,13.38,262,5.82,852,18.93,6281,139.58,92,2.04,237,5.27,15,0.33,519,11.53,211,4.69,41,0.91,-,-,63,7,-,-,-,-,7,0.78,-,-,-,-
Tokushima,2,0.05,139,6.04,170,7.39,81,3.52,2693,117.09,42,1.83,124,5.39,4,0.17,261,11.35,10,0.43,13,0.57,-,-,3,0.75,3,0.43,3,0.43,2,0.29,-,-,-,-
Kagawa,3,0.06,75,2.68,241,8.61,170,6.07,5248,187.43,68,2.43,160,5.71,15,0.54,356,12.71,20,0.71,34,1.21,-,-,14,2.8,1,0.2,1,0.2,1,0.2,-,-,1,0.2
Ehime,13,0.22,1191,33.08,216,6,462,12.83,7863,218.42,99,2.75,93,2.58,18,0.5,524,14.56,17,0.47,41,1.14,-,-,165,23.57,1,0.17,-,-,-,-,-,-,3,0.5
Kochi,11,0.24,126,4.5,253,9.04,220,7.86,2566,91.64,80,2.86,50,1.79,11,0.39,300,10.71,35,1.25,21,0.75,-,-,13,4.33,4,0.5,-,-,5,0.63,-,-,8,1
Fukuoka,42,0.21,3428,28.57,1110,9.25,3475,28.96,22855,190.46,378,3.15,932,7.77,39,0.33,1941,16.18,204,1.7,146,1.22,4,0.15,96,3.69,3,0.2,12,0.8,2,0.13,-,-,-,-
Saga,4,0.11,447,20.32,285,12.95,262,11.91,2945,133.86,68,3.09,294,13.36,9,0.41,446,20.27,27,1.23,11,0.5,1,0.25,14,3.5,4,0.67,6,1,2,0.33,-,-,4,0.67
Nagasaki,5,0.07,1059,24.63,344,8,1316,30.6,4342,100.98,82,1.91,516,12,25,0.58,476,11.07,45,1.05,33,0.77,8,1.14,67,9.57,11,0.92,3,0.25,1,0.08,-,-,4,0.33
Kumamoto,5,0.06,904,18.45,276,5.63,217,4.43,8863,180.88,156,3.18,580,11.84,28,0.57,894,18.24,149,3.04,32,0.65,-,-,103,11.44,1,0.07,8,0.53,2,0.13,-,-,4,0.27
