"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2019",,,,,,"Data collected as of February 6, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1036779,210.26,5910,1.88,4840,1.54,31520,10.02,96674,30.73,5839,1.86,2142,0.68,12236,3.89,4538,1.44,235,0.07,1369,0.44,31,0.04,2462,3.55,52,0.11,47,0.1,566,1.18,9,0.02,163,0.34
Hokkaido,39270,177.69,550,3.99,184,1.33,2274,16.48,1308,9.48,236,1.71,21,0.15,213,1.54,115,0.83,3,0.02,27,0.2,2,0.07,59,2.11,1,0.04,1,0.04,66,2.87,-,-,9,0.39
Aomori,7282,112.03,80,1.9,54,1.29,324,7.71,1057,25.17,61,1.45,27,0.64,126,3,75,1.79,1,0.02,42,1,2,0.18,20,1.82,-,-,1,0.17,19,3.17,-,-,6,1
Iwate,10847,166.88,63,1.58,85,2.13,752,18.8,605,15.13,82,2.05,94,2.35,259,6.48,58,1.45,5,0.13,86,2.15,-,-,55,3.93,1,0.05,-,-,28,1.47,1,0.05,11,0.58
Miyagi,20043,210.98,144,2.44,69,1.17,845,14.32,1335,22.63,191,3.24,49,0.83,1159,19.64,89,1.51,2,0.03,12,0.2,1,0.08,19,1.58,-,-,-,-,30,2.5,-,-,1,0.08
Akita,7862,148.34,25,0.74,33,0.97,224,6.59,513,15.09,42,1.24,14,0.41,160,4.71,37,1.09,1,0.03,-,-,-,-,14,2,1,0.13,-,-,42,5.25,-,-,-,-
Yamagata,7121,158.24,42,1.45,40,1.38,493,17,965,33.28,75,2.59,10,0.34,297,10.24,70,2.41,11,0.38,7,0.24,-,-,41,5.13,-,-,-,-,10,1,-,-,-,-
Fukushima,17848,215.04,145,2.9,113,2.26,665,13.3,943,18.86,155,3.1,38,0.76,277,5.54,121,2.42,5,0.1,33,0.66,-,-,79,6.08,1,0.14,-,-,5,0.71,-,-,1,0.14
Ibaraki,28863,240.53,118,1.57,116,1.55,676,9.01,2336,31.15,152,2.03,29,0.39,192,2.56,68,0.91,6,0.08,16,0.21,-,-,77,4.53,-,-,-,-,31,2.38,-,-,2,0.15
Tochigi,15783,207.67,75,1.56,32,0.67,356,7.42,1036,21.58,77,1.6,13,0.27,139,2.9,79,1.65,1,0.02,11,0.23,-,-,32,2.67,1,0.14,-,-,12,1.71,-,-,-,-
Gunma,18603,213.83,81,1.53,87,1.64,410,7.74,1342,25.32,85,1.6,42,0.79,129,2.43,79,1.49,6,0.11,18,0.34,1,0.07,54,3.6,-,-,-,-,9,1,-,-,1,0.11
Saitama,70076,279.19,226,1.43,151,0.96,2006,12.7,6849,43.35,341,2.16,121,0.77,1099,6.96,222,1.41,2,0.01,66,0.42,5,0.13,85,2.13,2,0.18,5,0.45,10,0.91,-,-,4,0.36
Chiba,52266,246.54,112,0.85,142,1.08,1616,12.24,4594,34.8,256,1.94,60,0.45,646,4.89,185,1.4,10,0.08,32,0.24,2,0.06,95,2.79,2,0.22,1,0.11,11,1.22,-,-,4,0.44
Tokyo,83567,209.44,215,0.86,211,0.85,2345,9.42,8952,35.95,519,2.08,135,0.54,1878,7.54,383,1.54,14,0.06,73,0.29,1,0.03,71,1.92,4,0.16,4,0.16,17,0.68,1,0.04,15,0.6
Kanagawa,80108,226.93,184,0.83,186,0.83,1682,7.54,6907,30.97,490,2.2,144,0.65,1167,5.23,318,1.43,2,0.01,98,0.44,1,0.02,294,6,1,0.09,1,0.09,8,0.73,-,-,5,0.45
Niigata,21060,234,161,2.82,236,4.14,1035,18.16,981,17.21,116,2.04,41,0.72,664,11.65,104,1.82,1,0.02,27,0.47,4,0.4,22,2.2,2,0.15,-,-,29,2.23,2,0.15,-,-
Toyama,7549,157.27,62,2.14,77,2.66,196,6.76,987,34.03,61,2.1,48,1.66,77,2.66,44,1.52,10,0.34,3,0.1,-,-,15,2.14,-,-,-,-,2,0.4,-,-,-,-
Ishikawa,10281,214.19,60,2.07,97,3.34,799,27.55,889,30.66,28,0.97,22,0.76,191,6.59,36,1.24,-,-,4,0.14,-,-,16,2.29,1,0.2,-,-,13,2.6,-,-,1,0.2
Fukui,7638,218.23,70,3.18,91,4.14,272,12.36,922,41.91,44,2,14,0.64,26,1.18,23,1.05,2,0.09,15,0.68,-,-,24,8,-,-,2,0.33,-,-,-,-,-,-
Yamanashi,8208,200.2,20,0.83,6,0.25,128,5.33,642,26.75,35,1.46,18,0.75,122,5.08,28,1.17,1,0.04,26,1.08,-,-,19,2.11,1,0.1,1,0.1,21,2.1,-,-,1,0.1
Nagano,20084,230.85,103,1.91,59,1.09,384,7.11,1534,28.41,75,1.39,19,0.35,110,2.04,49,0.91,9,0.17,23,0.43,-,-,17,1.55,2,0.18,-,-,23,2.09,-,-,5,0.45
Gifu,20517,238.57,70,1.35,79,1.52,219,4.21,782,15.04,37,0.71,15,0.29,74,1.42,57,1.1,3,0.06,1,0.02,1,0.09,18,1.64,-,-,-,-,4,0.8,-,-,1,0.2
Shizuoka,32435,233.35,66,0.74,79,0.89,651,7.31,2739,30.78,75,0.84,26,0.29,253,2.84,99,1.11,3,0.03,64,0.72,-,-,73,3.32,-,-,3,0.3,5,0.5,1,0.1,-,-
Aichi,59062,302.88,247,1.36,155,0.85,1176,6.46,4059,22.3,254,1.4,33,0.18,287,1.58,190,1.04,8,0.04,37,0.2,-,-,52,1.49,1,0.07,4,0.27,15,1,-,-,11,0.73
Mie,13522,187.81,128,2.84,77,1.71,396,8.8,1363,30.29,95,2.11,14,0.31,58,1.29,74,1.64,4,0.09,8,0.18,-,-,4,0.33,1,0.11,4,0.44,9,1,1,0.11,2,0.22
Shiga,10615,204.13,41,1.32,12,0.39,168,5.42,766,24.71,37,1.19,7,0.23,18,0.58,18,0.58,4,0.13,12,0.39,-,-,8,1,2,0.29,1,0.14,-,-,-,-,-,-
Kyoto,23809,190.47,55,0.72,83,1.09,476,6.26,2275,29.93,89,1.17,40,0.53,212,2.79,80,1.05,4,0.05,18,0.24,-,-,18,1.06,-,-,-,-,10,1.43,-,-,1,0.14
Osaka,54523,180.54,570,2.86,333,1.67,1771,8.9,6211,31.21,372,1.87,118,0.59,455,2.29,259,1.3,22,0.11,79,0.4,-,-,91,1.75,4,0.24,-,-,12,0.71,-,-,32,1.88
Hyogo,36983,186.78,363,2.81,220,1.71,802,6.22,4421,34.27,198,1.53,88,0.68,358,2.78,129,1,8,0.06,25,0.19,5,0.15,106,3.12,5,0.36,1,0.07,13,0.93,-,-,15,1.07
Nara,8463,153.87,57,1.68,49,1.44,252,7.41,1109,32.62,48,1.41,28,0.82,23,0.68,50,1.47,5,0.15,6,0.18,-,-,29,2.9,1,0.17,1,0.17,9,1.5,-,-,-,-
Wakayama,7188,146.69,69,2.3,46,1.53,122,4.07,731,24.37,28,0.93,21,0.7,82,2.73,44,1.47,-,-,3,0.1,3,0.75,17,4.25,1,0.09,2,0.18,12,1.09,-,-,1,0.09
Tottori,4596,158.48,41,2.16,27,1.42,471,24.79,820,43.16,26,1.37,45,2.37,6,0.32,26,1.37,2,0.11,6,0.32,-,-,41,8.2,1,0.2,-,-,1,0.2,-,-,1,0.2
Shimane,4400,115.79,75,3.26,55,2.39,223,9.7,965,41.96,54,2.35,62,2.7,6,0.26,42,1.83,3,0.13,10,0.43,-,-,-,-,-,-,1,0.13,1,0.13,-,-,-,-
Okayama,13948,166.05,82,1.52,52,0.96,408,7.56,2686,49.74,52,0.96,25,0.46,37,0.69,57,1.06,1,0.02,19,0.35,-,-,52,4.33,-,-,-,-,-,-,-,-,2,0.4
