"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32nd week, 2020",,,,,,"Data collected as of August 12, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562890,114.15,12434,3.95,22375,7.1,156792,49.76,288465,91.55,21671,6.88,10547,3.35,17452,5.54,37939,12.04,9873,3.13,4993,1.58,129,0.19,5910,8.53,271,0.57,285,0.6,2958,6.2,49,0.1,214,0.45
Hokkaido,26992,122.69,905,6.61,1151,8.4,7755,56.61,4481,32.71,849,6.2,149,1.09,1432,10.45,1086,7.93,65,0.47,124,0.91,8,0.29,355,12.68,9,0.41,7,0.32,179,8.14,1,0.05,25,1.14
Aomori,5299,81.52,187,4.45,215,5.12,1469,34.98,3847,91.6,232,5.52,286,6.81,370,8.81,487,11.6,16,0.38,34,0.81,1,0.09,72,6.55,-,-,-,-,44,7.33,-,-,2,0.33
Iwate,9107,140.11,184,4.49,295,7.2,3244,79.12,3822,93.22,293,7.15,293,7.15,211,5.15,595,14.51,24,0.59,67,1.63,-,-,127,9.07,3,0.16,2,0.11,63,3.32,-,-,5,0.26
Miyagi,7748,82.43,406,7,375,6.47,3367,58.05,4640,80,438,7.55,338,5.83,162,2.79,867,14.95,36,0.62,78,1.34,3,0.25,54,4.5,2,0.17,-,-,169,14.08,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,144,4.24,777,22.85,2066,60.76,102,3,221,6.5,90,2.65,228,6.71,12,0.35,28,0.82,4,0.67,27,4.5,1,0.13,-,-,21,2.63,1,0.13,2,0.25
Yamagata,4164,92.53,131,4.52,451,15.55,2966,102.28,2474,85.31,295,10.17,48,1.66,230,7.93,488,16.83,16,0.55,25,0.86,-,-,52,7.43,4,0.4,-,-,28,2.8,1,0.1,1,0.1
Fukushima,10239,123.36,315,6.3,410,8.2,3033,60.66,3496,69.92,368,7.36,107,2.14,609,12.18,903,18.06,35,0.7,78,1.56,-,-,208,16,4,0.67,1,0.17,37,6.17,-,-,2,0.33
Ibaraki,11751,97.93,179,2.39,560,7.47,3329,44.39,6248,83.31,570,7.6,118,1.57,252,3.36,577,7.69,54,0.72,86,1.15,2,0.12,342,20.12,-,-,5,0.42,119,9.92,-,-,5,0.42
