"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33rd week, 2019",,,,,,"Data collected as of August 21, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1428649,289.9,54157,17.2,44979,14.28,226143,71.81,562545,178.64,35192,11.18,303058,96.24,72384,22.99,41898,13.31,67793,21.53,10330,3.28,239,0.34,14201,20.49,315,0.66,427,0.89,2542,5.32,63,0.13,4600,9.62
Hokkaido,58985,268.11,2904,21.04,2173,15.75,15595,113.01,14174,102.71,1400,10.14,8115,58.8,2772,20.09,1121,8.12,1444,10.46,244,1.77,6,0.21,431,15.39,9,0.41,6,0.27,223,10.14,4,0.18,316,14.36
Aomori,14946,229.94,368,8.76,318,7.57,2181,51.93,6296,149.9,375,8.93,2911,69.31,1268,30.19,553,13.17,508,12.1,309,7.36,4,0.36,91,8.27,2,0.33,2,0.33,154,25.67,-,-,69,11.5
Iwate,17744,272.98,358,8.95,394,9.85,4155,103.88,5794,144.85,421,10.53,2755,68.88,773,19.33,551,13.78,391,9.78,254,6.35,-,-,248,17.71,8,0.42,7,0.37,79,4.16,2,0.11,245,12.89
Miyagi,30407,323.48,1298,22.38,541,9.33,6206,107,10538,181.69,996,17.17,7399,127.57,2696,46.48,948,16.34,990,17.07,174,3,4,0.33,97,8.08,2,0.17,2,0.17,124,10.33,-,-,32,2.67
Akita,14938,281.85,122,3.59,186,5.47,1556,45.76,3259,95.85,176,5.18,1348,39.65,346,10.18,261,7.68,355,10.44,25,0.74,-,-,50,8.33,5,0.63,-,-,94,11.75,-,-,33,4.13
Yamagata,12783,284.07,549,18.93,466,16.07,3603,124.24,6128,211.31,349,12.03,4179,144.1,1169,40.31,521,17.97,916,31.59,44,1.52,-,-,81,11.57,3,0.3,7,0.7,52,5.2,-,-,74,7.4
Fukushima,29037,349.84,1456,29.12,969,19.38,4110,82.2,6021,120.42,625,12.5,6525,130.5,1480,29.6,996,19.92,829,16.58,175,3.5,2,0.15,380,29.23,3,0.43,1,0.14,29,4.14,-,-,145,20.71
Ibaraki,36693,305.78,1101,14.68,956,12.75,5111,68.15,10825,144.33,1032,13.76,6533,87.11,1925,25.67,730,9.73,1932,25.76,201,2.68,-,-,634,39.63,6,0.5,4,0.33,129,10.75,-,-,50,4.17
Tochigi,21716,289.55,564,11.75,365,7.6,2584,53.83,4139,86.23,476,9.92,4727,98.48,960,20,753,15.69,1286,26.79,138,2.88,-,-,163,13.58,1,0.14,2,0.29,63,9,-,-,49,7
Gunma,25692,302.26,549,10.56,632,12.15,3311,63.67,8022,154.27,514,9.88,5061,97.33,1072,20.62,797,15.33,1371,26.37,139,2.67,7,0.5,288,20.57,1,0.13,4,0.5,39,4.88,-,-,139,17.38
Saitama,93657,370.19,2442,15.26,2398,14.99,14090,88.06,36329,227.06,2571,16.07,19926,124.54,5340,33.38,2414,15.09,4668,29.18,629,3.93,49,1.23,736,18.4,6,0.55,20,1.82,33,3,1,0.09,121,11
Chiba,67850,321.56,1660,12.48,1407,10.58,12164,91.46,21310,160.23,1793,13.48,14306,107.56,3691,27.75,1656,12.45,2246,16.89,441,3.32,11,0.32,504,14.82,14,1.75,16,2,46,5.75,-,-,83,10.38
Tokyo,110107,271.87,4115,16.2,2593,10.21,18299,72.04,53049,208.85,3696,14.55,24403,96.07,5218,20.54,3758,14.8,7038,27.71,640,2.52,5,0.14,390,10.54,27,1.13,23,0.96,92,3.83,23,0.96,183,7.63
Kanagawa,103796,294.04,2459,10.88,1996,8.83,14602,64.61,37146,164.36,3430,15.18,20697,91.58,3843,17,3015,13.34,4447,19.68,1004,4.44,11,0.22,1842,36.84,6,0.55,10,0.91,42,3.82,-,-,116,10.55
Niigata,31850,353.89,1822,31.96,1415,24.82,7603,133.39,10141,177.91,800,14.04,6746,118.35,2851,50.02,909,15.95,1723,30.23,201,3.53,17,1.7,143,14.3,9,0.69,5,0.38,84,6.46,3,0.23,50,3.85
Toyama,10872,226.5,372,12.83,625,21.55,1937,66.79,6213,214.24,316,10.9,2763,95.28,1149,39.62,373,12.86,687,23.69,38,1.31,12,1.71,72,10.29,4,0.8,3,0.6,6,1.2,-,-,18,3.6
Ishikawa,15385,320.52,409,14.1,718,24.76,3547,122.31,5653,194.93,244,8.41,3306,114,1236,42.62,342,11.79,554,19.1,39,1.34,1,0.14,104,14.86,3,0.6,9,1.8,65,13,-,-,71,14.2
Fukui,10863,301.75,717,32.59,571,25.95,2025,92.05,4884,222,297,13.5,3553,161.5,378,17.18,312,14.18,581,26.41,74,3.36,-,-,90,30,9,1.5,10,1.67,18,3,4,0.67,77,12.83
Yamanashi,11305,275.73,96,4,126,5.25,959,39.96,3253,135.54,255,10.63,2228,92.83,709,29.54,188,7.83,233,9.71,80,3.33,4,0.44,152,16.89,6,0.6,10,1,61,6.1,-,-,57,5.7
Nagano,28456,330.88,528,9.96,513,9.68,2782,52.49,10658,201.09,458,8.64,4716,88.98,2209,41.68,529,9.98,1050,19.81,97,1.83,3,0.3,84,8.4,6,0.55,8,0.73,61,5.55,-,-,233,21.18
Gifu,25579,297.43,464,8.92,572,11,1671,32.13,5316,102.23,291,5.6,3711,71.37,698,13.42,482,9.27,654,12.58,69,1.33,3,0.27,97,8.82,-,-,1,0.2,20,4,1,0.2,115,23
Shizuoka,40817,295.78,952,10.7,974,10.94,4792,53.84,16802,188.79,610,6.85,8302,93.28,2045,22.98,918,10.31,1982,22.27,327,3.67,1,0.05,404,18.36,7,0.7,17,1.7,38,3.8,1,0.1,20,2
Aichi,73229,375.53,2052,11.27,1893,10.4,9361,51.43,26671,146.54,1284,7.05,16109,88.51,3521,19.35,1864,10.24,3164,17.38,414,2.27,6,0.17,402,11.49,12,0.86,25,1.79,115,8.21,1,0.07,377,26.93
Mie,17468,246.03,811,18.43,533,12.11,2729,62.02,8312,188.91,340,7.73,4506,102.41,530,12.05,577,13.11,1160,26.36,85,1.93,1,0.08,17,1.42,9,1,19,2.11,46,5.11,2,0.22,84,9.33
Shiga,14009,269.4,259,8.35,562,18.13,1414,45.61,4891,157.77,248,8,3134,101.1,736,23.74,256,8.26,714,23.03,66,2.13,-,-,47,5.88,7,1,2,0.29,4,0.57,1,0.14,43,6.14
Kyoto,32490,259.92,608,8,930,12.24,3464,45.58,12804,168.47,626,8.24,5659,74.46,1906,25.08,689,9.07,1013,13.33,137,1.8,-,-,132,7.76,4,0.57,20,2.86,36,5.14,-,-,130,18.57
Osaka,73072,242.76,4845,24.59,3434,17.43,14627,74.25,37451,190.11,1944,9.87,17771,90.21,4442,22.55,2483,12.6,4278,21.72,540,2.74,13,0.25,535,10.29,14,0.88,13,0.81,51,3.19,-,-,379,23.69
Hyogo,48558,245.24,2303,17.99,2113,16.51,6382,49.86,27271,213.05,1309,10.23,14869,116.16,2982,23.3,1350,10.55,2110,16.48,241,1.88,12,0.35,684,20.12,28,2,23,1.64,72,5.14,1,0.07,236,16.86
Nara,11503,209.15,539,15.85,560,16.47,2005,58.97,6189,182.03,297,8.74,2773,81.56,387,11.38,424,12.47,659,19.38,57,1.68,-,-,208,20.8,11,1.83,8,1.33,44,7.33,-,-,79,13.17
