"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2017",,,,,,"Data collected as of May 10, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1336362,269.65,15504,4.9,20117,6.36,124310,39.31,329156,104.1,19935,6.3,11016,3.48,4417,1.4,23103,7.31,418,0.13,1774,0.56,34633,10.95,139,0.2,6332,9.14,174,0.36,271,0.57,3271,6.86,100,0.21,3470,7.27
Hokkaido,47392,210.63,1045,7.41,1145,8.12,9682,68.67,7815,55.43,1176,8.34,90,0.64,161,1.14,679,4.82,27,0.19,24,0.17,1120,7.94,5,0.18,176,6.29,4,0.17,10,0.43,104,4.52,-,-,112,4.87
Aomori,14963,233.8,94,2.29,219,5.34,1491,36.37,3095,75.49,143,3.49,126,3.07,109,2.66,315,7.68,2,0.05,50,1.22,178,4.34,1,0.09,59,5.36,4,0.67,-,-,68,11.33,-,-,37,6.17
Iwate,13691,213.92,100,2.56,493,12.64,2144,54.97,3596,92.21,131,3.36,18,0.46,56,1.44,339,8.69,-,-,4,0.1,479,12.28,3,0.21,66,4.71,2,0.11,-,-,101,5.32,-,-,54,2.84
Miyagi,26370,277.58,170,2.88,376,6.37,2845,48.22,4127,69.95,456,7.73,23,0.39,36,0.61,519,8.8,6,0.1,8,0.14,196,3.32,-,-,36,3,2,0.17,-,-,94,7.83,-,-,45,3.75
Akita,12930,239.44,115,3.29,93,2.66,1044,29.83,1897,54.2,124,3.54,372,10.63,25,0.71,124,3.54,2,0.06,16,0.46,52,1.49,-,-,20,2.86,-,-,-,-,75,9.38,1,0.13,35,4.38
Yamagata,10948,232.94,115,3.83,147,4.9,3024,100.8,2147,71.57,274,9.13,24,0.8,70,2.33,333,11.1,7,0.23,17,0.57,362,12.07,-,-,38,4.75,1,0.1,4,0.4,74,7.4,-,-,45,4.5
Fukushima,23045,299.29,229,4.98,230,5,2061,44.8,3497,76.02,327,7.11,19,0.41,206,4.48,480,10.43,5,0.11,7,0.15,174,3.78,1,0.08,150,12.5,4,0.57,4,0.57,52,7.43,4,0.57,195,27.86
Ibaraki,30646,255.38,145,1.93,299,3.99,3244,43.25,6667,88.89,455,6.07,85,1.13,76,1.01,341,4.55,11,0.15,12,0.16,303,4.04,3,0.18,250,14.71,2,0.15,-,-,58,4.46,-,-,105,8.08
Tochigi,17426,229.29,97,2.02,171,3.56,1090,22.71,2647,55.15,311,6.48,21,0.44,38,0.79,365,7.6,1,0.02,4,0.08,150,3.13,-,-,169,14.08,1,0.14,4,0.57,56,8,2,0.29,81,11.57
Gunma,23413,249.07,112,1.96,269,4.72,2764,48.49,6761,118.61,262,4.6,224,3.93,142,2.49,421,7.39,-,-,38,0.67,642,11.26,1,0.08,147,11.31,1,0.13,3,0.38,120,15,-,-,273,34.13
